POA_CODE_2021,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
POA3860,39,95,287,252,229,246,45,5,0,1202,48,31,32,38,40,58,52,12,0,301,12,9,13,19,19,17,12,0,0,100,7,4,9,5,9,3,3,0,0,28,111,137,337,312,293,327,108,19,0,1637,7,7,12,12,14,5,0,0,0,53,9,3,6,3,0,7,4,0,0,27,17,12,18,15,14,9,0,0,0,84,120,150,346,331,304,341,115,19,0,1722,73,17,21,33,52,148,398,192,68,1003,11,17,25,37,27,36,35,10,9,200,207,181,396,395,383,520,547,225,69,2928,14,55,121,138,144,108,17,3,0,593,71,58,138,180,152,169,55,4,0,820,20,20,39,23,18,22,10,0,0,144,3,0,5,4,9,0,0,0,0,26,107,128,292,337,312,305,89,12,0,1587,5,11,3,4,5,9,0,0,0,30,4,5,4,8,11,8,0,0,0,43,9,11,5,16,9,13,0,0,0,68
POA3862,13,44,149,141,123,95,28,9,0,597,23,14,21,12,14,29,20,7,4,152,3,0,6,9,10,8,5,0,0,29,3,6,4,8,4,4,0,0,0,24,46,64,178,166,148,136,59,14,3,811,0,5,5,9,4,4,3,0,0,30,0,6,3,0,0,6,0,0,0,15,0,11,9,4,5,10,3,0,0,45,50,74,182,169,152,146,63,14,3,857,33,12,11,22,32,80,195,71,21,472,4,13,9,9,10,16,20,9,0,88,87,99,209,201,199,233,271,93,23,1415,7,34,77,57,81,65,11,3,0,338,36,29,74,81,66,76,37,5,0,403,10,8,20,7,4,8,0,0,0,62,0,0,0,0,0,0,3,0,0,9,53,73,172,151,150,148,51,8,4,813,4,0,4,0,0,0,0,0,0,7,8,0,0,0,4,3,0,0,0,13,6,0,4,0,6,3,0,0,0,22
POA3864,0,6,6,13,8,14,4,0,0,48,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,13,9,13,10,0,0,58,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,5,0,0,0,11,0,4,8,13,9,16,10,0,0,66,0,0,0,0,0,6,10,6,0,30,4,0,0,0,3,0,5,0,0,11,7,5,11,11,12,22,30,10,0,110,0,0,0,5,5,5,0,0,0,19,0,0,8,5,3,9,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,11,15,5,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,6
POA3865,7,9,27,23,13,18,10,0,0,108,3,4,4,5,6,8,4,0,0,29,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,8,11,39,33,24,29,9,0,0,143,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11,39,34,24,28,9,0,0,151,5,0,7,3,3,11,21,15,7,67,0,0,3,5,4,5,0,0,0,17,10,13,46,43,24,35,37,15,7,241,5,0,7,11,12,3,3,0,0,37,5,6,14,13,10,10,5,0,0,60,0,0,3,0,0,8,3,0,0,12,0,0,0,0,0,0,0,0,0,0,8,10,21,22,22,24,10,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3869,9,27,66,75,70,65,21,3,3,331,8,6,13,6,5,18,14,4,0,76,3,0,8,0,0,10,0,0,0,25,0,0,0,0,0,3,0,0,0,14,24,30,90,84,82,90,35,7,3,440,0,0,0,6,0,3,0,0,0,13,0,0,4,0,0,0,0,0,0,4,4,0,7,6,3,3,0,0,0,19,25,30,98,85,81,95,35,7,3,457,20,7,5,4,11,36,70,32,11,200,8,0,6,4,4,6,13,0,0,43,47,46,110,96,102,134,112,40,7,696,3,15,34,25,38,39,4,0,0,173,18,13,31,43,45,38,18,4,0,207,4,3,9,3,3,12,3,0,0,45,0,0,0,4,0,0,3,4,0,11,23,31,78,77,88,96,22,6,0,433,4,0,0,3,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,3,0,3,3,9,3,0,0,0,21
POA3870,9,11,37,33,45,37,17,0,0,188,7,4,3,15,13,15,12,4,0,71,0,0,0,6,6,3,0,0,0,9,0,0,0,0,0,0,0,0,0,4,12,11,44,45,66,51,26,8,0,269,4,0,0,0,0,0,0,0,0,7,5,3,0,0,0,6,0,0,0,12,9,4,0,0,4,4,0,0,0,25,18,18,43,50,70,60,28,8,0,292,15,3,6,6,7,45,70,36,8,198,0,0,6,4,3,14,11,3,0,46,39,25,56,61,85,124,105,43,8,539,0,4,23,21,30,32,5,0,0,117,11,9,15,22,21,49,9,0,0,140,0,0,7,0,0,5,0,0,0,22,3,0,0,3,0,0,0,0,0,12,17,20,47,47,51,86,22,0,0,289,0,0,0,0,3,8,0,0,0,10,4,0,0,0,0,0,0,0,0,3,4,0,0,0,3,8,3,0,0,12
POA3871,11,25,66,99,126,90,23,3,0,443,25,11,7,15,33,40,25,3,0,164,3,0,4,5,9,9,10,0,0,30,0,3,3,5,3,4,4,3,0,21,39,38,81,119,169,143,63,13,0,664,0,5,12,5,7,5,0,0,0,27,0,0,0,0,0,5,0,0,0,11,7,3,6,3,3,11,0,0,0,35,39,41,93,123,177,157,61,13,0,703,44,5,14,15,22,65,144,103,27,438,7,4,7,8,15,13,19,10,4,87,90,51,109,151,206,236,219,126,31,1222,7,13,35,49,76,47,10,0,0,238,27,17,55,60,77,78,26,0,0,337,4,6,6,13,9,10,4,0,0,49,0,0,4,3,0,3,0,0,0,14,41,30,95,122,160,145,42,5,0,644,0,0,3,0,0,0,0,0,0,3,5,0,0,0,5,6,0,0,0,20,5,0,3,0,5,6,0,0,0,21
POA3873,0,5,6,17,7,22,8,0,0,66,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,17,14,22,10,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,7,17,14,20,10,0,0,80,5,4,4,5,0,7,12,3,0,42,0,0,0,5,0,4,3,0,0,13,7,8,21,27,14,27,22,7,0,130,0,0,3,9,5,7,3,0,0,27,0,0,3,11,3,5,0,0,0,26,0,0,0,6,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,8,19,12,16,6,6,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3874,7,5,13,10,22,17,18,5,0,94,0,0,0,3,7,7,4,0,0,29,0,0,0,0,0,4,5,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,13,13,26,28,20,7,0,132,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,7,0,0,0,10,3,0,20,13,26,36,20,7,0,136,10,0,0,3,0,23,51,17,6,119,0,0,0,0,4,0,9,4,5,26,15,5,17,21,33,66,83,27,4,279,0,4,0,10,17,12,7,0,0,48,3,5,5,9,10,22,11,0,0,67,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,3,16,36,36,11,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,7
POA3875,103,232,656,572,646,522,147,24,5,2906,167,85,127,125,145,214,143,43,4,1057,21,6,26,28,36,61,24,0,3,199,13,11,25,13,21,17,15,0,0,101,300,337,830,738,845,817,323,73,7,4264,18,26,39,17,22,17,0,0,0,141,14,11,5,3,11,16,4,0,0,64,37,34,44,27,27,30,5,0,0,205,333,365,878,762,875,848,334,73,7,4473,211,69,112,104,149,352,949,693,200,2839,29,31,71,75,76,91,81,81,49,578,575,472,1056,939,1099,1285,1360,847,258,7885,47,142,320,293,404,321,64,8,0,1598,197,158,384,432,468,441,164,15,0,2262,28,12,68,36,37,64,15,0,0,261,9,6,14,16,18,13,5,4,0,85,277,321,785,774,925,851,245,30,0,4213,0,16,8,8,17,7,0,0,0,56,14,8,14,12,18,19,7,0,0,93,13,22,27,18,37,21,7,0,0,154
POA3878,3,15,27,24,35,49,8,3,0,169,8,8,5,4,8,16,7,3,0,60,0,0,0,0,3,4,0,0,0,11,0,3,3,0,3,0,0,0,0,11,13,20,38,36,42,71,24,4,0,248,0,0,0,0,9,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,11,17,25,38,37,51,75,24,4,0,260,11,0,3,3,12,48,126,60,10,277,5,0,0,0,3,0,0,8,5,25,24,26,38,45,66,120,148,73,19,564,0,4,21,18,26,26,7,0,0,103,12,4,17,17,27,44,7,0,0,138,3,0,0,0,0,7,0,0,0,20,0,0,0,0,0,0,0,0,0,5,15,15,41,37,60,76,19,0,0,260,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,9
POA3880,14,19,61,54,98,92,31,3,0,378,18,13,16,22,27,62,43,12,0,210,0,3,3,8,3,15,9,0,0,45,0,0,3,0,4,0,0,0,0,13,36,37,85,82,134,173,84,14,0,641,0,4,3,0,0,9,0,0,0,25,0,0,4,0,0,7,5,0,0,17,0,4,6,0,5,9,8,0,0,43,34,36,91,89,140,186,91,14,0,686,19,7,24,18,29,121,437,331,83,1064,4,4,5,9,7,14,17,19,8,85,57,51,114,115,178,325,549,359,93,1829,4,19,41,49,78,68,15,0,0,273,30,15,51,46,81,105,43,3,0,378,4,4,3,3,9,20,3,0,0,47,6,0,0,6,3,0,0,0,0,16,39,35,94,102,173,196,68,4,0,708,5,0,0,0,0,0,0,0,0,10,0,0,3,3,5,5,0,0,0,13,4,0,9,3,5,6,0,0,0,26
POA3882,14,13,46,42,48,42,12,3,0,225,13,5,4,4,19,19,13,0,0,73,0,0,4,0,0,3,0,0,0,9,0,0,0,3,0,0,0,0,0,10,20,18,58,50,63,67,31,9,0,316,0,4,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,3,3,0,0,3,3,0,0,0,11,22,22,58,51,68,66,27,9,0,323,16,0,4,6,8,26,79,40,9,196,0,0,7,0,0,8,0,4,3,23,43,21,67,58,75,102,112,49,17,545,8,15,20,31,30,24,4,0,0,121,9,13,25,21,25,25,6,0,0,130,0,0,7,3,9,6,0,0,0,24,0,3,5,0,0,5,0,0,0,10,19,29,55,53,55,60,14,0,0,289,0,0,0,0,4,3,0,0,0,12,0,0,0,0,0,0,0,0,0,5,3,0,0,0,4,3,0,0,0,11
POA3885,14,9,64,43,64,92,19,10,0,312,6,6,8,13,19,24,11,3,0,97,4,0,0,7,6,6,4,0,0,32,0,0,5,4,3,3,4,0,0,16,24,22,74,67,93,123,37,9,3,446,5,0,0,0,10,0,0,0,0,17,0,0,6,0,0,0,0,0,0,4,3,0,6,0,10,3,0,0,0,22,31,25,77,65,96,128,39,9,0,472,21,8,10,12,12,48,93,44,17,257,4,0,4,8,14,4,13,0,3,54,52,29,99,91,123,175,141,62,24,779,3,12,26,23,47,36,6,0,0,166,10,11,47,40,49,59,18,4,0,235,6,0,6,10,5,11,0,0,0,35,0,0,0,3,0,3,0,0,0,8,22,25,82,75,100,105,27,4,0,445,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,8
POA3886,0,6,0,13,17,15,5,0,0,61,5,0,9,0,0,4,0,0,0,22,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,12,8,9,14,19,23,10,3,0,88,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,8,8,13,18,21,10,3,0,94,7,0,0,0,5,8,30,9,4,65,4,3,0,0,3,0,0,0,0,20,15,11,11,17,25,37,38,14,4,175,0,4,3,3,9,5,0,0,0,28,0,3,0,8,8,8,3,0,0,32,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,3,8,10,19,18,7,0,0,73,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,0,0,0,0,10
POA3887,3,0,3,8,5,4,0,0,0,39,0,0,0,3,3,3,0,0,0,14,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,5,9,14,11,8,7,4,0,56,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,9,14,17,12,8,4,0,59,0,0,0,4,4,12,22,9,0,60,0,0,0,3,3,9,3,0,0,17,3,4,13,20,20,32,30,13,0,137,0,0,0,8,5,7,0,0,0,19,5,0,5,3,9,7,5,0,0,21,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,5,0,5,14,11,13,3,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3888,8,30,84,73,81,114,43,8,3,433,24,8,19,23,26,49,23,4,3,175,4,5,0,8,4,13,3,0,0,40,11,0,0,0,0,0,0,0,0,17,43,38,100,104,115,180,66,13,7,660,5,0,5,0,3,12,0,0,0,30,3,0,6,4,4,4,3,0,0,19,4,0,7,3,10,13,4,0,0,51,49,41,112,107,119,197,71,15,7,715,32,3,19,20,45,113,228,140,38,648,3,9,18,13,25,28,34,20,8,161,88,57,150,142,191,338,339,173,51,1521,5,15,35,30,56,60,11,0,0,214,25,13,59,73,76,90,26,5,0,378,0,0,11,4,6,18,8,0,0,41,0,0,3,3,3,0,4,0,0,14,23,29,106,113,143,173,49,6,0,651,0,0,0,0,0,3,0,0,0,4,6,0,0,3,0,10,0,0,0,17,6,0,0,3,0,7,0,0,0,24
POA3889,0,0,3,4,3,4,0,0,0,15,0,0,0,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,11,4,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,3,4,9,11,4,0,0,29,0,0,0,0,8,15,17,12,0,50,0,0,0,5,0,0,5,0,0,16,3,4,5,6,12,22,26,10,0,93,0,0,0,0,0,4,6,0,0,6,0,0,0,0,3,4,0,0,0,16,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,0,0,23,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA3890,0,4,3,9,3,5,5,0,0,34,0,0,0,0,3,5,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,11,8,11,5,0,0,50,0,0,0,0,0,7,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,11,0,6,3,9,12,16,5,0,0,62,3,0,4,4,10,22,16,14,0,67,0,3,0,3,5,5,5,0,0,22,9,7,7,16,24,45,25,14,3,151,0,0,0,6,4,5,0,0,0,18,0,4,4,7,4,3,5,3,0,33,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,7,15,10,15,5,3,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,5,0,0,0,0,7
POA3891,0,0,0,0,0,0,3,0,0,15,0,0,0,0,0,4,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,6,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,8,8,6,0,28,0,0,0,0,0,6,5,8,0,19,0,0,0,3,0,0,0,0,0,9,0,0,4,4,0,15,18,6,0,52,0,0,0,0,0,4,0,0,0,6,0,0,3,7,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,7,4,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3892,0,4,18,24,29,30,7,0,0,111,7,7,10,10,11,35,9,5,0,90,0,0,0,5,0,11,4,0,0,20,0,0,0,0,0,0,0,0,0,3,12,14,26,43,35,73,24,0,0,225,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,4,3,0,0,4,14,14,26,44,35,75,26,0,0,232,7,0,0,4,13,33,100,53,20,234,0,0,3,0,5,11,12,6,0,42,21,17,31,50,52,121,135,69,20,506,0,5,19,10,21,21,0,0,0,80,6,3,12,31,26,40,17,6,0,139,3,0,3,0,5,3,4,0,0,19,0,0,0,4,0,0,0,0,0,6,9,4,33,48,51,65,25,6,0,240,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,8
POA3893,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,8,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3895,0,3,4,3,8,8,12,6,0,41,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,8,4,3,5,3,8,16,8,4,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,3,11,16,11,4,0,57,3,0,0,0,5,3,12,4,0,28,0,0,0,0,0,0,0,0,0,6,3,3,5,3,15,19,20,8,0,92,0,0,7,0,7,8,0,0,0,23,0,0,3,0,3,9,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,9,14,0,4,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3896,6,5,10,5,20,16,8,0,0,70,0,0,0,0,0,4,3,6,0,19,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,3,6,5,15,11,18,25,20,5,0,93,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,5,5,18,11,24,20,20,5,0,100,3,0,3,0,0,10,12,8,0,46,0,0,0,0,9,0,5,0,0,12,9,10,17,11,30,32,37,16,0,164,0,0,0,3,3,7,7,0,0,27,0,0,9,12,11,6,5,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,14,16,14,12,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3898,0,6,24,24,34,12,6,8,0,109,5,3,4,5,17,14,4,6,0,57,0,3,0,0,0,8,3,0,0,9,0,0,4,0,0,0,0,0,0,3,9,13,27,27,47,34,12,12,4,183,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,31,27,47,38,13,12,4,186,9,0,3,5,8,16,36,16,3,93,0,0,7,3,9,12,9,8,0,58,15,17,36,33,61,69,61,25,12,340,0,6,13,17,17,7,4,0,0,58,13,7,8,15,16,22,8,0,0,84,0,0,3,0,6,0,0,0,0,5,0,0,0,3,0,0,0,0,0,4,10,12,20,31,35,25,11,0,0,156,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
POA3900,0,0,3,4,0,6,11,0,0,30,0,0,0,0,0,5,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,10,14,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,7,10,14,0,0,42,0,0,0,0,4,5,11,9,0,28,0,0,6,4,5,0,3,0,0,18,6,4,9,8,10,20,23,11,0,86,0,0,0,3,0,4,5,0,0,18,0,0,3,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,7,8,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3902,4,4,7,11,10,17,0,0,0,54,0,0,0,0,3,0,5,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,5,7,12,16,20,5,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,5,7,12,13,26,5,0,0,74,4,0,0,0,0,3,49,24,0,87,0,0,0,3,4,6,3,5,0,18,9,6,14,16,18,32,55,30,3,181,0,0,7,3,8,5,0,0,0,32,5,6,5,9,14,15,3,0,0,55,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,12,5,10,13,21,19,7,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
