POA_CODE_2021,R_1_74_LT_Real_estate_agent,R_1_74_LT_Ste_terr_hsg_auth,R_1_74_LT_com_hou_pro,R_1_74_LT_Psn_not_Sme_hhd,R_1_74_LT_Other_Lld_type,R_1_74_LT_Lld_type_ns,R_1_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_com_hou_pro,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_com_hou_pro,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_com_hou_pro,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_com_hou_pro,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_com_hou_pro,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_com_hou_pro,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_com_hou_pro,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_com_hou_pro,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_com_hou_pro,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_com_hou_pro,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_com_hou_pro,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_com_hou_pro,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_ovr_LT_com_hou_pro,R_950_over_LT_Psn_not_Sme_hhd,R_950_over_LT_Other_Lld_type,R_950_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_com_hou_pro,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_com_hou_pro,Tot_LT_Psn_not_Sme_hhd,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
POA3174,9,29,3,3,4,0,44,4,39,3,8,0,0,60,22,219,12,34,6,3,298,53,73,13,64,11,0,219,71,42,0,33,0,4,153,312,53,11,77,12,5,469,1074,25,13,227,46,5,1391,1559,36,5,211,84,3,1893,225,5,7,36,10,0,275,20,0,0,11,0,0,38,5,0,0,0,0,0,12,8,0,0,0,0,0,8,5,0,0,0,0,0,11,38,0,0,9,0,0,45,81,42,5,65,22,17,232,3487,567,65,780,205,44,5150
POA3175,12,28,9,6,0,0,55,4,50,7,8,0,0,63,41,286,16,41,16,0,407,37,135,49,50,27,4,306,52,62,16,36,15,0,187,603,85,29,119,48,3,882,1953,60,14,300,114,7,2450,1744,56,7,275,99,9,2199,249,9,0,52,22,3,332,36,8,0,14,6,0,62,21,0,0,0,0,0,23,8,0,0,5,0,0,20,5,0,0,3,0,0,8,46,0,0,4,8,0,58,104,76,10,72,25,22,310,4923,852,169,980,383,56,7371
POA3177,0,11,0,0,0,0,14,0,15,5,0,0,0,29,6,126,5,13,0,0,161,9,33,0,15,4,0,67,10,16,6,10,4,0,40,55,20,0,33,4,0,113,505,26,7,125,30,4,701,317,10,0,64,25,0,419,24,4,0,3,3,0,33,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,4,0,0,9,18,30,0,11,3,6,74,959,300,25,299,79,12,1679
POA3178,0,7,3,3,0,0,8,0,0,0,0,0,0,12,3,20,0,10,0,0,34,3,22,0,10,0,0,33,3,4,0,14,0,0,16,6,6,0,10,0,0,22,41,9,3,37,0,0,94,531,17,0,88,4,0,637,567,5,0,44,3,0,620,129,0,0,12,0,0,142,20,0,0,0,0,0,26,8,0,0,3,0,0,7,3,0,0,0,0,0,8,14,0,0,0,0,0,14,25,3,0,10,4,7,51,1358,88,14,239,13,5,1722
POA3179,0,4,0,0,0,0,5,0,4,0,0,0,0,4,0,3,0,0,0,0,5,0,5,0,8,0,0,12,0,0,0,0,0,0,5,0,4,0,3,0,0,7,20,4,0,16,0,0,36,214,4,0,22,0,0,244,90,0,0,3,0,0,93,24,0,0,4,0,0,26,9,0,0,0,0,0,10,0,0,0,0,0,0,3,3,0,0,0,0,0,3,4,0,0,0,0,0,4,9,0,0,0,0,3,13,371,27,0,60,0,3,465
POA3180,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,8,0,0,11,0,4,0,3,0,0,12,0,6,0,0,0,0,4,0,0,3,7,0,0,7,27,0,0,21,0,0,53,248,4,0,25,0,0,277,170,0,0,16,0,0,188,30,0,0,6,0,0,38,7,0,0,0,0,0,7,3,0,0,0,3,0,8,0,0,0,0,0,0,4,4,0,0,0,0,0,4,11,0,0,4,0,5,20,503,20,5,91,5,6,633
POA3181,4,17,0,8,0,0,25,0,30,0,4,0,0,35,10,199,13,18,0,8,242,28,45,18,20,3,0,113,49,19,7,19,0,0,102,159,23,3,37,4,0,227,626,10,7,98,5,4,750,1322,5,0,130,8,5,1459,796,0,0,106,0,0,913,486,0,0,57,0,0,537,333,0,0,44,0,0,382,185,0,0,31,0,0,215,97,0,0,14,0,0,114,166,0,0,17,0,0,182,53,47,0,24,4,12,140,4326,400,51,627,29,27,5452
POA3182,3,16,0,0,4,0,28,9,28,5,3,0,0,43,11,161,35,19,0,0,233,31,28,57,44,0,0,166,71,42,79,29,5,0,222,376,28,60,63,5,0,532,1090,23,37,138,8,0,1290,1865,12,18,206,13,0,2103,1024,5,4,125,3,0,1157,445,0,0,60,0,0,506,190,0,0,35,0,0,222,102,0,0,10,0,0,110,62,0,0,10,0,0,69,114,0,0,14,4,0,126,77,34,10,35,7,7,172,5458,377,305,783,52,20,6993
POA3183,4,11,0,0,0,0,19,0,5,0,0,0,0,12,8,47,11,20,3,0,88,24,14,23,20,0,0,88,35,10,16,22,0,0,82,175,10,0,35,0,0,228,682,0,6,89,9,0,788,921,0,5,120,5,0,1053,499,0,0,87,4,0,587,307,0,0,40,0,0,351,164,0,0,27,0,0,192,86,0,0,28,3,0,117,46,0,0,12,0,0,52,58,0,0,17,4,0,78,49,12,6,35,10,4,117,3066,114,64,555,35,13,3845
POA3184,0,5,0,0,0,0,9,0,9,0,0,0,0,9,5,41,4,7,0,0,59,16,3,3,14,0,0,38,18,7,12,15,0,0,46,97,0,4,36,0,0,140,636,5,6,64,4,0,713,1014,0,5,102,0,0,1123,672,0,0,60,3,0,738,272,0,0,27,4,0,306,159,0,0,18,0,0,180,104,0,0,17,0,0,117,54,0,0,4,0,0,61,102,0,0,21,0,0,124,43,3,0,22,4,4,80,3186,80,30,411,14,8,3731
POA3185,0,0,3,4,0,0,9,0,0,0,0,0,0,0,9,15,8,10,0,0,41,10,3,3,20,0,0,41,9,5,3,8,0,0,23,115,0,0,29,0,0,143,288,0,4,51,3,0,351,537,3,0,67,6,0,604,419,0,0,47,0,0,464,213,0,0,24,0,4,242,93,0,0,10,0,0,106,64,0,0,17,0,0,83,37,0,0,12,0,0,45,63,0,0,8,0,0,74,27,8,0,17,0,4,54,1895,36,21,316,12,5,2278
POA3186,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,23,6,4,0,0,37,7,5,6,9,0,0,27,0,0,0,5,0,0,11,7,0,3,10,3,0,29,46,0,0,26,0,0,73,257,0,0,38,9,0,299,308,0,0,47,3,0,362,290,0,0,23,0,0,312,180,0,0,28,5,0,207,123,0,0,19,0,0,144,91,0,0,13,0,0,107,372,0,0,47,3,0,414,57,3,0,27,3,3,101,1740,36,12,300,27,10,2131
POA3187,0,3,5,3,0,0,11,0,0,0,0,0,0,6,0,9,0,6,0,0,27,6,8,30,3,5,0,51,0,6,5,6,0,0,14,8,0,5,8,4,0,25,23,0,0,10,0,0,36,94,3,6,24,0,0,125,124,0,6,32,0,0,160,137,0,0,28,0,0,168,118,0,0,9,0,0,127,88,0,0,15,0,0,101,67,0,0,13,0,0,78,173,0,0,20,0,0,191,24,5,3,19,8,0,56,860,35,55,199,19,4,1172
POA3188,0,25,0,0,0,0,28,0,19,0,0,0,0,24,0,183,3,9,3,0,199,3,53,5,7,0,0,66,0,23,0,12,0,0,35,10,25,0,15,0,0,49,56,18,0,21,0,0,95,218,16,0,46,4,0,287,278,8,0,51,0,0,332,159,3,0,25,0,0,190,108,0,0,16,0,0,126,90,0,0,13,0,0,98,83,0,0,3,0,0,82,126,0,0,18,0,0,145,26,19,0,17,6,5,74,1155,399,7,246,17,5,1831
POA3189,0,8,5,0,0,0,8,0,0,0,5,0,0,0,0,29,4,0,0,0,31,4,6,12,6,0,0,36,4,5,13,0,0,0,25,7,9,10,4,0,0,30,41,4,3,11,0,0,60,137,0,4,19,0,0,167,139,0,0,20,0,0,159,68,0,0,9,0,0,77,30,0,0,0,0,0,32,27,0,0,0,0,0,28,6,0,0,0,0,0,11,10,0,0,0,0,0,10,0,10,0,8,0,0,22,478,65,57,89,5,0,694
POA3190,0,9,0,0,0,0,8,0,6,0,0,0,0,9,0,58,3,6,0,0,64,0,26,0,13,0,0,42,4,10,0,12,0,0,28,5,7,0,7,0,0,25,64,9,0,35,0,0,103,356,10,0,49,0,0,414,240,0,0,44,0,0,284,105,0,0,11,0,0,111,72,0,0,3,0,0,75,36,0,0,9,0,0,48,31,0,0,6,0,0,35,25,0,0,0,0,0,29,18,11,0,18,3,3,53,958,144,8,199,3,9,1324
POA3191,0,8,0,5,0,0,13,0,8,0,0,0,0,8,0,36,0,4,0,0,38,0,9,0,4,0,0,21,0,0,0,7,0,0,13,11,5,16,13,0,0,45,100,0,4,21,0,0,124,200,0,0,20,0,0,224,176,0,0,17,0,0,196,97,0,0,10,0,0,104,53,0,0,11,0,0,67,52,0,0,3,0,0,56,44,0,0,3,0,0,50,77,0,0,5,0,0,85,12,0,0,13,0,0,27,833,74,25,138,8,0,1080
POA3192,0,3,0,0,0,0,6,0,4,6,0,0,0,11,7,40,11,13,6,0,75,8,20,12,17,5,0,63,10,5,6,15,0,0,31,22,5,3,38,0,0,68,253,5,3,50,4,0,312,676,11,5,83,3,4,786,498,0,0,56,4,0,559,266,0,0,33,0,0,301,125,0,0,10,0,0,138,64,0,0,0,0,0,68,19,0,0,3,0,0,25,19,0,0,5,0,0,28,42,8,9,32,3,5,95,2010,112,56,359,25,6,2564
POA3193,0,0,0,3,0,0,3,0,0,0,0,0,0,3,5,4,0,6,0,0,10,0,4,0,3,5,0,14,0,3,8,5,0,0,16,13,0,3,5,0,0,15,18,0,0,21,0,0,42,117,0,0,37,6,0,158,165,0,0,30,4,0,196,116,0,0,17,0,0,132,97,0,0,16,0,0,114,78,0,0,14,0,0,95,75,0,0,8,0,0,77,135,0,0,17,0,0,150,20,0,3,14,0,0,33,835,9,12,187,14,0,1067
POA3194,6,4,0,0,0,0,9,0,3,0,0,0,0,9,3,20,11,6,0,0,36,0,8,11,19,0,0,41,10,4,0,13,0,0,24,92,4,0,23,6,0,118,305,5,0,47,4,0,362,521,0,0,62,0,0,586,244,0,0,19,0,0,267,134,0,0,14,0,0,147,71,0,0,3,0,0,71,36,0,0,4,0,0,43,17,0,0,0,0,0,17,24,0,0,3,0,0,30,28,8,3,9,3,5,57,1487,51,36,223,16,9,1816
POA3195,0,15,3,0,0,0,17,0,9,0,5,0,0,14,4,92,0,14,0,0,113,16,38,8,20,0,0,83,6,18,3,27,0,0,64,64,12,6,29,5,0,110,295,13,0,69,3,0,378,622,5,3,87,4,0,720,517,5,0,72,0,0,597,270,0,0,23,0,0,292,181,0,0,11,0,0,190,69,0,0,12,0,0,79,25,0,0,3,0,0,35,40,0,0,4,0,0,47,43,12,6,28,8,3,107,2160,215,39,412,18,11,2848
POA3196,7,8,0,0,0,0,16,0,18,0,0,0,0,18,3,85,0,12,3,0,112,19,17,6,23,13,0,74,15,13,0,24,3,0,59,70,12,0,28,25,0,139,354,4,0,74,32,5,469,878,13,0,88,4,5,988,485,4,0,38,0,0,525,208,3,0,18,0,0,226,77,0,0,3,0,0,85,21,0,0,0,0,0,21,5,0,0,0,0,0,5,22,0,0,3,0,0,25,30,19,4,14,9,3,74,2196,195,16,335,88,10,2852
POA3197,0,5,0,0,0,0,5,0,7,0,0,0,0,4,0,31,4,3,5,0,43,0,7,3,10,0,0,19,8,0,0,10,0,0,12,17,5,0,14,0,4,35,72,0,0,23,0,0,100,288,8,3,46,0,0,344,200,0,0,23,0,0,232,73,0,0,11,0,0,79,46,0,0,4,0,0,45,20,0,0,0,0,0,20,8,0,0,0,0,0,8,9,0,0,5,0,0,12,17,12,0,20,7,4,54,767,66,14,156,11,9,1015
POA3198,4,9,0,8,0,0,19,0,15,0,0,0,0,20,9,99,8,16,5,6,136,13,36,5,21,3,0,70,22,19,9,25,24,0,103,95,20,5,42,8,0,173,417,13,7,78,5,0,523,733,10,5,89,0,4,843,262,0,0,22,5,0,293,51,0,4,8,0,0,59,22,0,0,5,0,0,27,6,0,0,0,0,0,8,0,0,0,0,0,0,0,12,0,0,0,0,0,18,38,15,0,23,5,10,90,1687,239,34,329,56,18,2368
POA3199,7,25,0,3,0,0,36,6,19,5,5,0,0,24,19,217,26,39,11,3,307,58,98,34,79,7,3,282,79,41,18,75,3,0,219,464,36,19,139,13,3,674,1364,57,19,237,13,3,1697,2046,28,12,225,23,6,2334,718,5,0,82,6,3,817,186,0,0,16,0,0,206,60,0,0,8,0,0,71,30,0,0,3,0,0,34,12,0,0,0,0,0,9,41,0,0,8,0,0,50,124,40,12,63,11,16,259,5210,559,141,995,87,38,7026
POA3200,4,10,0,0,0,0,16,0,19,0,0,0,0,17,3,82,3,5,0,0,93,6,24,0,5,0,0,39,4,18,0,9,0,0,32,32,3,0,17,0,0,54,352,23,0,45,5,0,426,208,8,0,14,3,0,240,10,0,0,0,0,0,8,0,0,0,0,0,0,7,4,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,14,5,0,6,0,3,34,647,192,3,110,6,9,971
POA3201,0,3,0,0,0,0,6,0,4,8,0,0,0,12,5,18,10,6,0,0,43,4,22,23,21,8,0,69,4,10,10,13,9,0,52,8,14,18,39,49,0,119,260,19,14,108,39,5,435,1059,9,3,102,29,3,1204,181,0,0,14,5,0,201,18,0,0,7,0,0,19,0,0,0,4,0,0,3,3,0,0,4,0,0,3,7,0,0,0,0,0,4,10,0,0,0,0,0,8,34,7,0,18,9,5,77,1582,106,81,338,138,16,2267
POA3202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,3,15,0,0,0,0,0,15,31,0,0,3,0,0,37,36,0,0,9,0,0,46,24,0,0,4,0,0,25,53,0,0,3,0,0,59,29,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,7,0,0,15,199,9,0,39,13,0,260
POA3204,3,3,0,3,0,0,10,4,0,0,0,0,0,12,10,23,7,14,0,0,61,13,13,15,27,3,0,78,16,11,7,19,0,0,58,130,14,19,32,0,3,202,336,3,3,71,6,0,428,744,5,0,115,8,0,875,701,0,5,83,5,0,794,390,0,0,54,0,0,449,269,0,0,27,4,0,298,169,0,0,30,4,0,202,162,0,0,18,0,0,180,123,4,0,16,0,0,141,46,12,4,37,9,12,117,3130,94,67,540,48,20,3898
POA3205,0,17,0,0,0,0,21,0,44,0,0,0,0,43,3,240,10,11,0,0,263,3,78,35,7,3,0,130,4,35,55,11,0,0,99,22,26,19,11,0,3,90,210,24,3,38,4,0,277,579,15,3,60,0,0,654,475,0,0,56,0,0,537,298,4,0,53,0,0,354,147,3,0,22,0,0,170,86,0,0,9,0,0,101,56,0,0,13,0,0,68,101,0,0,19,0,0,117,34,52,5,34,5,5,123,2019,530,127,344,14,11,3046
POA3206,0,4,0,0,0,0,10,0,13,0,0,0,0,17,5,88,3,5,0,0,99,4,14,4,0,0,0,21,6,3,0,6,0,0,14,9,3,0,11,0,0,24,83,10,6,18,0,0,111,106,4,0,22,0,0,136,137,4,0,41,0,3,183,133,0,0,26,0,0,160,142,0,0,16,0,0,160,114,0,0,18,0,0,135,83,0,0,10,0,0,87,197,0,0,28,0,0,231,20,20,0,16,0,0,70,1042,152,18,219,10,9,1449
POA3207,11,10,0,0,0,0,14,0,27,0,0,0,0,33,6,235,0,9,0,0,250,4,70,11,11,0,0,96,0,40,8,15,0,0,67,12,32,11,18,0,0,68,69,15,0,30,0,0,111,367,8,0,51,3,3,435,515,6,0,55,3,0,581,462,4,0,54,0,0,520,370,0,0,30,0,0,398,234,0,0,20,0,0,252,182,0,0,17,0,0,194,229,0,0,19,0,0,246,49,33,4,30,4,3,121,2495,483,38,350,14,7,3392
POA3211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,0,0,5,0,0,9,5,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,26,0,0,16,8,0,43
POA3212,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,4,5,0,0,19,19,6,24,23,21,3,89,11,0,3,8,0,0,24,36,3,10,31,9,0,80,214,0,4,59,3,0,282,471,0,5,57,3,0,541,225,0,0,12,0,0,234,29,0,0,0,0,0,29,23,0,0,4,0,0,28,6,0,0,0,0,0,6,3,0,0,4,0,0,0,0,0,0,0,0,0,4,9,3,0,15,3,0,36,1041,28,43,223,39,11,1380
POA3213,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,3,0,7,3,0,11,0,0,4,0,0,0,5,0,0,0,4,0,0,8,10,0,0,4,0,0,13,32,0,0,3,0,0,36,29,0,0,7,0,0,48,23,0,0,0,0,0,27,0,0,0,3,0,0,8,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,102,9,7,38,12,0,163
POA3214,10,74,0,3,0,4,84,0,60,6,5,0,0,76,12,458,16,14,0,3,517,47,174,39,39,4,5,307,103,73,15,53,9,0,253,611,127,19,124,13,3,896,1111,70,34,149,26,3,1398,359,26,4,41,10,0,438,27,6,0,10,3,0,34,11,0,0,0,0,0,12,0,5,0,0,0,0,4,5,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,6,42,74,12,25,26,12,188,2334,1139,151,475,85,36,4223
POA3215,0,20,0,5,0,0,21,0,7,0,5,4,0,20,9,77,6,19,0,0,108,53,28,11,33,0,0,127,71,13,4,36,0,0,130,138,8,10,63,5,0,223,577,10,8,111,15,0,718,831,5,4,84,9,0,938,177,0,0,13,0,0,198,45,0,0,0,0,0,47,9,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,6,10,0,0,0,0,0,10,41,9,3,24,7,9,85,1967,167,55,398,47,7,2647
POA3216,5,21,3,6,4,0,37,4,24,5,3,3,0,35,30,140,15,44,3,8,247,80,58,67,107,19,3,333,67,28,7,68,14,0,193,206,38,28,100,38,3,412,906,28,32,251,20,6,1229,1861,24,22,241,25,3,2180,608,6,4,58,12,0,691,160,0,0,28,5,0,194,48,0,0,19,0,0,72,18,0,0,8,0,0,22,11,0,0,0,0,0,12,22,0,0,3,0,0,26,67,27,4,46,14,14,176,4077,393,193,990,160,35,5855
POA3217,0,0,0,0,0,0,0,3,0,0,0,0,0,3,11,0,0,10,3,0,23,0,0,0,12,3,0,19,4,0,0,8,10,0,28,5,0,0,9,3,0,16,7,0,0,34,6,0,39,1123,3,0,103,3,0,1240,528,0,0,32,0,0,567,43,0,0,3,0,0,48,6,0,0,4,0,0,9,0,0,0,4,0,0,3,5,0,0,0,0,0,5,4,0,0,0,0,0,5,25,0,0,12,7,6,48,1766,0,0,241,35,6,2057
POA3218,4,5,0,0,0,0,18,0,13,0,3,0,0,21,19,37,5,20,0,0,79,55,23,17,32,7,0,133,121,7,13,40,5,0,188,230,14,7,43,7,0,293,425,0,0,77,3,0,510,546,9,0,66,7,0,629,235,0,0,23,0,0,260,75,0,0,9,0,0,82,23,0,0,0,0,0,23,10,0,0,0,0,0,13,0,0,0,0,0,0,5,4,0,0,4,0,0,4,17,9,4,13,3,0,49,1756,121,48,346,35,3,2311
POA3219,0,20,0,5,0,0,30,5,29,0,0,0,0,37,9,206,8,27,0,3,259,37,83,39,46,8,4,217,81,36,17,49,0,0,178,202,47,24,74,0,3,350,757,43,17,162,15,4,1000,629,10,25,82,29,7,780,87,3,4,20,0,0,123,20,0,0,0,0,0,22,5,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,34,8,26,0,6,111,1872,518,146,504,59,29,3122
POA3220,3,10,0,0,0,0,13,0,4,0,0,0,0,9,12,40,16,18,5,0,92,23,16,40,37,7,0,119,56,7,15,29,0,0,109,137,10,4,29,0,0,180,420,10,8,77,10,3,520,594,0,0,65,5,4,668,335,0,0,42,4,0,385,119,0,0,11,0,0,129,62,0,0,11,0,0,71,23,0,0,4,0,0,32,7,0,0,0,0,0,8,9,0,0,6,5,0,16,28,7,8,22,12,3,77,1831,101,83,352,45,12,2429
POA3221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,0,0,0,6,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,14,3,0,20
POA3222,3,0,0,5,0,0,8,0,3,0,0,0,0,4,0,9,0,10,0,0,18,9,3,0,14,0,0,28,13,0,0,21,0,0,34,40,0,0,24,0,0,64,230,0,3,67,6,0,311,674,0,0,67,6,0,756,71,0,0,11,0,0,84,16,0,0,3,0,0,17,3,0,0,0,0,0,3,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,15,3,0,36,1086,15,8,236,23,6,1378
POA3223,0,0,3,0,0,0,5,7,0,3,0,0,0,11,5,0,0,8,0,0,11,11,0,0,10,5,0,22,16,0,0,10,0,0,23,57,0,0,38,0,0,92,226,0,0,44,0,3,272,301,0,0,31,4,0,340,45,0,0,0,0,0,52,4,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,9,3,0,25,676,0,10,154,15,4,862
POA3224,0,0,0,4,0,0,5,0,3,0,0,0,0,3,0,4,0,8,5,0,28,0,4,0,8,12,0,32,3,0,0,11,17,0,38,13,6,4,25,11,0,55,111,8,0,68,3,0,199,430,0,0,71,7,0,516,70,0,0,8,0,0,84,8,0,0,0,0,0,8,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,13,6,3,31,657,27,14,222,59,9,985
POA3225,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,8,4,3,0,12,0,0,21,0,0,0,3,0,0,10,3,0,0,6,0,0,15,32,0,0,21,0,0,51,73,0,0,21,0,0,91,67,0,0,8,0,0,77,10,0,0,0,0,0,15,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,0,0,7,4,0,12,198,9,0,84,11,0,308
POA3226,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,15,0,0,30,4,3,0,11,3,0,32,11,4,0,11,3,0,32,25,0,4,19,8,0,57,100,0,0,43,0,0,145,327,0,0,61,0,3,388,320,0,0,50,0,0,366,81,0,0,12,0,0,94,19,0,0,0,0,0,27,5,0,0,0,0,0,13,0,0,0,0,0,0,0,10,0,0,0,0,0,11,7,0,0,10,0,6,30,917,27,12,234,22,9,1214
POA3227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,5,0,0,18,0,6,0,4,0,0,10,0,0,0,10,0,0,11,0,0,0,8,0,0,12,13,0,0,16,0,0,24,53,0,0,13,0,0,66,53,0,0,11,0,0,67,9,0,0,8,0,0,16,19,0,0,4,0,0,26,8,0,0,0,0,0,7,8,0,0,0,0,0,8,4,0,0,0,0,0,0,6,0,0,5,5,0,15,171,21,4,77,9,0,286
POA3228,6,0,0,3,3,0,5,0,0,0,0,0,0,3,4,3,0,15,0,0,26,12,0,0,16,0,0,29,4,0,0,17,4,0,26,16,0,0,25,0,0,43,49,0,0,39,4,0,87,196,0,0,71,0,0,271,481,0,0,77,4,0,565,345,0,0,37,0,0,384,92,0,0,5,0,0,105,42,0,0,5,0,0,49,9,0,0,0,0,0,9,9,0,0,0,0,0,14,17,0,0,25,6,3,53,1289,3,4,337,30,3,1663
POA3230,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,4,0,0,13,0,0,3,0,0,0,9,0,0,0,7,0,0,11,0,0,0,3,0,0,12,15,0,0,13,0,0,28,32,0,0,18,0,0,51,39,0,0,9,0,0,52,28,0,0,3,0,0,29,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,126,12,9,63,12,6,219
