POA_CODE_2021,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
POA3820,45,90,35,68,64,21,6,28,6,357,108,119,65,237,115,44,19,49,9,766,274,98,842,304,251,155,184,259,31,2394,8,7,8,27,28,19,11,21,4,122,13,9,12,52,29,16,17,14,0,165,8,17,0,12,13,5,4,6,0,58,9,31,12,28,20,7,6,27,27,163,811,1905,1047,944,701,311,268,512,92,6585
POA3821,21,22,6,10,11,5,0,4,0,76,26,17,10,32,15,8,0,3,0,104,89,15,151,49,31,17,32,42,13,433,3,0,0,0,4,0,0,3,0,15,8,0,8,3,4,0,0,0,0,27,5,4,0,0,0,0,0,4,0,13,9,4,8,6,4,6,0,0,0,31,238,304,190,121,109,48,37,64,14,1127
POA3822,8,7,4,6,0,0,0,0,0,25,10,3,0,14,7,6,3,0,0,35,19,0,63,13,20,5,13,20,7,160,0,0,0,3,0,0,0,0,0,9,0,0,0,3,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,13,46,70,71,43,35,12,22,27,6,333
POA3823,12,7,6,7,5,0,0,0,0,38,12,8,6,23,11,4,0,11,0,77,44,3,101,50,22,16,29,26,3,300,3,0,0,0,0,0,0,0,0,7,0,0,5,0,4,0,0,3,0,14,0,0,0,0,0,0,0,0,0,3,3,0,4,4,5,0,0,8,0,19,108,141,126,111,54,32,32,49,6,662
POA3824,24,17,6,14,13,3,4,0,3,85,37,31,16,44,34,3,0,8,0,179,81,27,250,91,77,36,69,78,8,716,4,0,0,10,12,4,6,4,0,38,5,0,0,18,8,0,6,3,0,45,0,3,0,0,8,0,0,0,0,15,4,3,3,8,3,0,9,7,0,40,241,382,294,223,186,62,96,122,21,1619
POA3825,43,40,24,45,48,5,9,12,3,228,85,94,52,199,91,34,21,28,4,613,224,104,1012,481,303,137,216,291,62,2825,7,6,15,19,25,15,12,32,6,130,13,6,8,26,15,14,8,16,7,103,6,7,5,4,0,0,0,5,0,25,14,23,19,33,15,23,8,35,24,179,525,924,1165,946,606,266,281,442,106,5263
POA3831,11,4,5,8,9,0,0,6,0,43,3,21,0,18,8,8,4,4,0,67,45,12,92,31,16,11,26,26,4,271,0,0,3,4,4,0,0,5,0,14,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,4,0,11,107,120,117,74,58,28,38,51,10,600
POA3832,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,9,0,9,3,5,5,0,7,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,19,13,19,7,7,6,0,11,0,75
POA3833,3,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,5,0,10,4,5,0,5,5,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,22,13,14,7,3,9,8,9,0,83
POA3835,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,11,9,0,17,11,7,5,5,8,0,62,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,29,29,18,19,14,3,5,10,0,133
POA3840,24,28,20,26,33,3,6,3,3,153,63,60,48,135,61,17,13,20,8,425,122,57,610,285,208,106,180,196,39,1801,10,9,13,12,20,12,6,19,0,101,5,0,9,21,12,16,4,0,0,77,3,3,3,6,4,0,5,7,0,32,4,16,19,24,15,20,17,26,16,156,334,695,784,600,449,199,253,301,81,3701
POA3842,8,8,7,12,10,4,4,0,0,49,23,20,17,46,25,17,6,4,0,147,44,19,168,94,48,32,59,60,9,539,0,3,0,9,3,10,3,3,0,30,10,0,3,6,5,0,5,0,0,29,0,0,0,0,0,0,0,0,0,0,4,4,0,11,0,5,7,4,0,33,123,253,211,211,115,75,85,93,14,1178
POA3844,78,125,53,87,77,14,9,15,12,469,165,210,102,300,220,58,22,40,24,1136,384,188,1494,534,524,217,369,410,66,4174,17,12,23,36,47,27,13,22,5,190,31,11,9,33,45,19,20,21,0,183,11,20,8,5,3,3,3,9,0,65,32,28,23,28,27,15,14,27,19,219,1092,2750,1827,1274,1221,426,475,582,155,9795
POA3847,9,6,4,8,4,0,0,3,0,29,5,9,0,21,10,0,0,5,3,56,35,11,117,44,13,18,29,36,3,312,0,3,0,0,0,4,0,7,5,17,0,0,3,0,6,0,0,0,0,15,0,0,0,0,0,0,0,0,0,6,4,0,5,3,0,4,6,5,5,34,94,111,127,88,46,30,34,68,15,613
POA3850,41,79,21,56,31,10,4,8,8,254,101,88,55,173,95,21,8,14,7,565,172,71,563,298,168,100,94,164,34,1663,7,4,13,16,20,16,3,20,0,108,15,10,11,19,12,12,4,11,0,89,3,0,5,0,6,0,6,3,0,26,21,12,8,11,10,10,4,14,9,102,613,1368,746,718,443,207,137,264,68,4555
POA3851,30,25,13,15,10,3,0,4,0,98,24,33,15,44,18,5,3,7,4,153,122,30,239,86,49,30,52,58,9,683,7,4,3,8,4,3,0,10,0,40,5,0,5,3,3,0,0,4,0,28,0,0,4,0,0,0,0,0,0,4,10,3,8,11,8,0,4,11,8,60,284,329,299,195,122,54,68,104,31,1485
POA3852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,6,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,83,0,9,0,0,0,0,3,149
POA3854,9,0,0,0,3,3,0,0,0,20,7,5,6,9,9,0,0,0,0,36,36,6,107,25,20,10,41,17,6,260,0,0,0,0,0,0,0,0,0,5,3,0,0,5,9,0,0,0,0,19,0,0,0,0,0,0,0,0,0,4,3,6,4,3,4,0,4,4,5,23,75,92,117,55,47,12,47,31,14,489
POA3856,4,5,0,0,3,0,0,0,0,18,0,7,4,11,9,4,0,0,0,28,12,0,79,20,18,6,14,22,0,180,0,0,0,5,4,0,3,0,0,8,0,0,0,0,3,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,6,0,0,13,33,68,87,43,37,16,27,24,0,333
POA3857,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0,0,7,8,0,14,5,4,0,3,3,4,44,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,29,22,11,11,0,6,3,3,102
POA3858,14,3,4,8,3,0,4,0,0,39,14,12,8,14,10,3,5,4,0,77,60,12,115,52,27,16,35,54,8,377,6,3,0,0,0,0,0,0,0,16,0,0,0,8,0,0,5,0,0,17,0,4,0,0,0,0,0,0,0,5,6,0,0,3,3,6,5,4,4,31,144,115,140,103,58,29,49,79,15,725
POA3859,4,3,0,0,3,0,0,4,6,15,5,0,0,5,4,0,0,3,0,15,35,0,46,8,11,6,13,22,0,137,4,4,0,3,0,0,0,5,0,14,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,4,81,56,48,26,19,11,13,39,3,289
POA3860,13,29,15,31,6,3,4,8,0,105,27,26,21,67,21,10,13,14,3,195,98,34,401,144,85,44,111,94,12,1007,0,0,7,13,6,5,4,4,0,49,5,8,5,10,14,5,4,3,0,53,0,0,0,0,0,5,4,0,0,8,16,9,15,9,7,12,4,18,4,85,242,491,482,313,192,78,149,158,26,2141
POA3862,21,7,3,8,10,6,3,0,0,58,24,22,7,40,21,10,4,11,0,133,63,24,200,78,42,18,48,60,10,542,3,0,0,0,8,3,0,5,0,26,10,0,0,9,0,7,0,4,0,31,4,6,0,0,0,0,0,0,0,12,6,5,5,7,3,5,0,0,0,35,177,228,229,184,100,42,58,80,19,1115
POA3864,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,0,7,9,0,11,8,5,0,4,5,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,10,9,6,0,4,6,0,72
POA3865,0,0,0,0,0,0,0,0,0,8,0,7,5,5,0,0,0,4,0,17,5,6,22,8,9,5,0,11,0,67,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,14,27,28,11,7,3,6,23,7,125
POA3869,3,5,3,4,12,0,0,3,0,40,5,11,6,23,15,0,5,0,4,69,23,7,109,40,30,15,30,26,0,281,5,0,0,3,3,0,0,0,0,12,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,0,0,0,0,13,63,130,135,89,75,22,39,36,6,598
POA3870,9,5,3,3,7,3,0,0,0,27,7,7,8,9,8,5,0,0,4,45,6,11,55,18,12,13,17,19,0,158,0,0,0,4,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,5,0,0,6,0,0,4,0,3,17,49,90,70,47,40,23,26,27,14,387
POA3871,10,19,5,8,4,0,0,4,0,52,16,13,8,29,5,9,3,16,0,95,57,21,123,45,39,16,32,36,8,367,8,0,0,3,6,4,0,0,0,19,5,0,0,8,0,0,3,0,0,19,3,0,0,0,0,0,0,0,0,3,3,4,4,10,0,8,0,5,3,35,157,252,155,111,90,36,47,65,18,922
POA3873,0,5,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,6,12,6,15,9,3,0,7,5,0,55,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,16,16,22,17,10,0,11,11,0,103
POA3874,3,4,0,0,0,0,0,0,0,11,3,8,0,6,0,3,0,0,0,18,16,3,18,12,4,3,6,7,0,72,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,42,33,23,25,5,4,3,14,0,151
POA3875,50,73,24,60,56,23,7,17,13,315,93,133,37,179,108,33,13,28,16,641,271,87,745,345,249,170,183,252,36,2333,18,4,16,18,27,16,6,20,0,123,13,13,14,30,24,15,4,18,3,131,3,9,3,11,3,0,0,5,0,37,18,12,23,21,16,12,11,29,16,169,694,1289,908,814,601,309,244,439,99,5393
POA3878,4,5,0,4,5,0,0,0,0,20,9,3,0,9,14,3,0,0,0,32,19,7,48,21,20,13,10,14,0,149,0,0,0,0,3,0,0,4,0,4,0,0,0,8,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,10,57,92,53,52,45,18,12,19,0,352
POA3880,13,22,0,18,9,3,0,0,5,75,12,25,3,34,13,12,0,3,6,112,29,21,124,50,35,31,18,34,6,355,0,0,3,4,3,0,0,5,0,15,10,0,3,9,7,3,3,0,0,28,0,0,0,3,0,0,0,0,0,5,7,5,3,3,7,5,0,6,3,33,119,226,151,149,96,67,28,54,18,904
POA3882,0,5,3,9,5,0,0,0,3,20,5,10,4,13,13,0,0,7,0,50,26,8,61,23,27,13,16,19,3,200,0,0,0,0,6,0,0,0,0,7,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,52,79,73,55,61,16,18,33,14,401
POA3885,8,9,4,9,0,3,4,6,0,38,10,9,7,22,3,3,0,3,0,60,42,13,82,35,21,17,24,23,0,253,4,0,0,4,3,0,0,3,0,16,4,3,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,8,0,8,3,0,5,0,9,8,30,109,116,97,99,44,31,35,40,11,587
POA3886,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,8,6,0,17,8,10,0,8,10,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,13,15,21,13,8,0,12,15,0,102
POA3887,0,3,0,0,0,0,0,0,0,7,0,0,0,6,4,0,0,0,0,10,3,0,12,5,0,0,5,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,12,12,12,5,6,5,8,0,65
POA3888,13,14,11,8,11,0,0,0,0,53,15,16,6,33,15,0,6,9,0,97,62,17,60,49,28,15,29,42,5,311,6,0,0,5,0,3,3,3,0,22,3,0,0,4,4,3,0,0,0,26,4,5,0,0,0,0,0,0,0,7,11,6,0,3,0,6,4,7,3,42,159,191,88,142,79,36,40,74,16,820
POA3889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,13,4,3,3,3,0,0,3,0,31
POA3890,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,5,0,3,3,0,0,9,5,0,27,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,8,9,8,0,3,10,0,61
POA3891,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,0,0,3,0,6,0,30
POA3892,5,6,0,0,0,0,0,0,0,17,9,6,4,9,3,0,0,0,0,29,26,3,38,13,9,7,3,20,0,115,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,0,3,0,17,57,79,55,41,29,13,3,42,0,326
POA3893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,3,0,0,0,0,14
POA3895,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,9,9,0,0,0,5,0,0,0,0,23,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,28,9,7,4,5,0,4,8,6,60
POA3896,3,6,0,0,0,0,0,0,0,8,0,4,0,3,0,0,0,0,0,7,13,0,9,6,4,0,8,0,0,45,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,31,27,10,8,10,0,3,4,9,108
POA3898,0,0,5,3,0,0,0,0,0,15,5,5,0,5,0,5,0,4,0,22,24,4,22,10,7,3,10,13,0,90,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,58,32,29,29,19,7,11,26,3,218
POA3900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,6,0,0,5,0,0,4,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,14,3,0,3,0,4,4,8,0,30
POA3902,3,5,0,0,3,0,0,0,0,5,0,0,0,3,3,0,0,0,0,15,13,0,18,9,0,0,0,3,0,55,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,22,12,24,18,7,0,0,10,0,99
POA3903,0,3,4,0,0,0,0,0,0,13,0,6,4,4,6,0,0,0,0,27,16,5,25,12,11,9,8,10,4,97,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,8,27,42,35,31,30,9,9,18,15,218
POA3904,13,11,10,9,6,0,0,0,0,48,5,3,3,25,15,12,0,3,0,61,32,7,64,20,19,8,18,15,4,178,0,0,3,0,3,0,0,3,0,13,4,5,0,0,0,0,5,0,0,13,0,0,0,0,0,0,0,0,0,3,0,4,0,4,4,0,0,3,3,17,85,130,86,71,64,32,14,37,6,532
POA3909,22,20,15,24,12,0,6,4,0,106,37,41,16,70,22,5,4,21,5,221,103,40,243,138,81,44,50,94,17,817,7,4,5,17,10,9,0,11,4,65,14,11,3,13,7,10,3,15,0,74,0,3,0,0,0,0,0,0,0,9,10,5,10,13,7,15,10,20,12,85,279,398,304,337,183,102,72,175,49,1883
POA3910,76,115,50,101,89,22,24,24,7,511,172,148,143,296,213,70,26,52,20,1142,337,139,1514,411,389,211,228,282,63,3581,11,10,17,25,59,33,16,23,0,186,21,17,29,41,46,19,15,22,0,220,3,8,3,6,12,3,0,5,0,47,8,23,15,33,46,18,8,14,11,186,1007,1975,1866,1131,1103,498,341,465,121,8512
POA3911,17,12,7,11,18,5,0,4,4,76,20,26,14,36,19,7,3,11,0,141,58,16,267,53,52,19,48,54,6,577,6,0,5,0,3,0,0,5,0,23,8,0,0,4,4,0,0,0,0,15,0,0,3,3,0,0,0,0,0,6,4,9,3,0,6,6,0,6,6,34,161,254,323,142,140,54,52,83,19,1232
POA3912,53,82,58,75,64,23,7,8,9,365,99,90,59,164,138,40,15,30,10,648,232,82,1014,279,241,115,133,239,33,2371,9,3,10,21,26,10,9,14,0,99,19,12,19,27,35,8,19,15,0,154,6,12,3,5,5,0,0,3,0,30,16,19,20,28,11,10,13,8,18,144,642,1174,1236,743,661,261,212,343,70,5348
POA3913,26,18,13,18,18,5,6,4,0,99,20,35,17,27,28,11,0,11,0,145,59,30,222,64,49,25,32,53,6,532,4,0,4,6,5,6,0,4,0,22,3,3,3,4,10,6,5,3,0,34,0,4,4,0,0,0,0,0,0,8,7,8,0,6,0,4,0,5,3,27,164,282,277,154,129,57,48,85,9,1211
POA3915,24,31,24,33,27,10,5,9,0,163,51,39,43,107,55,27,11,29,8,377,131,35,521,213,125,55,97,167,24,1375,5,6,9,5,15,12,8,10,0,67,12,8,11,17,17,5,8,8,3,91,0,4,0,0,6,0,0,0,0,13,3,0,13,7,3,3,4,24,9,70,323,434,661,463,300,141,146,283,53,2805
POA3916,11,7,5,0,6,0,0,0,0,21,3,3,3,0,5,3,0,0,0,15,14,5,33,3,3,0,0,13,0,66,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,10,95,126,53,13,29,8,6,14,4,350
POA3918,20,16,11,11,11,5,5,3,0,92,20,14,22,42,19,6,5,8,5,146,61,22,264,85,52,26,38,63,4,615,3,0,3,3,0,8,5,4,0,26,0,3,3,7,9,4,0,4,0,27,0,5,0,0,5,0,0,0,0,10,0,4,4,6,7,5,4,5,7,41,167,284,328,208,129,64,50,92,23,1344
POA3919,8,17,9,12,4,9,0,0,0,58,22,23,22,46,22,11,6,4,0,146,48,13,240,82,49,31,38,54,11,566,0,0,0,4,9,0,5,4,0,22,0,0,5,4,8,0,0,4,0,29,0,0,0,4,0,0,0,0,0,4,4,0,0,3,3,0,4,0,4,25,105,176,279,178,123,54,54,80,23,1068
POA3920,3,0,8,4,0,0,0,0,0,21,4,4,25,18,0,0,0,0,0,57,12,11,150,87,6,5,0,0,0,266,0,3,17,16,0,0,0,0,0,39,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,4,37,51,229,170,6,5,0,3,0,506
POA3921,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,0,0,0,0,0,0,3,37
POA3922,39,44,23,45,29,20,0,13,4,214,49,50,42,73,43,31,4,29,3,316,136,40,347,123,57,90,48,97,19,952,7,0,15,11,14,5,3,14,0,61,15,0,11,17,13,10,5,4,0,81,4,4,0,5,0,6,0,3,0,17,10,10,12,10,9,8,0,14,14,90,413,659,485,391,253,204,57,217,51,2723
POA3923,4,4,0,4,4,0,0,0,0,17,4,6,4,0,6,0,0,3,0,27,18,7,28,6,9,9,6,6,0,74,3,0,0,0,4,0,0,0,0,5,0,0,0,0,0,4,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,55,45,36,17,27,15,6,18,3,214
POA3925,19,24,12,19,7,6,0,4,6,94,32,36,15,40,31,11,4,14,0,178,76,23,179,43,40,28,23,47,11,478,0,0,5,5,10,4,0,0,0,30,6,0,5,5,10,5,7,0,0,25,4,5,0,0,0,0,0,0,0,15,3,3,7,3,7,3,0,10,7,37,236,404,247,186,135,73,42,90,23,1427
POA3926,24,19,5,8,8,7,7,4,4,88,16,20,11,23,21,9,0,3,0,112,53,14,130,21,25,19,11,23,9,308,0,0,0,3,8,0,0,0,0,11,4,0,3,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,7,7,6,3,0,7,0,0,3,5,32,266,390,183,107,108,49,23,55,18,1194
POA3927,19,12,6,9,12,4,0,0,3,61,14,6,9,14,8,4,0,4,0,64,18,5,57,10,13,14,4,16,7,145,0,3,0,0,4,3,0,0,0,10,0,0,0,5,3,0,0,0,0,16,0,4,0,0,0,0,0,0,0,4,0,4,0,6,0,0,0,4,0,15,106,232,92,63,61,37,13,27,8,645
POA3928,4,0,0,0,0,0,0,0,0,5,4,4,0,0,0,0,0,0,0,17,5,0,11,3,0,0,5,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,60,23,9,10,7,5,3,5,173
POA3929,14,5,6,0,3,6,0,3,0,35,4,5,5,3,0,4,0,5,0,22,19,0,9,0,4,0,4,6,0,41,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,3,0,5,3,0,0,0,0,13,97,123,23,18,32,22,3,17,6,346
POA3930,131,124,47,63,95,36,3,14,0,516,149,133,67,103,95,55,9,10,10,641,272,55,511,108,128,90,41,79,21,1309,11,10,9,6,14,10,4,3,0,50,35,23,9,24,32,25,0,5,5,153,16,16,3,8,8,7,0,0,0,56,26,20,3,19,15,13,4,4,25,128,1608,2381,748,500,721,365,78,151,98,6645
POA3931,112,120,61,103,80,46,8,23,4,553,173,161,89,220,154,94,13,43,18,954,345,103,968,309,255,139,91,193,41,2443,17,5,15,21,21,20,7,14,3,129,39,18,29,38,37,19,8,17,0,209,11,12,6,3,10,6,3,6,0,58,24,26,15,24,20,15,4,25,17,184,1305,2266,1283,988,859,435,155,369,104,7766
POA3933,7,3,4,4,9,0,0,0,0,23,3,4,10,7,3,0,0,0,0,32,24,7,51,9,11,4,9,10,5,125,0,3,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,8,91,102,70,22,39,11,11,21,4,372
POA3934,139,133,51,74,81,52,11,14,12,565,154,129,60,156,129,68,17,29,5,756,313,99,731,204,185,122,69,123,37,1874,21,0,8,21,12,10,5,10,0,75,38,16,12,29,27,24,6,13,0,173,16,8,3,3,7,0,0,4,0,43,35,28,23,19,25,13,0,11,15,172,1361,2108,955,719,729,401,117,236,105,6732
POA3936,65,72,39,27,48,34,3,8,15,309,72,64,49,115,67,29,6,19,4,433,195,57,596,146,133,102,65,108,23,1426,17,0,7,12,16,15,0,6,0,73,19,5,14,23,22,13,3,4,0,95,4,3,0,3,0,8,0,0,0,22,14,12,17,18,17,12,8,13,16,120,645,971,784,469,427,262,97,195,76,3913
POA3937,9,18,6,3,5,0,0,0,0,49,19,7,6,3,6,0,0,3,0,40,34,10,36,14,6,6,5,5,0,118,0,0,0,4,0,0,0,0,0,3,7,0,4,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,5,5,7,0,0,4,3,0,0,0,17,165,240,64,47,40,26,8,13,14,623
POA3938,17,17,9,10,12,9,3,6,0,83,18,19,14,16,16,3,3,8,0,104,56,18,157,45,37,22,21,21,3,374,0,0,5,4,8,7,0,0,0,22,0,0,0,0,9,3,0,3,0,23,0,3,0,0,4,0,0,0,0,6,3,8,3,4,3,0,0,0,7,28,165,296,194,108,111,61,31,50,15,1023
