,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Regionname,Propertycount,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size
1333,Brighton East,18 Centre Rd,4,t,1731000.0,SP,Buxton,1/07/2017,10.3,3187,4.0,3.0,2.0,345.0,239.0,2001.0,Bayside City Council,Southern Metropolitan,6938.0,45,3300,1036,600,3400,0.8,2544,2.6
1334,Brighton East,3 Bown Ct,5,h,2000000.0,PI,Hodges,3/06/2017,10.3,3187,5.0,3.0,2.0,645.0,249.0,1990.0,Bayside City Council,Southern Metropolitan,6938.0,45,3300,1036,600,3400,0.8,2544,2.6
1335,Brighton East,17 Florence St,4,h,2100000.0,SP,Nick,17/06/2017,10.3,3187,4.0,3.0,2.0,608.0,306.19,2000.0,Bayside City Council,Southern Metropolitan,6938.0,45,3300,1036,600,3400,0.8,2544,2.6
1336,Brighton East,13 Churchill Ct,4,h,2525000.0,S,Buxton,24/06/2017,10.3,3187,4.0,2.0,2.0,725.0,300.0,2000.0,Bayside City Council,Southern Metropolitan,6938.0,45,3300,1036,600,3400,0.8,2544,2.6
1337,Brighton East,167 Thomas St,3,h,1300000.0,VB,Buxton,24/06/2017,10.3,3187,3.0,1.0,2.0,684.0,77.0,1940.0,Bayside City Council,Southern Metropolitan,6938.0,45,3300,1036,600,3400,0.8,2544,2.6
1338,Brighton East,1C Baird St,3,h,1750800.0,S,Purplebricks,27/05/2017,10.3,3187,3.0,4.0,2.0,424.0,201.0,2012.0,Bayside City Council,Southern Metropolitan,6938.0,45,3300,1036,600,3400,0.8,2544,2.6
1339,Brighton East,15 Wallen St,4,h,1605000.0,S,Buxton,27/05/2017,10.3,3187,4.0,1.0,2.0,606.0,163.0,1948.0,Bayside City Council,Southern Metropolitan,6938.0,45,3300,1036,600,3400,0.8,2544,2.6
1340,Brighton East,1A Wallen St,2,h,1035000.0,SP,Buxton,27/05/2017,10.3,3187,2.0,1.0,1.0,542.0,65.0,1985.0,Bayside City Council,Southern Metropolitan,6938.0,45,3300,1036,600,3400,0.8,2544,2.6
1341,Brighton East,1/3 Gleniffer Av,2,u,585000.0,PI,Buxton,8/07/2017,10.3,3187,2.0,1.0,1.0,0.0,82.0,1950.0,Bayside City Council,Southern Metropolitan,6938.0,45,3300,1036,600,3400,0.8,2544,2.6
1342,Brighton East,90 Thomas St,4,h,1580000.0,PI,Jellis,8/07/2017,10.3,3187,4.0,1.0,2.0,890.0,165.0,1970.0,Bayside City Council,Southern Metropolitan,6938.0,45,3300,1036,600,3400,0.8,2544,2.6
1343,Brighton East,174 South Rd,3,h,1680000.0,SP,Buxton,12/08/2017,10.3,3187,3.0,1.0,2.0,605.0,181.0,1920.0,Bayside City Council,Southern Metropolitan,6938.0,45,3300,1036,600,3400,0.8,2544,2.6
1344,Brighton East,3/87 Thomas St,2,u,890000.0,S,Hodges,12/08/2017,10.3,3187,2.0,1.0,2.0,275.0,106.0,1970.0,Bayside City Council,Southern Metropolitan,6938.0,45,3300,1036,600,3400,0.8,2544,2.6
1345,Brighton East,9 Berkeley Gr,4,h,2515000.0,S,Marshall,3/09/2017,10.3,3187,4.0,2.0,2.0,583.0,323.0,1925.0,Bayside City Council,Southern Metropolitan,6938.0,45,3300,1036,600,3400,0.8,2544,2.6
1346,Brighton East,76 Canberra Gr,3,h,2060000.0,S,Jellis,26/08/2017,10.3,3187,3.0,1.0,3.0,685.0,175.0,1950.0,Bayside City Council,Southern Metropolitan,6938.0,45,3300,1036,600,3400,0.8,2544,2.6
1347,Brighton East,60 Cummins Rd,3,h,1650000.0,SP,Buxton,26/08/2017,10.3,3187,3.0,2.0,2.0,623.0,0.0,1920.0,Bayside City Council,Southern Metropolitan,6938.0,45,3300,1036,600,3400,0.8,2544,2.6
1348,Brighton East,375 South Rd,5,h,1650000.0,SP,Hodges,26/08/2017,10.3,3187,5.0,2.0,5.0,773.0,275.0,1950.0,Bayside City Council,Southern Metropolitan,6938.0,45,3300,1036,600,3400,0.8,2544,2.6
1349,Brighton East,130 Thomas St,3,h,1600000.0,VB,Gary,21/10/2017,10.3,3187,3.0,2.0,3.0,691.0,222.0,1930.0,Bayside City Council,Southern Metropolitan,6938.0,45,3300,1036,600,3400,0.8,2544,2.6
1350,Brighton East,5 Chapman St,5,h,2000000.0,VB,Marshall,28/10/2017,10.3,3187,5.0,2.0,2.0,604.0,239.0,1935.0,Bayside City Council,Southern Metropolitan,6938.0,45,3300,1036,600,3400,0.8,2544,2.6
1351,Brighton East,6 Ratho Av,4,h,2220000.0,S,RT,28/10/2017,10.3,3187,4.0,1.0,2.0,819.0,224.0,1935.0,Bayside City Council,Southern Metropolitan,6938.0,45,3300,1036,600,3400,0.8,2544,2.6
1352,Brighton East,15 Bayview Rd,3,t,950000.0,VB,Buxton,18/11/2017,10.3,3187,3.0,2.0,2.0,217.0,0.0,2000.0,Bayside City Council,Southern Metropolitan,6938.0,45,3300,1036,600,3400,0.8,2544,2.6
1353,Brighton East,26 Billson St,4,h,2800000.0,PI,buyMyplace,18/11/2017,10.3,3187,4.0,3.0,2.0,692.0,335.0,2012.0,Bayside City Council,Southern Metropolitan,6938.0,45,3300,1036,600,3400,0.8,2544,2.6
1354,Brighton East,32 Clive St,2,h,1262000.0,S,Hodges,6/01/2018,10.3,3187,2.0,1.0,2.0,440.0,103.0,1930.0,Bayside City Council,Southern Metropolitan,6938.0,45,3300,1036,600,3400,0.8,2544,2.6
1355,Brighton East,211A Were St,4,h,2100000.0,PI,Buxton,9/12/2017,10.3,3187,4.0,3.0,2.0,600.0,219.0,1950.0,Bayside City Council,Southern Metropolitan,6938.0,45,3300,1036,600,3400,0.8,2544,2.6
1356,Brighton East,21 Cheeseman Av,4,h,1840000.0,S,Marshall,3/03/2018,10.3,3187,4.0,2.0,2.0,612.0,183.0,1930.0,Bayside City Council,Southern Metropolitan,6938.0,45,3300,1036,600,3400,0.8,2544,2.6
1357,Brighton East,43 Regent St,4,h,2070000.0,PI,Marshall,3/03/2018,10.3,3187,4.0,2.0,2.0,602.0,235.0,1950.0,Bayside City Council,Southern Metropolitan,6938.0,45,3300,1036,600,3400,0.8,2544,2.6
1358,Brighton East,9 Cluden St,4,h,2745000.0,S,Nick,17/02/2018,10.3,3187,4.0,2.0,2.0,767.0,176.0,1920.0,Bayside City Council,Southern Metropolitan,6938.0,45,3300,1036,600,3400,0.8,2544,2.6
1359,Brighton East,2 Collis St,3,t,1420000.0,PI,Buxton,17/02/2018,10.3,3187,3.0,2.0,2.0,344.0,206.0,2012.0,Bayside City Council,Southern Metropolitan,6938.0,45,3300,1036,600,3400,0.8,2544,2.6
1360,Brighton East,11 Sunlight Cr,4,h,3300000.0,PI,Nick,17/02/2018,10.3,3187,4.0,4.0,2.0,713.0,361.0,2012.0,Bayside City Council,Southern Metropolitan,6938.0,45,3300,1036,600,3400,0.8,2544,2.6
1361,Brighton East,16 Clonaig St,5,h,2350000.0,VB,Marshall,17/03/2018,10.3,3187,5.0,2.0,3.0,1048.0,249.0,1925.0,Bayside City Council,Southern Metropolitan,6938.0,45,3300,1036,600,3400,0.8,2544,2.6
1362,Brighton East,630 Hawthorn Rd,2,h,1380000.0,S,Woodards,17/03/2018,10.3,3187,2.0,1.0,2.0,619.0,99.0,1920.0,Bayside City Council,Southern Metropolitan,6938.0,45,3300,1036,600,3400,0.8,2544,2.6
1363,Brunswick,234 Victoria St,2,h,1026000.0,S,Nelson,3/09/2016,5.2,3056,2.0,1.0,0.0,225.0,108.0,1905.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1364,Brunswick,9 Blair St,4,h,1802500.0,S,Jellis,3/12/2016,5.2,3056,4.0,3.0,1.0,238.0,93.0,1910.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1365,Brunswick,25 Hardy St,4,h,1500000.0,VB,Nelson,3/12/2016,5.2,3056,4.0,3.0,1.0,365.0,209.0,1890.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1366,Brunswick,29 Stewart St,4,h,2230000.0,S,Nelson,4/03/2017,5.2,3056,4.0,2.0,3.0,851.0,287.0,1940.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1367,Brunswick,11/97 Brickworks Dr,2,u,410000.0,S,Ray,4/06/2016,5.2,3056,2.0,1.0,1.0,0.0,66.0,2000.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1368,Brunswick,9/15 De Carle St,1,u,272500.0,PI,Walshe,4/06/2016,5.2,3056,1.0,1.0,1.0,0.0,40.0,1970.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1369,Brunswick,2/3 Donald St,3,h,680000.0,PI,Nelson,4/06/2016,5.2,3056,3.0,3.0,1.0,81.0,100.0,2016.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1370,Brunswick,3/9 Austin Tce,2,u,400000.0,S,Jellis,6/08/2016,5.2,3056,2.0,1.0,1.0,0.0,61.0,1970.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1371,Brunswick,77 Blyth St,3,h,950000.0,SP,Jellis,6/08/2016,5.2,3056,3.0,1.0,0.0,170.0,96.0,1910.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1372,Brunswick,141 Gold St,2,h,845500.0,S,Nelson,7/05/2016,5.2,3056,2.0,1.0,1.0,179.0,90.0,1890.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1373,Brunswick,3/4 Mitchell St,2,t,605000.0,PI,Jellis,7/05/2016,5.2,3056,2.0,1.0,1.0,0.0,78.0,2009.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1374,Brunswick,9/33 Staley St,2,u,445000.0,S,Walshe,7/05/2016,5.2,3056,2.0,1.0,1.0,0.0,61.0,1975.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1375,Brunswick,1/263 Albion St,2,u,659500.0,S,Walshe,7/11/2016,5.2,3056,2.0,1.0,1.0,100.0,85.0,1970.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1376,Brunswick,6/153 Barkly St,2,u,600000.0,S,Nelson,7/11/2016,5.2,3056,2.0,1.0,1.0,0.0,75.0,2011.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1377,Brunswick,129 Albion St,4,h,1115000.0,PI,Jellis,8/10/2016,5.2,3056,4.0,1.0,0.0,264.0,139.0,1900.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1378,Brunswick,39 Eveline St,3,h,1125000.0,S,Jellis,8/10/2016,5.2,3056,3.0,1.0,1.0,278.0,91.0,1910.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1379,Brunswick,28 Osborne St,3,h,855000.0,S,Nelson,8/10/2016,5.2,3056,3.0,1.0,1.0,229.0,97.0,1930.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1380,Brunswick,16 Thistle St,3,t,940000.0,S,Ray,8/10/2016,5.2,3056,3.0,2.0,1.0,186.0,140.0,2016.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1381,Brunswick,3/38 Charles St,2,t,750000.0,PI,Nelson,10/09/2016,5.2,3056,2.0,2.0,1.0,118.0,88.0,2013.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1382,Brunswick,73 Davies St,2,h,1056000.0,S,Nelson,10/09/2016,5.2,3056,2.0,1.0,1.0,315.0,108.0,1910.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1383,Brunswick,3/5 Evans St,3,u,880000.0,S,Dingle,10/12/2016,5.2,3056,3.0,2.0,1.0,122.0,152.0,2000.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1384,Brunswick,5 MacKenzie St,3,h,1222500.0,S,Nelson,10/12/2016,5.2,3056,3.0,1.0,0.0,331.0,126.0,1890.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1385,Brunswick,87 Hope St,3,t,955000.0,S,Nelson,11/02/2017,5.2,3056,3.0,2.0,2.0,327.0,110.0,2007.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1386,Brunswick,1/32 Donald St,2,u,587000.0,SP,Jellis,12/11/2016,5.2,3056,2.0,1.0,1.0,114.0,65.0,1970.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1387,Brunswick,98 Evans St,3,h,1060000.0,S,Nelson,12/11/2016,5.2,3056,3.0,1.0,0.0,257.0,121.0,1935.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1388,Brunswick,246 Victoria St,2,h,890000.0,S,Jellis,12/11/2016,5.2,3056,2.0,1.0,1.0,199.0,93.0,1900.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1389,Brunswick,2/12 Jones St,2,t,685000.0,SP,Jellis,13/08/2016,5.2,3056,2.0,2.0,1.0,0.0,100.0,2002.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1390,Brunswick,14 Murdock St,3,h,976000.0,S,Jellis,14/05/2016,5.2,3056,3.0,2.0,1.0,240.0,162.0,2005.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1391,Brunswick,8/2 Pottery Ct,3,t,641000.0,SP,RW,14/05/2016,5.2,3056,3.0,2.0,1.0,0.0,112.0,1900.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1392,Brunswick,157 Albion St,2,h,770000.0,S,Nelson,15/10/2016,5.2,3056,2.0,1.0,0.0,152.0,87.0,1910.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1393,Brunswick,6/305 Albion St,1,u,279500.0,S,Walshe,15/10/2016,5.2,3056,1.0,1.0,1.0,0.0,51.0,1970.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1394,Brunswick,177 Barkly St,4,h,1800000.0,VB,Nelson,15/10/2016,5.2,3056,4.0,2.0,3.0,271.0,180.0,1900.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1395,Brunswick,30 Charles St,4,h,1350000.0,S,Nelson,15/10/2016,5.2,3056,4.0,1.0,1.0,370.0,151.0,1940.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1396,Brunswick,113 Glenlyon Rd,4,h,1320000.0,S,Nelson,15/10/2016,5.2,3056,4.0,2.0,1.0,281.0,156.0,1920.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1397,Brunswick,311 Albion St,3,h,825000.0,S,Nelson,16/04/2016,5.2,3056,3.0,1.0,1.0,210.0,130.0,1900.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1398,Brunswick,175 Edward St,3,h,1261000.0,S,Nelson,16/04/2016,5.2,3056,2.0,1.0,1.0,216.0,100.0,1910.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1399,Brunswick,84 Stewart St,3,h,1045000.0,S,Jellis,16/04/2016,5.2,3056,3.0,1.0,2.0,222.0,105.0,1890.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1400,Brunswick,215/1 Dods St,3,u,1044000.0,S,Jellis,16/07/2016,5.2,3056,3.0,1.0,1.0,0.0,85.0,2000.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1401,Brunswick,154 Brunswick Rd,3,h,1050000.0,SP,Nelson,17/09/2016,5.2,3056,3.0,1.0,1.0,239.0,126.0,1910.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1402,Brunswick,2 Chambers St,3,h,1691500.0,S,Nelson,17/09/2016,5.2,3056,3.0,2.0,3.0,470.0,152.0,1920.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1403,Brunswick,54 Davies St,2,h,1075000.0,PI,Jellis,17/09/2016,5.2,3056,2.0,1.0,0.0,311.0,108.0,1930.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1404,Brunswick,23/10 Breese St,2,u,501000.0,S,Nelson,18/03/2017,5.2,3056,2.0,1.0,1.0,1140.0,80.0,2010.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1405,Brunswick,393A Brunswick Rd,3,h,1260000.0,S,Rendina,18/03/2017,5.2,3056,3.0,1.0,6.0,563.0,98.0,1960.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1406,Brunswick,52 Evans St,3,h,1650000.0,S,Nelson,18/03/2017,5.2,3056,3.0,1.0,2.0,495.0,141.0,1920.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1407,Brunswick,8/705 Park St,2,u,601000.0,S,Brad,18/03/2017,5.2,3056,2.0,1.0,1.0,0.0,57.0,1970.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1408,Brunswick,17 Sutherland St,2,h,1015000.0,S,Nelson,18/03/2017,5.2,3056,2.0,1.0,0.0,453.0,86.0,1920.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1409,Brunswick,3 Ballarat St,1,t,625000.0,PI,Jellis,18/06/2016,5.2,3056,1.0,1.0,1.0,82.0,114.0,1930.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1410,Brunswick,5 Black St,3,h,1700000.0,S,Collins,18/06/2016,5.2,3056,3.0,2.0,1.0,0.0,195.0,1945.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1411,Brunswick,11/68 De Carle St,2,u,435000.0,SP,Jellis,18/06/2016,5.2,3056,2.0,1.0,1.0,0.0,57.0,1973.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1412,Brunswick,222 Barkly St,5,h,2500000.0,S,Jellis,19/11/2016,5.2,3056,5.0,2.0,2.0,555.0,266.0,1890.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1413,Brunswick,105 Dawson St,2,h,860000.0,PI,Jellis,19/11/2016,5.2,3056,2.0,1.0,1.0,298.0,88.0,1910.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1414,Brunswick,10/66 De Carle St,2,u,491000.0,S,Jellis,19/11/2016,5.2,3056,2.0,1.0,1.0,1080.0,66.0,1960.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1415,Brunswick,5 Hanover St,3,h,985000.0,S,Jellis,22/05/2016,5.2,3056,3.0,1.0,2.0,384.0,89.0,1940.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1416,Brunswick,64 Hanover St,3,h,1250000.0,S,Ray,22/05/2016,5.2,3056,3.0,1.0,1.0,483.0,162.0,1890.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1417,Brunswick,8/2 Pottery Ct,3,t,641000.0,SP,RW,22/05/2016,5.2,3056,3.0,2.0,1.0,0.0,112.0,1900.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1418,Brunswick,58 Cassels Rd,3,h,860000.0,S,Ray,22/08/2016,5.2,3056,3.0,1.0,1.0,184.0,104.0,1890.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1419,Brunswick,35 Percy St,2,h,705000.0,S,Chambers,23/04/2016,5.2,3056,2.0,1.0,1.0,161.0,68.0,1910.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1420,Brunswick,270 Albion St,3,h,880000.0,S,Nelson,24/09/2016,5.2,3056,3.0,1.0,1.0,264.0,117.0,1915.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1421,Brunswick,2/18 De Carle St,2,t,754000.0,S,Nelson,24/09/2016,5.2,3056,2.0,2.0,1.0,177.0,105.0,2000.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1422,Brunswick,5/6 Pottery Ct,2,u,590000.0,S,Woodards,24/09/2016,5.2,3056,2.0,1.0,1.0,0.0,74.0,2004.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1423,Brunswick,2/6 Sydney Rd,2,u,575000.0,S,Nelson,24/09/2016,5.2,3056,2.0,1.0,1.0,0.0,66.0,1950.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1424,Brunswick,28 Frederick St,3,h,1510000.0,S,Nelson,25/02/2017,5.2,3056,3.0,1.0,0.0,325.0,150.0,1920.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1425,Brunswick,3/30 Heller St,2,t,801000.0,S,Jellis,25/02/2017,5.2,3056,2.0,2.0,1.0,156.0,87.0,2007.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1426,Brunswick,32 Lobb St,3,t,820000.0,SP,Jellis,25/02/2017,5.2,3056,3.0,2.0,2.0,4668.0,126.0,2011.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1427,Brunswick,10/285 Brunswick Rd,1,u,370000.0,S,Jellis,26/07/2016,5.2,3056,1.0,1.0,1.0,540.0,45.0,1970.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1428,Brunswick,4 Frederick St,3,h,1170000.0,S,Nelson,26/07/2016,5.2,3056,3.0,1.0,0.0,285.0,104.0,1890.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1429,Brunswick,4 Bell St,4,h,1790000.0,S,Ray,27/06/2016,5.2,3056,3.0,1.0,1.0,416.0,129.0,1920.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1430,Brunswick,2/123 Brunswick Rd,3,t,640000.0,PI,Walshe,27/06/2016,5.2,3056,3.0,2.0,1.0,110.0,118.0,2000.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1431,Brunswick,36 Charles St,4,h,1875000.0,S,Jellis,27/06/2016,5.2,3056,4.0,2.0,2.0,657.0,207.0,1958.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1432,Brunswick,7 Garnet St,3,h,1053000.0,S,Ray,27/06/2016,5.2,3056,3.0,1.0,1.0,343.0,1041.0,1925.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1433,Brunswick,11 William St,3,t,705000.0,PI,Nelson,27/06/2016,5.2,3056,2.0,1.0,1.0,55.0,111.0,2012.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1434,Brunswick,7 Hall St,4,h,1217000.0,S,Walshe,27/11/2016,5.2,3056,4.0,1.0,0.0,363.0,127.0,1920.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1435,Brunswick,7 Louisa St,3,h,1020000.0,SP,Jellis,27/11/2016,5.2,3056,3.0,1.0,3.0,308.0,119.0,1943.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1436,Brunswick,26 Warburton St,3,h,1340000.0,S,Nelson,27/11/2016,5.2,3056,3.0,1.0,1.0,316.0,132.0,1910.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1437,Brunswick,11 Denman St,4,h,1410000.0,PI,Jellis,28/05/2016,5.2,3056,4.0,2.0,1.0,460.0,214.0,1916.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1438,Brunswick,19 Horne St,3,h,1550000.0,S,Nelson,28/05/2016,5.2,3056,3.0,1.0,1.0,346.0,126.0,1900.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1439,Brunswick,30 Lobb St,3,h,740000.0,PI,Nelson,28/05/2016,5.2,3056,3.0,2.0,1.0,4676.0,122.0,2010.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1440,Brunswick,2/22 Saxon St,2,u,592500.0,S,Nelson,28/05/2016,5.2,3056,2.0,1.0,2.0,0.0,89.0,2002.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1441,Brunswick,11/6 Sydney Rd,1,u,370000.0,S,Nelson,28/05/2016,5.2,3056,1.0,1.0,1.0,0.0,54.0,1965.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1442,Brunswick,46 Tinning St,2,h,765000.0,S,Nelson,28/05/2016,5.2,3056,2.0,1.0,1.0,199.0,120.0,1880.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1443,Brunswick,10 Cliff St,1,h,772000.0,SP,Collins,28/08/2016,5.2,3056,1.0,1.0,1.0,147.0,82.0,1890.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1444,Brunswick,69 Glenlyon Rd,3,h,1210000.0,S,Nelson,28/08/2016,5.2,3056,3.0,2.0,1.0,280.0,130.0,1890.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1445,Brunswick,25 Gray St,4,h,1755000.0,S,Jellis,28/08/2016,5.2,3056,4.0,2.0,1.0,354.0,199.0,1910.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
1446,Brunswick,411 Barkly St,2,h,945000.0,S,Jellis,30/07/2016,5.2,3056,2.0,1.0,2.0,246.0,103.0,1910.0,Moreland City Council,Northern Metropolitan,11918.0,34,2156,1086,441,2807,0.9,2095,2.1
