POA_CODE_2021,COB_Aus_Arth,COB_Aus_Asth,COB_Aus_Canc_rem,COB_Aus_Dem_Alzh,COB_Aus_Dia_ges_dia,COB_Aus_HD_HA_ang,COB_Aus_Kid_dis,COB_Aus_LC_COPD_emph,COB_Aus_MHC_dep_anx,COB_Aus_Stroke,COB_Aus_oth_LTHC,COB_Aus_no_LTHC,COB_AUS_LTHC_NS,COB_Aus_Tot,COB_Bo_Ocea_Ant_Arth,COB_Bo_Ocea_Ant_Asth,COB_Bo_Ocea_Ant_Can_rem,COB_Bo_Ocea_Ant_Dem_Alzh,COB_Bo_Ocea_Ant_Dia_ges_dia,COB_Bo_Ocea_Ant_HD_HA_ang,COB_Bo_Ocea_Ant_Kid_dis,COB_Bo_Ocea_Ant_LC_COPD_emph,COB_Bo_Ocea_Ant_MHC_dep_anx,COB_Bo_Ocea_Ant_Stroke,COB_Bo_Ocea_Ant_oth_LTHC,COB_Bo_Ocea_Ant_no_LTHC,COB_Bo_Ocea_Ant_LTHC_NS,COB_Bo_Ocea_Ant_Tot,COB_Bo_UK_CI_IM_Arth,COB_Bo_UK_CI_IM_Asth,COB_Bo_UK_CI_IM_Can_rem,COB_Bo_UK_CI_IM_Dem_Alzh,COB_Bo_UK_CI_IM_Dia_ges_dia,COB_Bo_UK_CI_IM_HD_HA_ang,COB_Bo_UK_CI_IM_Kid_dis,COB_Bo_UK_CI_IM_LC_COPD_emph,COB_Bo_UK_CI_IM_MHC_dep_anx,COB_Bo_UK_CI_IM_Stroke,COB_Bo_UK_CI_IM_oth_LTHC,COB_Bo_UK_CI_IM_no_LTHC,COB_Bo_UK_CI_IM_LTHC_NS,COB_Bo_UK_CI_IM_Tot,COB_Bo_NW_Eu_Arth,COB_Bo_NW_Eu_Asth,COB_Bo_NW_Eu_Can_rem,COB_Bo_NW_Eu_Dem_Alzh,COB_Bo_NW_Eu_Dia_ges_dia,COB_Bo_NW_Eu_HD_HA_ang,COB_Bo_NW_Eu_Kid_dis,COB_Bo_NW_Eu_LC_COPD_emph,COB_Bo_NW_Eu__MHC_Dep_anx,COB_Bo_NW_Eu_Stroke,COB_Bo_NW_Eu_oth_LTHC,COB_Bo_NW_Eu_no_LTHC,COB_Bo_NW_Eu_LTHC_NS,COB_Bo_NW_Eu_Tot,COB_Bo_SE_Eu_Asth,COB_Bo_SE_Eu_Arth,COB_Bo_SE_Eu_Can_rem,COB_Bo_SE_Eu_Dem_Alzh,COB_Bo_SE_Eu_Dia_ges_dia,COB_Bo_SE_Eu_HD_HA_ang,COB_Bo_SE_Eu_Kid_dis,COB_Bo_SE_Eu_LC_COPD_emph,COB_Bo_SE_Eu_MHC_Dep_anx,COB_Bo_SE_Eu_Stroke,COB_Bo_SE_Eu_oth_LTHC,COB_Bo_SE_Eu_no_LTHC,COB_Bo_SE_Eu_LTHC_NS,COB_Bo_SE_Eu_Tot,COB_Bo_NA_ME_Asth,COB_Bo_NA_ME_Arth,COB_Bo_NA_ME_Can_rem,COB_Bo_NA_ME_Dem_Alzh,COB_Bo_NA_ME_Dia_ges_dia,COB_Bo_NA_ME_HD_HA_ang,COB_Bo_NA_ME_Kid_dis,COB_Bo_NA_ME_LC_COPD_emph,COB_Bo_NA_ME_MHC_Dep_anx,COB_Bo_NA_ME_Stroke,COB_Bo_NA_ME_oth_LTHC,COB_Bo_NA_ME_no_LTHC,COB_Bo_NA_ME_LTHC_NS,COB_Bo_NA_ME_Tot,COB_Bo_SE_Asia_Arth,COB_Bo_SE_Asia_Asth,COB_Bo_SE_Asia_Can_rem,COB_Bo_SE_Asia_Dem_Alzh,COB_Bo_SE_Asia_Dia_ges_dia,COB_Bo_SE_Asia_HD_HA_ang,COB_Bo_SE_Asia_Kid_dis,COB_Bo_SE_Asia_LC_COPD_emph,COB_Bo_SE_Asia_MHC_Dep_anx,COB_Bo_SE_Asia_Stroke,COB_Bo_SE_Asia_oth_LTHC,COB_Bo_SE_Asia_no_LTHC,COB_Bo_SE_Asia_LTHC_NS,COB_Bo_SE_Asia_Tot,COB_Bo_NE_Asia_Arth,COB_Bo_NE_Asia_Asth,COB_Bo_NE_Asia_Can_rem,COB_Bo_NE_Asia_Dem_Alzh,COB_Bo_NE_Asia_Dia_ges_dia,COB_Bo_NE_Asia_HD_HA_ang,COB_Bo_NE_Asia_Kid_dis,COB_Bo_NE_Asia_LC_COPD_emph,COB_Bo_NE_Asia_MHC_Dep_anx,COB_Bo_NE_Asia_Stroke,COB_Bo_NE_Asia_oth_LTHC,COB_Bo_NE_Asia_no_LTHC,COB_Bo_NE_Asia_LTHC_NS,COB_Bo_NE_Asia_Tot,COB_Bo_SC_Asia_Arth,COB_Bo_SC_Asia_Asth,COB_Bo_SC_Asia_Can_rem,COB_Bo_SC_Asia_Dem_Alzh,COB_Bo_SC_Asia_Dia_ges_dia,COB_Bo_SC_Asia_HD_HA_ang,COB_Bo_SC_Asia_Kid_dis,COB_Bo_SC_Asia_LC_COPD_emph,COB_Bo_SC_Asia_MHC_Dep_anx,COB_Bo_SC_Asia_Stroke,COB_Bo_SC_Asia_oth_LTHC,COB_Bo_SC_Asia_no_LTHC,COB_Bo_SC_Asia_LTHC_NS,COB_Bo_SC_Asia_Tot,COB_Bo_Amer_Arth,COB_Bo_Amer_Asth,COB_Bo_Amer_Can_rem,COB_Bo_Amer_Dem_Alzh,COB_Bo_Amer_Dia_ges_dia,COB_Bo_Amer_HD_HA_ang,COB_Bo_Amer_Kid_dis,COB_Bo_Amer_LC_COPD_emph,COB_Bo_Amer_MHC_Dep_anx,COB_Bo_Amer_Stroke,COB_Bo_Amer_oth_LTHC,COB_Bo_Amer_no_LTHC,COB_Bo_Amer_LTHC_NS,COB_Bo_Amer_Tot,COB_Bo_SS_Afr_Arth,COB_Bo_SS_Afr_Asth,COB_Bo_SS_Afr_Can_rem,COB_Bo_SS_Afr_Dem_Alzh,COB_Bo_SS_Afr_Dia_ges_dia,COB_Bo_SS_Afr_HD_HA_ang,COB_Bo_SS_Afr_Kid_dis,COB_Bo_SS_Afr_LC_COPD_emph,COB_Bo_SS_Afr_MHC_Dep_anx,COB_Bo_SS_Afr_Stroke,COB_Bo_SS_Afr_oth_LTHC,COB_Bo_SS_Afr_no_LTHC,COB_Bo_SS_Afr_LTHC_NS,COB_Bo_SS_Afr_Tot,COB_Bo_Tot_ob_Arth,COB_Bo_Tot_ob_Asth,COB_Bo_Tot_ob_Can_rem,COB_Bo_Tot_ob_Dem_Alzh,COB_Bo_Tot_ob_Dia_ges_dia,COB_Bo_Tot_ob_HD_HA_ang,COB_Bo_Tot_ob_Kid_dis,COB_Bo_Tot_ob_LC_COPD_emph,COB_Bo_Tot_ob_MHC_Dep_anx,COB_Bo_Tot_ob_Stroke,COB_Bo_Tot_ob_oth_LTHC,COB_Bo_Tot_ob_no_LTHC,COB_Bo_Tot_ob_LTHC_NS,COB_Bo_Tot_ob_Tot,COB_COB_NS_Arth,COB_COB_NS_Asth,COB_COB_NS_Can_rem,COB_COB_NS_Dem_Alzh,COB_COB_NS_Dia_ges_dia,COB_COB_NS_HD_HA_ang,COB_COB_NS_Kid_dis,COB_COB_NS_LC_COPD_emph,COB_COB_NS__MHC_Dep_anx,COB_COB_NS_Stroke,COB_COB_NS_oth_LTHC,COB_COB_NS_no_LTHC,COB_COB_NS_LTHC_NS,COB_COB_NS_Tot,COB_Tot_Arth,COB_Tot_Asth,COB_Tot_Can_rem,COB_Tot_Dem_Alzh,COB_Tot_Dia_ges_dia,COB_Tot_HD_HA_ang,COB_Tot_Kid_dis,COB_Tot_LC_COPD_emph,COB_Tot_MHC_Dep_anx,COB_Tot_Stroke,COB_Tot_oth_LTHC,COB_Tot_no_LTHC,COB_Tot_LTHC_NS,COB_Tot_Tot,LFS_Emp_Arth,LFS_Emp_Asth,LFS_Emp_Can_rem,LFS_Emp_Dem_Alzh
POA3468,26,20,8,0,13,10,5,10,35,4,15,116,8,209,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,3,0,0,3,0,0,3,5,0,14,4,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,3,0,7,3,0,6,0,0,8,13,0,37,0,0,4,0,3,0,0,0,0,0,0,0,14,25,42,19,11,0,18,12,5,20,36,4,20,133,20,267,11,7,3,0
POA3469,44,20,8,0,14,12,0,8,21,4,15,85,9,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,5,12,0,22,4,0,0,0,0,0,0,0,0,0,0,0,54,62,52,15,12,0,10,16,0,12,27,3,18,102,62,269,14,12,4,0
POA3472,241,158,52,17,101,91,16,62,203,34,138,545,21,1161,3,4,0,0,0,0,0,0,3,4,3,6,0,20,34,7,9,0,11,8,0,9,9,3,14,37,0,103,12,0,0,0,4,3,4,5,0,0,4,11,5,32,0,4,3,0,0,4,0,0,0,0,0,11,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,16,16,6,25,23,3,16,19,12,23,79,7,193,7,0,0,0,3,0,0,3,5,4,9,20,99,139,309,173,69,20,125,111,19,85,226,43,165,640,133,1492,51,42,18,0
POA3475,54,32,16,0,23,17,8,6,32,5,30,134,16,291,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,3,5,0,16,0,0,0,0,6,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,0,0,0,3,3,0,0,4,0,3,18,0,32,0,0,0,0,0,0,0,0,0,0,0,6,37,46,64,36,16,4,31,27,8,11,36,4,33,160,49,373,13,11,4,0
POA3477,85,80,33,4,34,33,3,17,65,15,66,400,25,679,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,5,0,0,6,0,4,4,0,5,9,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,9,0,10,5,0,4,3,3,3,31,4,60,0,4,4,0,0,0,0,5,0,0,0,9,65,82,100,82,46,4,46,45,3,26,64,18,69,435,89,817,36,37,8,0
POA3478,341,226,123,20,162,126,35,94,284,27,216,1088,105,2189,0,0,0,0,0,0,0,4,0,0,0,16,0,20,16,8,4,0,9,6,4,3,11,0,7,16,0,61,10,0,3,0,0,5,0,0,0,0,0,10,0,24,0,0,0,0,5,4,3,0,0,0,0,9,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,4,0,0,0,0,0,0,24,5,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,5,0,3,0,0,5,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,11,14,3,24,21,5,9,16,3,22,90,4,177,18,10,10,0,5,8,0,3,9,0,5,20,154,214,395,247,146,22,190,148,43,105,300,31,245,1203,267,2584,88,94,29,0
POA3480,229,177,76,29,109,112,27,48,153,19,119,801,50,1503,3,0,0,0,3,6,0,0,4,0,0,9,0,19,5,4,3,0,10,4,0,5,8,0,3,9,0,34,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,17,4,24,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,14,3,20,0,0,0,0,0,0,0,0,6,0,4,4,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,5,18,3,6,0,19,10,7,9,16,0,17,65,10,126,6,3,0,5,7,9,0,3,3,0,0,20,131,176,253,187,82,32,136,127,35,56,173,20,135,891,191,1805,69,84,32,0
POA3482,23,23,11,0,15,7,0,6,26,3,9,66,7,139,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,4,0,0,0,5,0,0,0,6,0,0,12,0,18,0,0,0,0,0,0,0,0,4,0,0,0,45,46,27,22,10,0,22,14,5,6,27,3,9,76,52,207,6,4,4,0
POA3483,96,74,29,5,40,35,3,12,64,6,60,464,20,757,3,3,0,0,0,0,0,0,0,0,0,8,0,15,5,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,6,0,7,4,0,0,4,0,0,41,0,56,7,0,0,0,0,0,0,0,0,0,0,6,58,63,103,73,33,10,45,41,3,14,65,4,60,509,79,882,35,43,13,0
POA3485,45,32,9,0,16,19,6,8,25,0,25,120,9,229,4,7,0,0,3,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,4,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,0,4,3,0,6,4,0,6,9,0,30,4,0,0,0,0,0,0,0,0,0,0,0,28,34,55,41,11,0,26,25,6,6,31,0,35,126,35,291,16,14,0,0
POA3487,11,10,4,0,6,5,0,0,7,0,7,42,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,8,14,9,11,4,0,6,5,0,5,7,0,7,45,8,82,3,8,0,0
POA3488,7,11,0,0,7,6,0,4,15,0,7,35,5,75,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,12,9,11,4,0,7,4,0,0,16,0,8,38,8,89,5,7,0,0
POA3489,7,3,0,0,0,0,0,0,0,0,0,40,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,4,0,0,0,6,0,0,45,3,62,0,4,0,0
POA3490,134,114,56,18,76,70,17,22,98,16,86,583,45,1075,3,4,0,0,3,0,0,0,3,0,4,7,0,12,0,0,0,0,0,0,0,0,0,0,3,5,0,15,3,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,9,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,20,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,7,0,0,3,3,0,11,45,7,73,3,6,0,0,5,3,0,0,3,0,0,20,110,145,144,124,60,19,87,76,16,25,101,17,96,648,167,1292,34,57,16,0
POA3491,16,10,6,0,8,9,0,0,11,0,14,84,8,124,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,9,0,0,0,0,0,0,0,0,0,0,0,3,9,14,16,10,4,0,8,9,0,0,11,0,14,85,22,149,6,3,3,0
POA3494,41,53,10,3,21,33,10,9,39,3,31,250,22,431,0,0,0,0,3,0,0,0,0,0,4,56,15,84,0,0,3,0,0,0,0,0,4,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,10,3,15,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,12,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,4,0,9,0,6,0,3,0,6,101,19,136,4,0,0,0,0,0,0,0,0,0,0,8,58,73,45,58,18,3,29,38,6,5,43,8,35,363,93,641,17,34,9,0
POA3496,560,671,148,45,282,282,70,136,633,58,508,2999,197,5296,9,3,0,0,0,3,0,0,3,0,3,29,0,52,17,8,11,0,8,8,0,5,14,0,17,44,6,94,8,4,8,0,3,3,0,5,4,0,6,21,0,44,22,6,3,4,17,15,0,0,9,4,16,29,4,69,7,0,0,0,5,0,0,0,8,0,0,22,0,34,3,9,0,0,8,0,0,0,7,0,0,136,6,160,0,0,0,0,0,0,0,0,0,0,0,26,0,32,0,0,0,0,0,0,0,0,0,0,4,44,0,53,0,0,0,0,0,0,0,0,3,0,0,6,0,15,0,0,0,0,0,0,0,0,5,0,4,23,0,29,63,33,24,9,47,35,10,9,49,8,51,382,11,581,33,14,10,0,15,18,5,9,9,0,12,57,474,591,656,723,183,48,347,329,74,159,693,68,568,3441,683,6464,198,312,59,0
POA3498,440,505,150,15,202,182,47,58,390,36,318,3061,224,4884,9,0,3,0,0,0,0,0,5,0,0,54,0,64,17,4,9,0,10,10,0,0,10,4,9,26,5,72,3,0,0,0,3,3,0,3,3,4,9,14,0,32,42,13,9,5,20,16,0,5,7,3,11,58,3,137,6,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,5,3,0,0,0,0,0,134,4,145,0,0,0,0,0,0,0,0,0,0,0,26,0,30,0,0,0,0,0,0,0,0,0,0,0,27,0,37,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,8,0,7,77,24,22,6,39,32,10,16,26,6,33,354,15,538,20,13,3,0,8,12,9,13,11,0,11,41,463,557,544,541,180,26,250,238,65,84,429,48,362,3457,701,5977,188,287,76,6
POA3500,2790,3109,903,208,1505,1356,347,660,3310,319,2285,14487,1174,26004,42,41,3,3,67,29,5,8,33,9,42,412,18,611,127,61,48,14,63,55,23,36,72,18,75,246,20,570,35,15,11,3,13,24,11,3,12,8,21,103,11,198,168,55,36,29,127,90,29,25,58,28,98,195,28,632,41,17,11,3,56,27,10,3,64,16,41,202,10,382,26,53,9,4,52,15,7,3,33,8,58,1464,76,1730,3,0,0,0,9,3,0,0,6,0,8,385,9,425,12,9,3,0,51,13,3,0,19,6,47,825,38,989,15,7,4,0,11,7,0,0,15,0,10,63,3,98,4,13,0,0,17,11,4,0,9,0,13,254,9,312,476,277,130,59,458,263,95,93,321,86,413,4138,227,5952,91,48,23,8,60,54,18,24,60,8,36,186,2192,2614,3357,3433,1054,266,2028,1675,454,771,3695,412,2730,18813,3597,34565,827,1498,276,7
POA3501,143,186,62,3,77,75,14,28,133,4,108,1257,61,1886,0,0,0,0,0,0,0,0,0,0,0,11,0,13,10,0,0,0,0,5,0,0,7,0,0,25,0,33,0,0,0,0,0,0,0,0,0,0,0,11,0,15,8,3,0,0,6,4,0,0,0,0,3,6,0,24,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,15,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,13,16,10,6,3,9,11,0,4,6,0,14,75,0,130,7,6,3,0,0,0,0,0,4,0,0,20,92,127,161,195,66,4,90,85,14,31,142,6,126,1356,161,2146,73,98,20,0
POA3505,493,498,139,43,232,224,68,114,459,53,358,2377,153,4167,9,7,3,0,4,4,3,4,5,0,6,24,0,42,20,12,9,6,9,10,0,11,9,3,13,18,3,64,10,5,0,0,4,4,0,3,0,0,6,10,3,27,12,5,0,0,4,3,0,0,9,9,5,22,4,52,0,0,0,0,0,0,0,0,0,0,0,6,0,11,6,0,0,0,9,0,0,0,0,0,3,48,3,67,0,0,0,0,0,0,0,0,0,0,0,6,3,11,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,0,4,0,0,11,0,12,55,30,15,3,26,25,8,18,29,9,34,155,16,311,23,13,11,0,8,9,0,4,6,0,11,57,428,538,565,546,162,43,272,251,77,137,488,55,401,2591,600,5010,193,250,57,3
POA3506,4,7,4,0,0,5,0,0,0,0,0,18,5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,7,4,0,0,5,0,0,0,0,0,20,8,33,4,0,0,0
POA3507,11,16,9,0,8,11,0,0,19,7,16,69,8,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,33,37,11,16,9,0,8,6,0,3,17,7,16,73,42,171,5,5,4,0
POA3509,20,27,8,0,11,12,5,6,15,3,13,118,7,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,20,29,18,30,11,0,11,8,5,3,20,3,13,129,25,228,6,15,7,0
