POA_CODE_2021,D_0_4_FPEFT_MPEFT,D_0_4_FPEFT_MPEPT,D_0_4_FPEFT_MPEAW,D_0_4_FPEFT_MPEHNS,D_0_4_FPEFT_MPET,D_0_4_FPEFT_MPULFTW,D_0_4_FPEFT_MPULPTW,D_0_4_FPEFT_MPUT,D_0_4_FPEFT_MPTLF,D_0_4_FPEFT_MPNLF,D_0_4_FPEFT_MPLFSNS,D_0_4_FPEFT_T,D_0_4_FPEPT_MPEFT,D_0_4_FPEPT_MPEPT,D_0_4_FPEPT_MPEAW,D_0_4_FPEPT_MPEHNS,D_0_4_FPEPT_MPET,D_0_4_FPEPT_MPULFTW,D_0_4_FPEPT_MPULPTW,D_0_4_FPEPT_MPUT,D_0_4_FPEPT_MPTLF,D_0_4_FPEPT_MPNLF,D_0_4_FPEPT_MPLFSNS,D_0_4_FPEPT_T,D_0_4_FPEAW_MPEFT,D_0_4_FPEAW_MPEPT,D_0_4_FPEAW_MPEAW,D_0_4_FPEAW_MPEHNS,D_0_4_FPEAW_MPET,D_0_4_FPEAW_MPULFTW,D_0_4_FPEAW_MPULPTW,D_0_4_FPEAW_MPUT,D_0_4_FPEAW_MPTLF,D_0_4_FPEAW_MPNLF,D_0_4_FPEAW_MPLFSNS,D_0_4_FPEAW_T,D_0_4_FPHNS_MPEFT,D_0_4_FPHNS_MPEPT,D_0_4_FPHNS_MPEAW,D_0_4_FPHNS_MPEHNS,D_0_4_FPHNS_MPET,D_0_4_FPHNS_MPULFTW,D_0_4_FPHNS_MPULPTW,D_0_4_FPHNS_MPUT,D_0_4_FPHNS_MPTLF,D_0_4_FPHNS_MPNLF,D_0_4_FPHNS_MPLFSNS,D_0_4_FPHNS_T,D_0_4_FPET_MPEFT,D_0_4_FPET_MPEPT,D_0_4_FPET_MPEAW,D_0_4_FPET_MPEHNS,D_0_4_FPET_MPET,D_0_4_FPET_MPULFTW,D_0_4_FPET_MPULPTW,D_0_4_FPET_MPUT,D_0_4_FPET_MPTLF,D_0_4_FPET_MPNLF,D_0_4_FPET_MPLFSNS,D_0_4_FPET_T,D_0_4_FPULFTW_MPEFT,D_0_4_FPULFTW_MPEPT,D_0_4_FPULFTW_MP_EAW,D_0_4_FPULFTW_MP_E_HW_NS,D_0_4_FPULFTW_MPET,D_0_4_FPULFTW_MPULFTW,D_0_4_FPULFTW_MPULPTW,D_0_4_FPULFTW_MPUT,D_0_4_FPULFTW_MPTLF,D_0_4_FPULFTW_MPNLF,D_0_4_FPULFTW_MPLFSNS,D_0_4_FPULFTW_T,D_0_4_FPULPTW_MPEFT,D_0_4_FPULPTW_MPEPT,D_0_4_FPULPTW_MPEAW,D_0_4_FPULPTW_MPEm_HW_NS,D_0_4_FPULPTW_MPET,D_0_4_FPULPTW_MPULFTW,D_0_4_FPULPTW_MPULPTW,D_0_4_FPULPTW_MPUT,D_0_4_FPULPTW_MPTLF,D_0_4_FPULPTW_MPNLF,D_0_4_FPULPTW_MPLFSNS,D_0_4_FPULPTW_T,D_0_4_FPUT_MPEFT,D_0_4_FPUT_MPEPT,D_0_4_FPUT_MPEAW,D_0_4_FPUT_MP_E_HNS,D_0_4_FPUT_MPET,D_0_4_FPUT_MPULFTW,D_0_4_FPUT_MPULPTW,D_0_4_FPUT_MPUT,D_0_4_FPUT_MPTLF,D_0_4_FPUT_MPNLF,D_0_4_FPUT_MPLFSNS,D_0_4_FPUT_T,D_0_4_FPTLF_MPEFT,D_0_4_FPTLF_MPEPT,D_0_4_FPTLF_MPEAW,D_0_4_FPTLF_MPEHNS,D_0_4_FPTLF_MPET,D_0_4_FPTLF_MPULFTW,D_0_4_FPTLF_MPULPTW,D_0_4_FPTLF_MPUT,D_0_4_FPTLF_MPTLF,D_0_4_FPTLF_MPNLF,D_0_4_FPTLF_MPLFSNS,D_0_4_FPTLF_T,D_0_4_FPNLF_MPEFT,D_0_4_FPNLF_MPEPT,D_0_4_FPNLF_MPEAW,D_0_4_FPNLF_MP_E_HNS,D_0_4_FPNLF_MPET,D_0_4_FPNLF_MPUEmpLfFTW,D_0_4_FPNLF_MPUEmpLfPTW,D_0_4_FPNLF_MPUT,D_0_4_FPNLF_MPTLF,D_0_4_FPNLF_MPNLF,D_0_4_FPNLF_MPLFSNS,D_0_4_FPNLF_T,D_0_4_FPLFSNS_MPEFT,D_0_4_FPLFSNS_MPEPT,D_0_4_FPLFSNS_MPEAW,D_0_4_FPLFSNS_MP_E_HNS,D_0_4_FPLFSNS_MPET,D_0_4_FPLFSNS_MPULFTW,D_0_4_FPLFSNS_MPULPTW,D_0_4_FPLFSNS_MPUT,D_0_4_FPLFSNS_MPTLF,D_0_4_FPLFSNS_MPNLF,D_0_4_FPLFSNS_MPLFSNS,D_0_4_FPLFSNS_T,D_0_4_FPT_MPEFT,D_0_4_FPT_MPEPT,D_0_4_FPT_MPEAW,D_0_4_FPT_MPEHNS,D_0_4_FPT_MPET,D_0_4_FPT_MPULFTW,D_0_4_FPT_MPULPTW,D_0_4_FPT_MPUT,D_0_4_FPT_MPTLF,D_0_4_FPT_MPNLF,D_0_4_FPT_MPLFSNS,D_0_4_FPT_T,D_5_9_FPEFT_MPEFT,D_5_9_FPEFT_MPEPT,D_5_9_FPEFT_MPEAW,D_5_9_FPEFT_MPEHNS,D_5_9_FPEFT_MPET,D_5_9_FPEFT_MPULFTW,D_5_9_FPEFT_MPULPTW,D_5_9_FPEFT_MPUT,D_5_9_FPEFT_MPTLF,D_5_9_FPEFT_MPNLF,D_5_9_FPEFT_MPLFSNS,D_5_9_FPEFT_T,D_5_9_FPEPT_MPEFT,D_5_9_FPEPT_MPEPT,D_5_9_FPEPT_MPEAW,D_5_9_FPEPT_MPEHNS,D_5_9_FPEPT_MPET,D_5_9_FPEPT_MPULFTW,D_5_9_FPEPT_MPULPTW,D_5_9_FPEPT_MPUT,D_5_9_FPEPT_MPTLF,D_5_9_FPEPT_MPNLF,D_5_9_FPEPT_MPLFSNS,D_5_9_FPEPT_T,D_5_9_FPEAW_MPEFT,D_5_9_FPEAW_MPEPT,D_5_9_FPEAW_MPEAW,D_5_9_FPEAW_MPEHNS,D_5_9_FPEAW_MPET,D_5_9_FPEAW_MPULFTW,D_5_9_FPEAW_MPULPTW,D_5_9_FPEAW_MPUT,D_5_9_FPEAW_MPTLF,D_5_9_FPEAW_MPNLF,D_5_9_FPEAW_MPLFSNS,D_5_9_FPEAW_T,D_5_9_FPHNS_MPEFT,D_5_9_FPHNS_MPEPT,D_5_9_FPHNS_MPEAW,D_5_9_FPHNS_MPEHNS,D_5_9_FPHNS_MPET,D_5_9_FPHNS_MPULFTW,D_5_9_FPHNS_MPULPTW,D_5_9_FPHNS_MPUT,D_5_9_FPHNS_MPTLF,D_5_9_FPHNS_MPNLF,D_5_9_FPHNS_MPLFSNS,D_5_9_FPHNS_T,D_5_9_FPET_MPEFT,D_5_9_FPET_MPEPT,D_5_9_FPET_MPEAW,D_5_9_FPET_MP_E_HNS,D_5_9_FPET_MPET,D_5_9_FPET_MPULFTW,D_5_9_FPET_MPULPTW,D_5_9_FPET_MPUT
POA3350,325,47,3,0,374,3,3,10,386,36,0,420,1074,161,23,4,1257,4,6,14,1269,30,0,1296,336,23,28,5,393,7,0,7,399,6,0,407,12,0,0,8,16,0,0,0,16,0,3,21,1744,234,49,19,2043,13,13,24,2073,77,4,2144,6,0,0,0,14,3,0,3,15,0,0,14,24,11,0,0,35,0,3,0,40,0,0,39,31,12,0,0,45,6,3,7,51,7,0,55,1773,245,49,18,2091,19,14,32,2124,78,4,2200,523,81,17,14,636,15,5,17,655,62,0,720,0,0,0,0,3,0,0,0,3,0,4,7,2299,331,70,30,2736,35,17,46,2780,138,3,2931,605,86,8,0,702,10,5,13,712,41,0,752,1276,160,24,4,1472,13,9,16,1485,32,0,1524,93,10,13,5,114,0,0,0,114,5,0,117,8,0,0,6,20,0,0,0,20,0,0,20,1986,259,43,18,2307,20,11,34
POA3351,59,5,0,0,68,0,0,0,68,4,0,73,150,18,0,0,168,0,0,0,168,0,0,167,55,3,6,0,63,0,0,0,66,0,0,66,0,0,0,3,8,0,0,0,8,0,0,8,266,21,6,8,302,0,0,0,299,8,0,310,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,6,0,0,0,6,0,0,0,6,0,0,6,269,21,6,8,305,0,0,0,308,8,0,315,90,6,0,3,95,0,0,0,95,5,0,105,0,0,0,0,0,0,0,0,0,0,0,0,358,28,6,9,397,0,0,0,402,13,0,417,98,11,7,0,117,0,0,0,117,6,0,124,211,18,0,0,231,0,0,0,231,5,0,235,10,0,0,0,17,0,0,0,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,317,33,7,4,362,0,0,0
POA3352,105,12,5,0,126,0,0,0,123,3,0,132,386,38,8,0,429,0,0,0,429,8,0,439,87,9,14,0,112,0,0,0,112,5,0,116,5,0,0,6,9,0,0,0,9,0,0,5,585,60,24,3,671,0,0,0,679,19,0,695,0,0,0,0,0,0,0,0,5,0,0,5,10,0,0,0,10,0,0,0,10,0,0,10,10,0,0,0,11,0,0,0,13,0,0,13,596,60,25,3,681,0,0,3,684,19,0,710,173,25,16,0,212,0,0,0,218,16,5,232,0,0,0,3,3,0,0,0,3,0,4,3,766,88,39,9,895,0,0,5,906,30,6,943,213,39,5,0,255,0,0,0,255,3,0,262,469,36,12,0,518,0,0,4,519,10,0,533,22,3,0,0,21,0,0,0,21,0,0,26,6,0,0,4,7,0,0,0,7,0,0,12,700,80,15,0,805,0,0,4
POA3355,30,13,0,0,42,0,0,0,43,0,0,48,88,10,0,4,101,0,0,0,98,4,0,101,39,10,3,0,56,0,0,0,55,0,0,56,0,0,0,0,3,0,0,0,3,0,0,6,153,30,14,4,197,4,0,7,201,5,0,212,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,10,0,0,10,10,0,0,0,10,3,0,3,12,0,0,12,162,30,14,4,211,3,0,7,216,5,0,222,86,31,0,0,120,10,4,14,134,32,0,162,0,0,0,0,0,0,0,0,0,0,6,6,247,64,12,7,333,17,4,22,351,40,6,394,38,12,0,0,48,5,0,3,53,4,0,56,119,16,0,0,133,0,0,0,135,8,0,144,10,0,0,0,16,0,0,0,19,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,168,35,0,0,206,3,0,5
POA3356,50,3,3,0,58,6,0,5,66,11,0,69,183,26,0,0,218,3,0,5,220,6,0,231,40,10,10,0,57,0,0,0,61,0,4,63,0,0,0,0,0,0,0,0,0,0,0,0,279,42,12,4,337,8,3,13,349,17,4,371,3,0,0,0,3,0,0,0,3,0,0,6,6,0,0,0,5,0,0,0,5,0,0,8,7,4,0,0,7,0,0,0,7,0,0,12,285,45,12,4,348,8,3,13,363,20,4,386,103,29,4,4,142,8,0,8,145,31,6,179,0,0,0,0,0,0,0,0,0,0,3,10,392,72,18,9,487,8,3,16,507,50,11,569,75,11,4,0,83,3,0,3,85,5,0,94,191,36,3,3,235,4,0,4,233,7,0,245,12,0,6,0,18,0,0,0,18,0,0,20,0,0,0,5,5,0,0,0,5,0,0,4,275,45,12,4,340,4,0,8
POA3357,16,0,0,0,19,0,0,0,19,0,0,20,54,3,0,0,62,0,0,0,62,0,0,62,31,0,4,0,33,0,0,0,33,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,98,7,4,0,112,0,0,0,112,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,7,4,0,115,0,0,0,115,0,0,113,26,4,0,0,30,0,0,0,30,8,0,34,0,0,0,0,0,0,0,0,0,0,0,0,124,8,4,0,144,0,0,0,142,10,0,146,82,7,0,0,88,0,0,0,88,0,0,88,112,6,0,0,119,0,0,0,120,0,0,122,0,0,3,0,4,0,0,0,4,0,0,4,0,0,0,3,4,0,0,0,4,0,0,4,193,18,7,3,214,0,0,0
POA3358,30,6,0,0,36,0,0,0,40,0,0,40,105,11,0,0,119,0,0,0,119,3,7,121,22,3,4,3,42,0,0,0,42,4,0,41,0,0,0,0,0,0,0,0,0,0,0,0,159,21,13,3,195,0,0,0,195,5,7,207,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,0,0,8,0,8,7,0,0,7,0,4,0,0,9,6,0,6,11,0,0,11,159,27,13,3,203,5,0,5,205,5,7,214,47,6,0,0,54,0,0,0,56,3,0,57,0,0,0,0,0,0,0,0,0,0,0,0,202,31,13,5,256,9,0,9,262,10,7,276,34,4,0,0,41,4,0,4,45,0,0,51,96,9,4,0,110,0,0,0,110,3,0,114,12,3,0,0,13,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,147,19,4,0,174,4,0,8
POA3360,6,0,0,0,4,0,0,0,4,0,0,4,7,0,0,0,7,0,0,0,7,0,0,7,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,17,0,0,0,17,0,0,17,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,16,0,0,0,18,0,0,0,18,0,0,18,5,0,0,0,5,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,18,0,0,0,22,0,0,25,8,0,0,0,8,0,0,0,8,0,0,8,5,0,0,0,9,0,0,0,9,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,17,0,0,0
POA3361,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,6,0,0,0,6,0,0,6,4,0,0,0,4,5,0,5,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,0,9,5,0,5,12,0,0,12,7,0,0,0,7,0,0,0,12,0,0,12,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,16,0,0,0
POA3363,9,5,0,0,9,0,0,0,9,0,0,9,50,11,0,0,67,3,0,3,69,4,0,72,18,4,5,0,24,0,0,0,23,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,75,19,5,0,100,3,0,4,103,4,0,109,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,82,15,5,0,99,3,0,4,105,4,0,105,29,7,0,0,37,0,0,0,37,3,0,42,0,0,0,0,0,0,0,0,0,0,0,0,106,24,9,0,140,3,0,4,146,3,0,150,19,3,0,0,27,0,0,0,27,0,0,28,57,20,0,3,75,0,0,0,76,4,0,82,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,83,24,0,4,109,0,0,0
POA3364,5,0,0,0,5,4,0,4,15,0,0,15,36,6,0,0,41,0,0,0,41,0,0,41,9,0,7,0,9,0,0,0,9,0,0,9,6,0,0,0,6,0,0,0,6,0,0,6,54,6,7,0,59,4,0,4,64,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,6,7,0,59,4,0,4,64,0,0,64,31,0,0,0,27,0,0,0,27,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,80,5,7,0,90,4,0,4,90,0,0,97,18,0,0,0,22,0,0,0,22,0,0,22,39,8,0,0,57,0,0,0,57,0,0,57,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,63,14,0,3,78,0,0,0
POA3370,9,0,0,0,6,0,0,0,6,3,0,8,18,5,0,4,26,0,0,0,26,5,0,27,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,27,5,0,4,38,0,0,0,38,6,0,43,0,0,0,0,0,3,0,3,3,0,0,3,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,3,3,0,3,0,0,0,0,33,9,0,4,39,3,0,3,41,6,0,47,13,9,0,0,23,0,0,0,23,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,44,15,0,4,59,3,0,3,63,5,0,69,13,0,0,0,15,0,0,0,15,0,0,20,5,8,0,0,15,0,0,0,15,0,0,13,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,20,11,0,0,33,0,0,0
POA3371,0,0,0,0,0,0,0,0,0,3,0,7,5,0,0,0,5,0,0,0,5,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,9,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,9,4,0,13,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,12,4,0,15,5,0,0,0,8,0,0,0,9,0,0,9,3,0,0,0,3,0,0,0,3,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,13,0,0,0
POA3373,6,0,0,0,8,0,0,0,8,0,0,8,23,4,0,0,26,0,0,0,26,0,0,26,10,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,34,4,0,0,40,0,0,0,40,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,7,0,0,40,0,0,0,40,0,0,41,7,0,0,0,10,0,0,0,10,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,45,7,0,3,52,0,0,0,52,3,0,56,32,0,0,0,32,0,0,0,32,0,0,32,35,5,0,4,45,0,0,0,45,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,5,0,4,77,0,0,0
POA3374,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0
POA3375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,7,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,11,0,0,11,6,0,0,0,6,0,0,0,6,0,0,6,8,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,0,0,0
POA3377,34,9,4,0,44,0,0,0,45,0,0,48,99,18,6,3,131,0,0,0,131,4,0,129,27,9,0,0,34,0,0,0,34,0,0,35,0,0,0,0,4,0,0,0,4,0,0,4,162,30,16,3,205,0,0,0,209,13,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,162,31,16,3,210,0,0,0,214,12,0,226,65,23,0,0,87,0,0,0,87,13,0,105,0,0,0,0,0,0,0,0,0,0,0,0,226,57,16,3,299,0,0,0,303,27,0,327,70,11,3,0,90,0,0,0,84,0,0,86,91,18,3,3,110,0,0,0,117,4,3,122,14,0,0,0,21,0,0,0,21,0,0,20,3,0,0,0,5,0,0,0,5,0,0,5,182,28,9,4,224,4,0,4
POA3378,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,8,0,0,0,8,0,0,0,8,0,0,8,15,0,0,0,15,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20,0,0,0
POA3379,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,22,0,0,0,22,0,0,22,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,28,0,0,0,28,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,28,0,0,0,28,0,0,28,0,3,0,0,3,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,30,0,0,0,30,0,0,30,8,4,0,0,8,0,0,0,8,7,0,15,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,4,0,0,4,21,4,0,0,26,0,0,0
POA3380,18,0,0,0,26,0,0,0,26,0,0,24,70,16,0,0,79,0,0,0,79,0,0,84,22,4,7,0,34,0,0,0,34,3,0,36,0,0,0,0,0,0,0,0,0,0,0,0,107,24,11,0,138,0,0,0,138,3,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,3,0,3,0,0,4,0,0,0,4,0,0,4,107,24,8,0,144,0,0,0,149,3,0,150,48,6,3,4,63,0,0,0,59,5,0,66,0,0,0,0,0,0,0,0,0,0,0,0,152,32,9,3,209,5,0,5,209,7,0,222,28,3,0,0,39,0,0,0,39,3,0,39,85,10,4,0,98,0,0,0,98,0,0,96,8,0,0,0,13,0,0,0,13,0,0,13,0,0,0,0,5,0,0,0,5,0,0,8,125,16,3,0,148,0,0,0
POA3381,8,0,0,0,8,0,0,0,8,0,0,8,12,4,0,0,19,0,0,0,19,0,0,19,8,5,5,0,11,0,0,0,11,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,29,3,5,0,34,0,0,0,34,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,5,0,34,0,0,0,34,0,0,35,14,3,4,0,20,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,3,3,40,10,4,0,59,0,0,0,59,0,3,56,11,4,0,0,14,0,0,0,14,3,0,16,15,4,0,0,18,0,0,0,18,0,0,18,0,4,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,30,10,0,0,38,0,0,0
POA3384,3,0,0,0,3,0,0,0,3,0,0,3,17,0,0,0,17,0,0,0,17,0,0,17,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,24,0,0,0,24,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,24,0,0,0,24,0,0,24,6,3,0,0,3,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,22,3,0,0,25,0,0,0,25,0,0,31,5,0,0,0,5,0,0,0,5,0,0,5,12,0,0,0,13,0,0,0,13,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,19,0,0,0
POA3385,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,12,0,0,0,12,0,0,12,4,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0,0,21,0,0,0,21,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,17,0,0,0,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,17,0,0,0
POA3387,3,0,0,0,3,0,0,0,3,0,0,3,9,0,0,0,9,0,0,0,9,0,0,9,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,11,0,0,11,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,10,4,0,0,0,4,0,0,0,4,0,0,4,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0
POA3388,4,0,0,0,4,0,0,0,4,0,0,4,7,0,0,0,7,0,0,0,7,0,0,7,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,11,0,0,11,0,5,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,5,0,0,18,0,0,0,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,9,0,0,0
