POA_CODE_2021,M_Iraq_0_4,M_Iraq_5_14,M_Iraq_15_24,M_Iraq_25_44,M_Iraq_45_54,M_Iraq_55_64,M_Iraq_65_74,M_Iraq_75_84,M_Iraq_85ov,M_Iraq_Tot,M_Ireland_0_4,M_Ireland_5_14,M_Ireland_15_24,M_Ireland_25_44,M_Ireland_45_54,M_Ireland_55_64,M_Ireland_65_74,M_Ireland_75_84,M_Ireland_85ov,M_Ireland_Tot,M_Italy_0_4,M_Italy_5_14,M_Italy_15_24,M_Italy_25_44,M_Italy_45_54,M_Italy_55_64,M_Italy_65_74,M_Italy_75_84,M_Italy_85ov,M_Italy_Tot,M_Japan_0_4,M_Japan_5_14,M_Japan_15_24,M_Japan_25_44,M_Japan_45_54,M_Japan_55_64,M_Japan_65_74,M_Japan_75_84,M_Japan_85ov,M_Japan_Tot,M_Korea_South_0_4,M_Korea_South_5_14,M_Korea_South_15_24,M_Korea_South_25_44,M_Korea_South_45_54,M_Korea_South_55_64,M_Korea_South_65_74,M_Korea_South_75_84,M_Korea_South_85ov,M_Korea_South_Tot,M_Lebanon_0_4,M_Lebanon_5_14,M_Lebanon_15_24,M_Lebanon_25_44,M_Lebanon_45_54,M_Lebanon_55_64,M_Lebanon_65_74,M_Lebanon_75_84,M_Lebanon_85ov,M_Lebanon_Tot,M_Malaysia_0_4,M_Malaysia_5_14,M_Malaysia_15_24,M_Malaysia_25_44,M_Malaysia_45_54,M_Malaysia_55_64,M_Malaysia_65_74,M_Malaysia_75_84,M_Malaysia_85ov,M_Malaysia_Tot,M_Malta_0_4,M_Malta_5_14,M_Malta_15_24,M_Malta_25_44,M_Malta_45_54,M_Malta_55_64,M_Malta_65_74,M_Malta_75_84,M_Malta_85ov,M_Malta_Tot,M_Mauritius_0_4,M_Mauritius_5_14,M_Mauritius_15_24,M_Mauritius_25_44,M_Mauritius_45_54,M_Mauritius_55_64,M_Mauritius_65_74,M_Mauritius_75_84,M_Mauritius_85ov,M_Mauritius_Tot,M_Myanmar_0_4,M_Myanmar_5_14,M_Myanmar_15_24,M_Myanmar_25_44,M_Myanmar_45_54,M_Myanmar_55_64,M_Myanmar_65_74,M_Myanmar_75_84,M_Myanmar_85ov,M_Myanmar_Tot,M_Nepal_0_4,M_Nepal_5_14,M_Nepal_15_24,M_Nepal_25_44,M_Nepal_45_54,M_Nepal_55_64,M_Nepal_65_74,M_Nepal_75_84,M_Nepal_85ov,M_Nepal_Tot,M_Netherlands_0_4,M_Netherlands_5_14,M_Netherlands_15_24,M_Netherlands_25_44,M_Netherlands_45_54,M_Netherlands_55_64,M_Netherlands_65_74,M_Netherlands_75_84,M_Netherlands_85ov,M_Netherlands_Tot,M_New_Zealand_0_4,M_New_Zealand_5_14,M_New_Zealand_15_24,M_New_Zealand_25_44,M_New_Zealand_45_54,M_New_Zealand_55_64,M_New_Zealand_65_74,M_New_Zealand_75_84,M_New_Zealand_85ov,M_New_Zealand_Tot,M_North_Macedonia_0_4,M_North_Macedonia_5_14,M_North_Macedonia_15_24,M_North_Macedonia_25_44,M_North_Macedonia_45_54,M_North_Macedonia_55_64,M_North_Macedonia_65_74,M_North_Macedonia_75_84,M_North_Macedonia_85ov,M_North_Macedonia_Tot,M_Pakistan_0_4,M_Pakistan_5_14,M_Pakistan_15_24,M_Pakistan_25_44,M_Pakistan_45_54,M_Pakistan_55_64,M_Pakistan_65_74,M_Pakistan_75_84,M_Pakistan_85ov,M_Pakistan_Tot,M_PNG_0_4,M_PNG_5_14,M_PNG_15_24,M_PNG_25_44,M_PNG_45_54,M_PNG_55_64,M_PNG_65_74,M_PNG_75_84,M_PNG_85ov,M_PNG_Tot,M_Philippines_0_4,M_Philippines_5_14,M_Philippines_15_24,M_Philippines_25_44,M_Philippines_45_54,M_Philippines_55_64,M_Philippines_65_74,M_Philippines_75_84,M_Philippines_85ov,M_Philippines_Tot,M_Poland_0_4,M_Poland_5_14,M_Poland_15_24,M_Poland_25_44,M_Poland_45_54,M_Poland_55_64,M_Poland_65_74,M_Poland_75_84,M_Poland_85ov,M_Poland_Tot,M_Samoa_0_4,M_Samoa_5_14,M_Samoa_15_24,M_Samoa_25_44,M_Samoa_45_54,M_Samoa_55_64,M_Samoa_65_74,M_Samoa_75_84,M_Samoa_85ov,M_Samoa_Tot,M_Scotland_0_4,M_Scotland_5_14,M_Scotland_15_24,M_Scotland_25_44,M_Scotland_45_54,M_Scotland_55_64,M_Scotland_65_74,M_Scotland_75_84,M_Scotland_85ov,M_Scotland_Tot
POA3153,0,0,0,0,0,0,0,0,0,6,0,0,0,3,3,6,4,0,0,21,0,0,0,3,6,11,9,12,0,40,0,5,0,0,0,0,0,0,0,5,0,3,3,25,3,10,0,0,0,41,0,0,0,0,0,0,0,0,0,6,0,16,14,67,26,12,10,10,0,157,0,0,0,0,0,0,3,0,0,10,0,0,0,6,4,0,3,0,0,13,0,3,7,38,11,3,0,0,0,64,0,0,0,20,7,0,4,0,0,35,0,0,0,3,4,6,14,13,6,44,0,11,14,47,27,19,7,0,3,131,0,0,0,0,4,0,3,0,0,9,0,0,0,14,3,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,5,10,16,67,20,6,8,0,0,133,0,0,0,3,3,0,5,3,8,26,0,0,0,0,4,0,0,0,0,5,0,0,0,3,11,6,12,13,3,45
POA3154,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,5,0,13,0,0,0,8,9,5,5,6,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,13
POA3155,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,5,3,0,4,35,0,0,0,0,3,4,18,13,4,39,0,0,3,0,0,0,0,0,0,0,0,6,0,20,13,4,0,0,0,46,0,0,0,0,0,0,0,4,0,5,0,8,5,65,27,19,14,8,0,152,0,0,0,0,0,0,3,0,0,8,0,0,0,3,0,5,5,0,0,16,0,0,0,4,0,3,0,0,0,7,0,0,10,18,6,0,0,0,0,36,0,0,0,0,5,4,25,22,8,59,0,15,12,52,25,27,20,13,0,157,0,0,0,3,0,0,0,0,0,7,0,5,10,25,3,0,4,0,0,40,0,0,0,3,0,0,0,0,0,3,0,8,4,43,13,0,0,0,0,71,0,0,0,7,0,8,6,3,5,31,0,0,0,0,0,0,0,0,0,5,0,0,0,9,9,13,17,9,0,51
POA3156,0,0,0,0,0,3,0,0,0,7,0,0,0,14,11,10,10,7,3,53,0,0,0,4,6,26,46,27,14,131,0,0,4,5,0,0,0,0,0,14,0,5,11,25,15,9,3,0,0,60,0,0,0,5,4,3,3,3,0,20,0,13,16,71,35,28,20,15,0,188,0,0,0,0,0,3,11,0,0,18,0,0,0,9,0,10,0,3,0,23,0,0,0,8,8,0,0,0,0,13,0,0,0,14,0,0,0,0,0,18,0,0,0,3,3,8,31,31,11,84,0,7,24,65,48,38,21,13,3,224,0,0,0,0,6,0,3,0,0,6,0,0,3,18,0,4,0,0,0,30,0,0,0,0,0,0,0,0,0,4,0,9,9,31,28,11,6,0,0,97,0,0,0,16,6,14,13,0,3,58,0,0,0,0,0,0,0,0,0,3,0,0,0,11,13,19,24,8,0,78
POA3158,0,0,0,0,0,0,0,0,0,0,0,4,0,6,7,3,4,0,0,24,0,0,0,0,4,0,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,9,0,27,0,0,5,12,13,7,7,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,4,0,0,0,4,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,5,0,0,8
POA3159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,4,0,0,7,4,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA3160,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,0,20,0,0,0,0,6,4,9,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,4,12,11,3,41,0,0,3,20,21,19,3,5,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,5,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,10,0,5,0,23
POA3161,0,0,0,0,0,0,0,0,0,4,0,0,0,33,7,6,0,0,0,48,0,0,0,27,6,0,8,0,9,44,0,0,0,11,0,0,0,0,0,9,0,0,4,10,0,0,0,0,0,15,0,0,0,0,0,4,0,0,0,3,0,3,13,38,6,0,3,0,0,63,0,0,0,0,0,0,0,0,0,5,0,0,0,13,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,13,0,0,0,3,3,0,0,0,0,13,0,4,6,45,18,15,15,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,24,0,0,0,9,3,4,37,13,21,79,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,3,3,0,0,22
POA3162,0,0,0,0,0,0,0,4,0,3,0,0,4,55,0,4,3,3,0,74,0,0,0,11,7,5,12,8,8,47,5,16,0,13,12,3,3,0,0,47,0,0,0,4,3,0,0,0,0,9,0,0,0,0,3,0,6,0,0,14,0,0,0,10,13,12,9,3,0,43,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,0,0,0,0,12,0,4,0,3,0,0,0,0,0,15,4,5,11,50,26,18,15,11,0,138,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,6,3,21,0,3,0,0,0,40,0,0,0,6,4,3,53,29,34,125,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,8,5,0,32
POA3163,0,0,0,3,0,3,0,0,0,11,0,0,0,68,4,8,3,4,0,84,0,0,4,28,4,17,11,24,7,103,0,10,5,24,9,8,0,0,0,53,0,0,6,55,9,3,10,0,0,84,0,0,0,0,0,0,0,0,0,12,0,0,17,127,18,7,21,5,0,210,0,0,0,3,0,0,3,0,0,8,0,0,3,24,0,0,4,5,0,45,0,0,4,4,7,0,0,3,0,13,0,0,43,80,3,0,0,0,0,132,0,0,0,0,0,3,6,0,0,28,5,10,9,95,52,35,37,9,0,245,0,0,0,0,0,4,0,0,0,4,0,0,5,28,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,4,0,7,17,59,11,14,0,4,0,111,0,0,0,17,0,12,27,14,7,84,0,0,0,0,0,0,0,0,0,0,0,0,3,12,6,10,7,3,4,48
POA3165,0,0,0,6,0,0,0,0,0,7,0,0,5,36,10,5,5,3,0,70,0,0,0,11,5,20,32,38,32,144,0,6,3,5,6,4,0,0,0,21,0,16,9,27,20,8,0,0,0,82,0,0,0,0,6,6,3,4,0,30,0,7,12,50,13,5,11,0,0,102,0,0,0,0,0,0,3,5,0,7,0,0,0,5,3,3,3,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,0,0,0,9,0,0,0,3,5,8,4,3,0,18,4,19,19,77,52,23,21,0,3,215,0,0,0,0,0,6,0,0,0,6,0,0,5,4,0,0,0,0,0,7,0,0,0,0,5,3,0,0,0,4,0,7,0,24,10,4,0,0,0,55,0,0,0,8,3,10,20,11,3,54,0,0,0,0,0,0,0,0,0,4,0,4,0,11,14,9,8,4,4,50
POA3166,0,0,0,4,0,0,0,0,0,5,0,0,0,23,15,6,3,0,3,46,0,0,3,18,12,20,45,65,46,209,3,0,4,10,3,0,0,0,0,22,0,4,12,58,22,6,10,3,0,113,0,0,0,3,0,0,0,0,0,11,0,3,18,100,16,12,4,0,0,165,0,0,0,0,0,4,5,0,4,10,0,0,0,24,6,13,4,5,3,50,0,0,0,0,0,6,5,0,0,6,0,0,30,51,0,0,0,0,0,85,0,0,0,4,3,0,3,0,0,13,0,10,11,61,31,29,14,3,0,157,0,0,0,3,0,0,6,0,0,6,0,0,4,27,0,3,0,0,0,35,0,0,0,0,0,0,0,0,0,8,3,3,8,53,6,8,7,5,0,93,0,0,0,9,7,3,8,4,0,30,0,0,0,0,0,0,0,0,0,4,0,0,0,4,13,6,5,3,5,35
POA3167,0,0,0,0,3,0,3,0,0,8,0,3,0,7,3,4,4,3,0,25,0,0,0,3,4,4,13,39,13,80,0,0,0,0,4,0,0,0,0,9,0,0,0,9,0,6,6,0,0,20,0,0,0,3,0,6,4,5,0,18,0,6,0,17,5,7,5,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,9,9,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,3,0,6,0,5,0,0,3,9,12,5,4,0,0,38,0,0,0,0,0,0,3,0,0,3,0,0,3,10,0,0,5,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,11,8,0,0,55,0,0,0,7,4,5,9,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,16
POA3168,0,0,6,8,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,5,0,0,6,20,6,8,21,33,26,118,0,6,15,9,5,0,0,0,0,37,0,5,16,78,14,8,3,0,0,124,0,0,0,0,0,3,3,0,0,7,0,3,146,201,24,25,21,6,0,427,0,0,0,0,0,0,0,0,0,5,0,0,21,21,3,9,4,6,0,62,0,0,9,6,4,6,0,0,0,21,0,0,69,78,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,4,0,4,27,36,5,9,7,0,0,94,0,0,0,0,0,0,0,0,0,0,4,3,35,70,0,4,0,0,0,120,0,0,0,0,0,0,0,0,0,3,4,6,24,95,26,7,9,0,0,155,0,0,0,9,0,4,3,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,6,21
POA3169,0,0,3,4,0,4,0,0,0,14,0,3,0,3,0,0,3,0,0,15,0,0,3,16,3,11,41,45,29,139,3,4,11,6,3,0,0,0,0,29,0,8,7,45,6,5,0,0,0,80,0,0,0,8,11,13,15,11,4,49,0,3,19,112,12,11,14,6,0,191,0,0,0,0,0,0,5,0,0,11,0,0,3,26,4,16,21,15,10,99,0,0,3,5,3,3,0,4,0,22,0,0,21,38,0,0,0,0,0,64,0,0,0,4,0,0,0,6,0,14,0,4,16,38,11,16,6,0,0,102,0,0,0,0,0,0,3,0,0,3,0,3,10,38,5,3,5,0,0,72,0,0,0,0,0,0,0,0,0,0,0,6,18,63,42,26,35,8,0,195,0,0,4,3,8,6,8,3,0,32,0,0,0,0,3,0,0,0,0,7,0,0,0,3,4,0,5,6,0,15
POA3170,0,0,0,7,0,0,0,0,0,13,0,0,0,3,0,5,0,0,0,12,0,0,0,7,7,20,46,60,22,168,0,0,0,4,0,0,4,0,0,13,0,7,4,29,6,3,3,3,0,54,0,0,0,3,3,13,0,7,0,30,0,12,36,138,25,34,29,7,0,291,0,0,0,0,0,0,0,4,0,9,0,0,5,8,6,4,8,8,5,50,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,7,3,22,6,5,8,46,14,15,9,5,0,106,0,0,0,7,0,5,3,4,0,21,0,9,11,64,10,3,5,0,0,98,0,0,0,0,0,0,0,0,0,0,0,10,7,32,10,12,6,0,0,76,0,0,0,7,6,12,12,7,0,43,0,0,0,3,0,0,0,0,0,4,0,0,0,6,6,3,10,4,0,27
POA3171,0,0,0,0,5,5,0,0,0,11,0,0,0,3,0,0,0,0,0,4,0,0,0,0,3,7,17,38,39,100,0,0,0,4,0,0,0,0,0,6,0,5,10,72,5,0,0,0,0,103,0,0,0,4,4,3,0,0,0,7,5,26,86,367,45,23,17,4,0,566,0,0,0,0,0,0,3,7,7,25,0,0,0,9,3,4,9,4,0,39,0,9,17,217,62,27,12,3,4,360,0,0,3,15,0,0,0,0,0,17,0,0,0,0,0,0,3,6,5,13,0,15,16,42,12,15,4,0,0,108,0,0,0,0,0,0,4,0,0,8,0,12,20,59,12,4,0,0,0,110,0,0,0,0,0,0,0,0,0,0,5,4,10,73,20,22,7,0,4,137,0,0,0,0,0,6,6,4,0,12,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,4,0,0
POA3172,0,0,0,4,4,6,0,3,0,6,0,0,0,11,5,0,8,3,0,30,0,0,0,3,4,21,27,18,6,78,0,0,0,3,0,0,0,0,0,11,0,0,0,7,8,4,0,0,0,14,0,0,0,6,9,0,4,3,0,25,0,4,28,157,14,7,13,0,0,234,0,0,0,0,0,0,3,16,0,22,0,0,0,13,3,10,5,8,0,40,0,0,0,16,3,0,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,6,0,18,0,9,23,55,27,14,11,10,0,147,0,0,0,3,0,0,3,0,0,4,0,0,12,12,0,3,5,0,0,41,0,0,0,0,0,0,0,0,0,0,0,10,14,44,18,10,6,0,0,104,0,0,0,3,9,0,10,0,0,21,0,0,0,4,3,0,0,0,0,15,0,0,4,3,7,6,12,6,6,47
POA3173,0,0,0,8,5,5,4,0,0,22,0,0,0,6,6,5,4,0,0,21,0,0,0,11,11,15,30,24,14,96,0,0,5,0,4,0,0,0,0,7,0,0,3,15,3,0,0,0,0,30,0,0,0,6,14,14,5,0,0,40,0,13,20,127,17,24,15,3,0,223,0,0,0,0,0,0,8,8,0,19,0,4,7,38,21,24,33,27,4,150,0,0,0,14,10,0,0,0,3,27,0,0,3,4,0,0,0,0,0,14,0,0,0,0,0,0,0,4,0,11,0,36,59,101,31,7,8,0,3,248,0,0,0,3,4,5,10,4,0,30,0,7,20,43,8,4,3,4,0,91,0,0,0,0,0,0,0,0,0,0,0,8,25,86,40,29,13,5,0,203,0,0,0,4,0,11,8,3,6,32,0,0,0,11,5,4,7,0,0,28,0,0,0,0,6,9,5,8,0,27
POA3174,0,3,5,8,0,13,0,0,0,26,0,0,0,9,0,0,8,6,0,25,0,0,3,19,7,23,28,53,43,171,0,0,0,5,0,0,6,0,0,14,4,10,6,42,7,8,3,0,0,72,0,0,5,6,11,7,10,7,0,50,6,44,60,346,54,27,12,9,0,555,0,0,0,0,3,4,14,12,3,35,4,0,3,35,19,42,45,28,10,185,0,0,11,101,43,21,0,4,0,192,0,0,10,64,3,3,0,0,0,81,0,0,0,0,3,3,7,14,10,36,3,31,44,103,33,29,24,3,0,269,0,0,0,3,8,8,3,4,0,24,8,29,30,166,32,17,7,8,0,289,0,0,0,0,4,0,0,0,0,3,0,27,38,161,56,37,14,3,0,346,0,0,0,9,5,19,34,11,6,79,0,0,4,7,12,3,4,0,0,25,0,0,0,0,4,12,9,13,0,41
POA3175,0,12,9,34,23,19,11,3,0,104,0,0,0,10,5,8,6,10,0,39,0,0,4,20,6,31,87,101,62,302,0,0,0,6,4,0,0,0,0,9,0,0,10,22,15,13,0,5,0,59,6,0,8,33,27,42,31,23,0,178,4,30,32,128,22,19,16,3,0,258,0,0,0,0,0,0,7,10,6,22,0,0,8,41,20,43,49,28,13,198,0,0,6,36,10,6,4,0,0,69,0,0,5,27,0,0,0,0,0,35,0,0,6,0,4,5,22,30,21,87,5,37,50,117,41,45,28,15,4,333,0,0,9,129,102,99,59,33,10,436,22,143,143,443,69,29,15,4,0,870,0,0,5,6,0,0,0,0,0,6,5,24,38,153,52,50,5,9,0,331,0,0,0,15,13,25,38,19,13,114,0,0,4,20,5,15,14,0,0,65,0,0,0,0,4,5,16,18,8,57
POA3177,0,0,0,3,4,4,0,0,0,15,0,0,0,0,6,0,0,0,0,3,0,0,0,3,0,0,6,6,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,8,6,3,4,0,0,23,0,5,9,32,3,4,3,0,0,57,0,0,0,0,0,0,3,0,0,13,0,0,0,6,7,9,15,10,3,52,0,0,0,6,6,3,0,0,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,8,5,16,0,13,21,36,7,15,4,5,0,100,0,0,0,0,0,3,8,3,0,17,6,42,28,121,12,6,0,0,0,215,0,0,0,0,0,0,0,0,0,6,0,10,5,38,21,3,3,0,0,87,0,0,0,11,5,14,13,3,4,41,0,4,0,6,3,4,0,0,0,21,0,0,0,0,0,9,5,6,3,30
POA3178,0,0,3,9,5,5,4,7,0,21,0,0,0,4,5,5,5,4,0,27,0,0,0,9,12,50,58,44,9,190,0,0,5,0,0,0,0,0,0,11,0,0,7,22,17,11,3,0,0,69,0,0,0,7,5,20,9,3,0,51,0,10,30,87,51,93,73,23,8,374,0,0,0,0,0,0,11,5,0,21,0,0,0,13,10,25,28,9,0,91,0,0,0,3,3,3,3,5,0,13,0,0,4,6,0,4,0,0,0,10,0,0,3,3,6,10,22,11,11,64,0,15,18,51,31,36,13,5,0,170,0,0,0,0,6,0,5,0,3,16,0,3,0,15,8,10,3,0,0,36,0,0,0,0,0,0,0,0,0,5,0,4,7,24,21,35,15,6,0,119,0,0,0,17,13,22,25,5,0,73,0,0,0,6,0,0,0,0,0,10,0,0,0,3,10,19,19,9,0,58
POA3179,0,0,0,5,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,7,0,4,26,0,0,0,0,0,0,0,0,0,0,0,6,0,7,6,4,0,0,0,28,0,0,0,0,0,0,0,0,0,4,0,6,21,36,22,23,8,4,0,120,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,3,7,0,6,0,0,13,13,6,4,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,17,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6
POA3180,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,5,0,5,0,0,0,0,4,3,0,4,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,12,11,46,14,12,9,3,0,114,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,9,7,0,17,0,3,6,20,3,5,11,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,9,11,18,5,5,0,0,44,0,0,0,0,0,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,15
POA3181,0,0,0,3,0,0,0,0,0,4,0,0,5,98,4,6,8,3,0,117,0,0,3,44,9,4,4,4,0,68,0,0,0,13,7,6,0,0,0,20,0,0,3,5,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,10,0,0,3,54,15,19,14,0,0,105,0,0,0,0,0,4,0,0,0,5,0,0,0,12,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,14,0,0,0,6,0,3,3,0,0,26,0,0,13,201,38,29,16,6,0,309,0,0,0,8,0,0,0,0,0,12,0,0,4,18,0,0,0,0,0,24,0,0,0,3,4,0,0,0,0,7,0,0,0,39,10,0,0,0,0,48,0,0,0,3,4,0,6,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,4,31,7,5,8,5,0,63
POA3182,0,0,0,0,0,0,0,0,0,0,0,0,17,203,3,8,4,5,0,244,0,0,5,83,7,8,8,6,3,114,0,0,0,6,6,3,0,0,0,21,0,0,0,16,0,0,0,0,0,18,0,0,0,5,3,0,0,0,0,10,0,5,7,41,3,6,5,0,0,73,0,0,0,3,0,0,4,0,0,14,0,0,0,14,0,6,0,0,0,21,0,0,0,4,0,0,0,0,0,3,0,0,8,31,0,0,0,0,0,36,0,0,0,21,6,4,4,4,0,43,0,0,17,191,67,42,21,6,5,349,0,0,0,11,0,0,0,0,0,14,0,0,4,19,0,0,0,0,0,24,0,0,0,9,0,0,0,0,0,10,0,0,5,44,8,10,0,0,0,67,0,0,0,9,0,14,24,5,3,51,0,0,0,0,0,0,0,0,0,0,0,0,5,52,13,16,11,8,0,104
POA3183,0,0,0,0,0,0,0,0,0,5,0,0,0,85,10,5,0,3,0,102,0,0,0,36,4,3,3,0,3,57,0,0,0,10,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,4,0,0,0,6,0,0,5,21,7,9,3,6,0,36,0,0,0,0,0,0,4,0,0,6,0,0,5,10,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,29,36,0,0,0,0,0,69,0,0,0,3,4,0,7,3,0,14,0,3,9,110,41,25,20,4,0,201,0,0,0,0,0,0,0,0,0,3,0,0,8,9,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,6,0,3,3,28,3,7,6,0,0,42,0,0,0,5,0,15,16,7,6,56,0,0,0,0,0,0,0,0,0,0,0,0,0,30,7,4,4,0,0,52
