POA_CODE_2021,M_PoDe_PoDe_NFD_Mng,M_PoDe_PoDe_NFD_Pro,M_PoDe_PoDe_NFD_TTW,M_PoDe_PoDe_NFD_CPS,M_PoDe_PoDe_NFD_CA,M_PoDe_PoDe_NFD_Sal,M_PoDe_PoDe_NFD_MOD,M_PoDe_PoDe_NFD_Lab,M_PoDe_PoDe_NFD_IDNS,M_PoDe_PoDe_NFD_Tot,M_PoDe_DoctDe_Mng,M_PoDe_DoctDe_Pro,M_PoDe_DoctDe_TTW,M_PoDe_DoctDe_CPS,M_PoDe_DoctDe_CA,M_PoDe_DoctDe_Sal,M_PoDe_DoctDe_MOD,M_PoDe_DoctDe_Lab,M_PoDe_DoctDe_IDNS,M_PoDe_DoctDe_Tot,M_PoDe_MasDe_Mng,M_PoDe_MasDe_Pro,M_PoDe_MasDe_TTW,M_PoDe_MasDe_CPS,M_PoDe_MasDe_CA,M_PoDe_MasDe_Sal,M_PoDe_MasDe_MOD,M_PoDe_MasDe_Lab,M_PoDe_MasDe_IDNS,M_PoDe_MasDe_Tot,M_GrDiGrCer_GrDiGrCerNFD_Mng,M_GrDiGrCer_GrDiGrCerNFD_Pro,M_GrDiGrCer_GrDiGrCerNFD_TTW,M_GrDiGrCer_GrDiGrCerNFD_CPS,M_GrDiGrCer_GrDiGrCerNFD_CA,M_GrDiGrCer_GrDiGrCerNFD_Sal,M_GrDiGrCer_GrDiGrCerNFD_MOD,M_GrDiGrCer_GrDiGrCerNFD_Lab,M_GrDiGrCer_GrDiGrCerNFD_IDNS,M_GrDiGrCer_GrDiGrCerNFD_Tot,M_GrDi_GrCer_GrDi_Mng,M_GrDi_GrCer_GrDi_Pro,M_GrDi_GrCer_GrDi_TTW,M_GrDi_GrCer_GrDi_CPS,M_GrDi_GrCer_GrDi_CA,M_GrDi_GrCer_GrDi_Sal,M_GrDi_GrCer_GrDi_MOD,M_GrDi_GrCer_GrDi_Lab,M_GrDi_GrCer_GrDi_IDNS,M_GrDi_GrCer_GrDi_Tot,M_GrDi_GrCer_GradCer_Mng,M_GrDi_GrCer_GradCer_Pro,M_GrDi_GrCer_GradCer_TTW,M_GrDi_GrCer_GradCer_CPS,M_GrDi_GrCer_GradCer_CA,M_GrDi_GrCer_GradCer_Sal,M_GrDi_GrCer_GradCer_MOD,M_GrDi_GrCer_GradCer_Lab,M_GrDi_GrCer_GradCer_IDNS,M_GrDi_GrCer_GradCer_Tot,M_BaDe_BaDe_Mng,M_BaDe_BaDe_Pro,M_BaDe_BaDe_TTW,M_BaDe_BaDe_CPS,M_BaDe_BaDe_CA,M_BaDe_BaDe_Sal,M_BaDe_BaDe_MOD,M_BaDe_BaDe_Lab,M_BaDe_BaDe_IDNS,M_BaDe_BaDe_Tot,M_AdvDi_Di_AdvDi_Di_NFD_Mng,M_AdvDi_Di_AdvDi_Di_NFD_Pro,M_AdvDi_Di_AdvDi_Di_NFD_TTW,M_AdvDi_Di_AdvDi_Di_NFD_CPS,M_AdvDi_Di_AdvDi_Di_NFD_CA,M_AdvDi_Di_AdvDi_Di_NFD_Sal,M_AdvDi_Di_AdvDi_Di_NFD_MOD,M_AdvDi_Di_AdvDi_Di_NFD_Lab,M_AdvDi_Di_AdvDi_Di_NFD_IDNS,M_AdvDi_Di_AdvDi_Di_NFD_Tot,M_AdvDi_Di_AdvDi_AsDe_Mng,M_AdvDi_Di_AdvDi_AsDe_Pro,M_AdvDi_Di_AdvDi_AsDe_TTW,M_AdvDi_Di_AdvDi_AsDe_CPS,M_AdvDi_Di_AdvDi_AsDe_CA,M_AdvDi_Di_AdvDi_AsDe_Sal,M_AdvDi_Di_AdvDi_AsDe_MOD,M_AdvDi_Di_AdvDi_AsDe_Lab,M_AdvDi_Di_AdvDi_AsDe_IDNS,M_AdvDi_Di_AdvDi_AsDe_Tot,M_AdvDi_Di_Dip_Mng,M_AdvDi_Di_Dip_Pro,M_AdvDi_Di_Dip_TTW,M_AdvDi_Di_Dip_CPS,M_AdvDi_Di_Dip_CA,M_AdvDi_Di_Dip_Sal,M_AdvDi_Di_Dip_MOD,M_AdvDi_Di_Dip_Lab,M_AdvDi_Di_Dip_IDNS,M_AdvDi_Di_Dip_Tot,M_Cert_CertIII_IV_Mng,M_Cert_CertIII_IV_Pro,M_Cert_CertIII_IV_TTW,M_Cert_CertIII_IV_CPS,M_Cert_CertIII_IV_CA,M_Cert_CertIII_IV_Sal,M_Cert_CertIII_IV_MOD,M_Cert_CertIII_IV_Lab,M_Cert_CertIII_IV_IDNS,M_Cert_CertIII_IV_Tot,M_Cert_CertI_II_Mng,M_Cert_CertI_II_Pro,M_Cert_CertI_II_TTW,M_Cert_CertI_II_CPS,M_Cert_CertI_II_CA,M_Cert_CertI_II_Sal,M_Cert_CertI_II_MOD,M_Cert_CertI_II_Lab,M_Cert_CertI_II_IDNS,M_Cert_CertI_II_Tot,M_Cert_Cert_nfd_Mng,M_Cert_Cert_nfd_Pro,M_Cert_Cert_nfd_TTW,M_Cert_Cert_nfd_CPS,M_Cert_Cert_nfd_CA,M_Cert_Cert_nfd_Sal,M_Cert_Cert_nfd_MOD,M_Cert_Cert_nfd_Lab,M_Cert_Cert_nfd_IDNS,M_Cert_Cert_nfd_Tot,M_LE_ID_Mng,M_LE_ID_Pro,M_LE_ID_TTW,M_LE_ID_CPS,M_LE_ID_CA,M_LE_ID_Sal,M_LE_ID_MOD,M_LE_ID_Lab,M_LE_ID_IDNS,M_LE_ID_Tot,M_LE_NS_Mng,M_LE_NS_Pro,M_LE_NS_TTW,M_LE_NS_CPS,M_LE_NS_CA,M_LE_NS_Sal,M_LE_NS_MOD,M_LE_NS_Lab,M_LE_NS_IDNS,M_LE_NS_Tot,M_Tot_Mng,M_Tot_Pro,M_Tot_TTW,M_Tot_CPS,M_Tot_CA,M_Tot_Sal,M_Tot_MOD,M_Tot_Lab,M_Tot_IDNS,M_Tot_Tot,F_PoDe_PoDe_NFD_Mng,F_PoDe_PoDe_NFD_Pro,F_PoDe_PoDe_NFD_TTW,F_PoDe_PoDe_NFD_CPS,F_PoDe_PoDe_NFD_CA,F_PoDe_PoDe_NFD_Sal,F_PoDe_PoDe_NFD_MOD,F_PoDe_PoDe_NFD_Lab,F_PoDe_PoDe_NFD_IDNS,F_PoDe_PoDe_NFD_Tot,F_PoDe_DoctDe_Mng,F_PoDe_DoctDe_Pro,F_PoDe_DoctDe_TTW,F_PoDe_DoctDe_CPS,F_PoDe_DoctDe_CA,F_PoDe_DoctDe_Sal,F_PoDe_DoctDe_MOD,F_PoDe_DoctDe_Lab,F_PoDe_DoctDe_IDNS,F_PoDe_DoctDe_Tot,F_PoDe_MasDe_Mng,F_PoDe_MasDe_Pro,F_PoDe_MasDe_TTW,F_PoDe_MasDe_CPS,F_PoDe_MasDe_CA,F_PoDe_MasDe_Sal,F_PoDe_MasDe_MOD,F_PoDe_MasDe_Lab,F_PoDe_MasDe_IDNS,F_PoDe_MasDe_Tot,F_GrDiGrCer_GrDiGrCerNFD_Mng,F_GrDiGrCer_GrDiGrCerNFD_Pro,F_GrDiGrCer_GrDiGrCerNFD_TTW,F_GrDiGrCer_GrDiGrCerNFD_CPS,F_GrDiGrCer_GrDiGrCerNFD_CA,F_GrDiGrCer_GrDiGrCerNFD_Sal,F_GrDiGrCer_GrDiGrCerNFD_MOD,F_GrDiGrCer_GrDiGrCerNFD_Lab,F_GrDiGrCer_GrDiGrCerNFD_IDNS,F_GrDiGrCer_GrDiGrCerNFD_Tot
POA3342,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,15,0,4,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,21,43,4,10,8,4,3,6,0,99,0,0,0,0,0,0,0,0,0,0,15,4,3,4,0,0,0,0,0,34,11,6,4,7,0,4,0,4,0,45,49,9,170,18,14,13,45,37,6,358,5,0,4,0,0,0,0,3,0,9,3,0,0,3,0,0,6,4,0,18,0,0,0,0,0,0,0,0,0,5,9,0,5,0,0,0,0,7,0,23,125,91,200,51,28,23,57,56,10,644,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,12,21,0,3,3,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0
POA3345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,21,0,5,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,3,7,4,0,5,8,0,0,0,23,19,0,74,4,4,6,19,16,0,133,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,51,31,80,14,8,9,26,14,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,0,0,5,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0
POA3350,0,11,0,0,0,0,0,0,0,16,17,200,4,5,4,6,0,3,0,233,230,551,39,27,59,26,38,30,12,1004,4,37,0,4,0,0,0,0,0,44,73,233,20,39,20,0,9,5,6,401,39,51,3,11,11,0,0,5,0,108,573,1621,174,214,205,117,87,86,28,3103,0,0,0,0,0,0,0,6,0,10,140,137,104,76,51,41,34,36,3,622,187,168,176,168,87,50,51,56,10,951,529,161,1886,284,192,215,327,398,68,4061,24,7,18,21,10,22,21,29,5,158,20,22,22,28,6,26,14,23,4,171,9,22,10,7,0,3,4,10,3,64,25,27,30,14,4,10,25,17,26,176,1873,3256,2482,889,646,530,608,690,159,11123,3,31,0,0,0,0,0,0,0,42,21,179,0,0,5,0,0,0,4,218,167,846,20,82,88,17,5,20,18,1253,4,49,0,7,4,5,0,0,0,71
POA3351,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,11,11,20,0,0,0,0,0,0,3,40,0,0,0,0,0,0,0,0,0,0,3,10,0,4,3,0,0,0,0,23,0,4,0,0,0,0,0,0,0,9,60,90,17,5,11,8,6,5,0,208,0,0,0,0,0,0,0,0,0,0,28,18,10,8,12,0,4,10,0,79,40,15,16,18,8,5,6,14,0,119,125,16,470,35,29,22,96,113,19,929,5,0,0,7,0,0,0,3,0,21,5,0,4,0,0,0,5,6,0,26,0,0,0,0,0,0,0,0,0,11,11,0,7,4,5,3,9,13,4,56,290,193,529,74,70,44,135,153,33,1530,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,12,4,44,0,9,7,0,0,0,0,72,0,3,0,0,0,0,0,0,0,5
POA3352,0,3,0,0,0,0,0,0,0,3,3,31,0,0,0,0,0,0,0,36,35,81,4,9,5,3,5,7,0,141,0,0,0,0,0,0,0,0,0,4,11,35,4,0,5,0,0,0,0,60,4,3,0,3,0,0,0,0,0,15,125,265,41,39,19,18,7,22,7,549,0,0,0,0,0,0,0,0,0,0,51,35,33,17,3,6,6,14,0,158,73,37,46,42,29,8,18,21,0,269,324,40,841,89,54,52,214,164,32,1803,9,4,11,0,3,14,11,5,0,57,21,11,10,7,5,0,12,8,0,61,0,7,3,0,0,0,0,0,0,18,28,9,16,7,0,0,9,12,6,88,690,551,1004,211,122,103,278,255,56,3272,0,6,0,0,0,0,0,0,0,11,7,33,0,0,0,0,0,0,0,39,38,124,3,11,23,3,0,0,0,206,0,9,0,0,0,0,0,0,0,6
POA3355,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,13,19,43,8,0,4,0,4,0,0,78,0,0,0,0,3,0,0,0,0,6,5,13,4,6,6,0,0,3,0,30,4,4,0,0,4,0,0,0,0,10,50,132,33,28,28,11,6,15,4,301,0,0,0,0,0,0,0,0,0,0,12,16,3,4,7,9,4,9,0,58,20,9,21,16,14,13,13,10,3,118,76,16,351,53,29,38,99,104,12,772,0,4,0,4,3,3,0,8,0,31,5,0,3,5,3,8,8,10,0,34,0,3,6,0,0,0,0,5,0,10,0,0,14,6,0,3,5,12,6,48,184,247,444,122,96,84,136,189,21,1516,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,0,11,8,68,6,4,10,0,0,0,0,99,0,3,0,0,0,0,0,0,0,4
POA3356,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,11,11,35,4,0,7,3,4,0,0,65,0,0,0,0,0,0,0,0,0,0,3,15,3,3,3,0,0,4,0,29,0,8,0,0,0,0,0,0,0,7,37,135,41,29,17,12,10,27,3,307,0,0,0,0,0,0,0,0,0,0,7,19,10,8,8,4,7,10,0,70,20,29,28,28,10,4,15,16,0,153,88,22,565,72,58,43,120,126,27,1125,0,0,6,5,3,4,4,12,0,42,0,4,3,6,0,0,7,9,0,39,0,3,0,0,0,0,4,0,0,10,3,8,5,7,0,3,7,3,9,41,172,283,668,157,109,84,170,205,40,1895,0,3,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,10,4,45,7,9,11,5,0,0,0,84,0,4,0,0,0,0,0,0,0,9
POA3357,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,15,18,24,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,3,3,14,0,4,0,0,0,0,0,27,3,5,0,0,0,0,0,0,0,8,38,111,10,10,13,3,4,3,3,200,0,0,0,0,0,0,0,0,0,0,14,15,7,5,0,0,0,0,3,41,13,3,14,7,3,0,5,4,0,43,34,9,111,11,15,10,30,19,3,235,0,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,4,11,135,201,147,44,39,15,40,28,17,659,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,20,14,36,0,0,3,0,0,3,0,64,0,0,0,0,0,0,0,0,0,5
POA3358,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,13,0,3,0,5,4,0,0,34,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,13,70,15,10,10,4,8,0,0,130,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,23,9,12,13,7,9,9,7,7,0,72,35,4,171,27,17,20,29,23,0,326,0,0,4,0,0,3,0,0,0,11,0,6,7,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,7,0,4,15,74,114,218,57,36,32,54,40,5,633,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,3,24,0,3,5,7,0,0,0,48,0,0,0,0,0,0,0,0,0,5
POA3360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,15,0,22,0,0,0,14,10,0,62,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,29,12,25,3,8,0,16,16,8,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,10,0,16,8,0,0,9,8,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,14,6,0,0,5,11,4,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
POA3363,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,9,8,9,3,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,5,12,30,7,8,4,3,0,0,0,65,0,0,0,0,0,0,0,0,0,0,10,7,6,0,0,0,3,0,0,25,10,6,13,5,8,3,0,6,0,42,35,3,144,12,10,8,30,29,5,276,3,0,5,0,0,0,3,0,0,13,0,0,0,5,0,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,6,87,80,177,27,24,11,41,42,4,491,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,8,16,0,4,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0
POA3364,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,4,5,8,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,19,31,14,0,5,0,0,3,0,79,0,0,0,0,0,0,0,0,0,0,8,3,3,0,0,0,0,0,0,16,9,3,8,6,0,0,0,0,0,32,57,10,71,6,4,9,19,24,4,200,0,0,4,0,0,3,0,0,0,9,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,3,23,121,69,102,17,15,11,26,35,10,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,18,0,0,0,0,0,0,0,27,0,0,0,0,3,0,0,0,0,3
POA3370,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,4,13,0,0,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,15,5,5,0,5,0,6,0,36,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,11,0,5,0,0,0,0,0,4,0,17,16,9,54,9,8,7,5,13,0,111,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,4,0,0,10,36,50,74,17,12,10,16,22,0,230,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,18,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0
POA3371,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,15,0,24,3,4,0,13,9,0,75,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,10,31,8,11,0,11,18,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
POA3373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,12,5,0,3,5,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,9,0,9,4,0,0,4,0,0,20,13,3,3,7,5,0,0,3,0,32,35,3,56,17,4,8,32,29,3,180,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,13,80,26,72,31,15,8,44,39,12,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,14,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0
POA3374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,8,5,20,4,0,0,5,0,0,43,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,26,7,21,6,0,0,7,3,3,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
POA3375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,5,0,15,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,0,3,0,0,0,6,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
POA3377,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,8,5,12,0,4,3,5,0,16,0,58,4,0,0,0,0,0,0,0,0,4,4,4,0,5,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,3,36,88,6,17,10,4,4,12,3,176,0,0,4,0,0,0,0,0,0,0,19,14,3,16,3,3,4,10,0,63,20,14,10,21,3,3,9,4,5,85,109,22,204,100,17,20,67,97,12,652,8,0,7,4,0,3,0,10,4,26,3,0,3,3,0,0,0,9,0,22,0,0,0,0,0,0,0,6,0,6,0,7,4,3,3,0,6,11,3,38,219,173,242,164,39,38,95,163,31,1157,0,5,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,9,13,33,0,3,0,0,0,3,0,55,0,3,0,0,0,0,0,0,0,3
POA3378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,6,13,0,3,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,3,0,0,0,0,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3379,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,0,0,0,0,3,0,25,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11,28,0,6,0,0,4,3,10,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,49,12,12,3,0,4,4,15,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,4,3,0,0,0,0,6,28,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,20,41,8,9,4,0,4,19,0,106,0,0,0,0,0,0,0,0,0,0,12,3,10,15,0,5,0,0,0,40,14,3,15,17,0,0,0,8,0,56,66,12,160,44,3,18,58,69,4,432,3,0,0,0,0,0,4,4,0,16,3,0,0,3,0,7,3,4,0,17,0,0,0,0,0,0,0,3,0,8,4,0,3,5,0,5,8,13,7,38,123,82,203,90,19,31,74,118,11,766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,19,3,3,3,0,0,0,0,34,0,0,0,0,0,0,0,0,0,6
POA3381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,14,20,9,0,5,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,18,8,0,9,4,0,0,3,0,0,19,24,3,36,11,0,4,12,12,0,108,3,0,3,0,0,0,0,3,0,6,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,5,69,35,58,20,9,4,20,23,3,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,6,0,18,0,3,0,0,0,0,0,0,0,3
POA3384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,21,0,17,5,0,0,4,9,0,59,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,8,14,14,0,0,10,8,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
POA3385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,6,15,0,11,0,0,0,8,5,3,51,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,4,13,9,0,3,10,5,3,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
