POA_CODE_2021,F_GrDi_GrCer_GrDi_Mng,F_GrDi_GrCer_GrDi_Pro,F_GrDi_GrCer_GrDi_TTW,F_GrDi_GrCer_GrDi_CPS,F_GrDi_GrCer_GrDi_CA,F_GrDi_GrCer_GrDi_Sal,F_GrDi_GrCer_GrDi_MOD,F_GrDi_GrCer_GrDi_Lab,F_GrDi_GrCer_GrDi_IDNS,F_GrDi_GrCer_GrDi_Tot,F_GrDi_GrCer_GradCer_Mng,F_GrDi_GrCer_GradCer_Pro,F_GrDi_GrCer_GradCer_TTW,F_GrDi_GrCer_GradCer_CPS,F_GrDi_GrCer_GradCer_CA,F_GrDi_GrCer_GradCer_Sal,F_GrDi_GrCer_GradCer_MOD,F_GrDi_GrCer_GradCer_Lab,F_GrDi_GrCer_GradCer_IDNS,F_GrDi_GrCer_GradCer_Tot,F_BaDe_BaDe_Mng,F_BaDe_BaDe_Pro,F_BaDe_BaDe_TTW,F_BaDe_BaDe_CPS,F_BaDe_BaDe_CA,F_BaDe_BaDe_Sal,F_BaDe_BaDe_MOD,F_BaDe_BaDe_Lab,F_BaDe_BaDe_IDNS,F_BaDe_BaDe_Tot,F_AdvDi_Di_AdvDi_Di_NFD_Mng,F_AdvDi_Di_AdvDi_Di_NFD_Pro,F_AdvDi_Di_AdvDi_Di_NFD_TTW,F_AdvDi_Di_AdvDi_Di_NFD_CPS,F_AdvDi_Di_AdvDi_Di_NFD_CA,F_AdvDi_Di_AdvDi_Di_NFD_Sal,F_AdvDi_Di_AdvDi_Di_NFD_MOD,F_AdvDi_Di_AdvDi_Di_NFD_Lab,F_AdvDi_Di_AdvDi_Di_NFD_IDNS,F_AdvDi_Di_AdvDi_Di_NFD_Tot,F_AdvDi_Di_AdvDi_AsDe_Mng,F_AdvDi_Di_AdvDi_AsDe_Pro,F_AdvDi_Di_AdvDi_AsDe_TTW,F_AdvDi_Di_AdvDi_AsDe_CPS,F_AdvDi_Di_AdvDi_AsDe_CA,F_AdvDi_Di_AdvDi_AsDe_Sal,F_AdvDi_Di_AdvDi_AsDe_MOD,F_AdvDi_Di_AdvDi_AsDe_Lab,F_AdvDi_Di_AdvDi_AsDe_IDNS,F_AdvDi_Di_AdvDi_AsDe_Tot,F_AdvDi_Di_Dip_Mng,F_AdvDi_Di_Dip_Pro,F_AdvDi_Di_Dip_TTW,F_AdvDi_Di_Dip_CPS,F_AdvDi_Di_Dip_CA,F_AdvDi_Di_Dip_Sal,F_AdvDi_Di_Dip_MOD,F_AdvDi_Di_Dip_Lab,F_AdvDi_Di_Dip_IDNS,F_AdvDi_Di_Dip_Tot,F_Cert_CertIII_IV_Mng,F_Cert_CertIII_IV_Pro,F_Cert_CertIII_IV_TTW,F_Cert_CertIII_IV_CPS,F_Cert_CertIII_IV_CA,F_Cert_CertIII_IV_Sal,F_Cert_CertIII_IV_MOD,F_Cert_CertIII_IV_Lab,F_Cert_CertIII_IV_IDNS,F_Cert_CertIII_IV_Tot,F_Cert_CertI_II_Mng,F_Cert_CertI_II_Pro,F_Cert_CertI_II_TTW,F_Cert_CertI_II_CPS,F_Cert_CertI_II_CA,F_Cert_CertI_II_Sal,F_Cert_CertI_II_MOD,F_Cert_CertI_II_Lab,F_Cert_CertI_II_IDNS,F_Cert_CertI_II_Tot,F_Cert_Cert_nfd_Mng,F_Cert_Cert_nfd_Pro,F_Cert_Cert_nfd_TTW,F_Cert_Cert_nfd_CPS,F_Cert_Cert_nfd_CA,F_Cert_Cert_nfd_Sal,F_Cert_Cert_nfd_MOD,F_Cert_Cert_nfd_Lab,F_Cert_Cert_nfd_IDNS,F_Cert_Cert_nfd_Tot,F_LE_ID_Mng,F_LE_ID_Pro,F_LE_ID_TTW,F_LE_ID_CPS,F_LE_ID_CA,F_LE_ID_Sal,F_LE_ID_MOD,F_LE_ID_Lab,F_LE_ID_IDNS,F_LE_ID_Tot,F_LE_NS_Mng,F_LE_NS_Pro,F_LE_NS_TTW,F_LE_NS_CPS,F_LE_NS_CA,F_LE_NS_Sal,F_LE_NS_MOD,F_LE_NS_Lab,F_LE_NS_IDNS,F_LE_NS_Tot,F_Tot_Mng,F_Tot_Pro,F_Tot_TTW,F_Tot_CPS,F_Tot_CA,F_Tot_Sal,F_Tot_MOD,F_Tot_Lab,F_Tot_IDNS,F_Tot_Tot,P_PoDe_PoDe_NFD_Mng,P_PoDe_PoDe_NFD_Pro,P_PoDe_PoDe_NFD_TTW,P_PoDe_PoDe_NFD_CPS,P_PoDe_PoDe_NFD_CA,P_PoDe_PoDe_NFD_Sal,P_PoDe_PoDe_NFD_MOD,P_PoDe_PoDe_NFD_Lab,P_PoDe_PoDe_NFD_IDNS,P_PoDe_PoDe_NFD_Tot,P_PoDe_DoctDe_Mng,P_PoDe_DoctDe_Pro,P_PoDe_DoctDe_TTW,P_PoDe_DoctDe_CPS,P_PoDe_DoctDe_CA,P_PoDe_DoctDe_Sal,P_PoDe_DoctDe_MOD,P_PoDe_DoctDe_Lab,P_PoDe_DoctDe_IDNS,P_PoDe_DoctDe_Tot,P_PoDe_MasDe_Mng,P_PoDe_MasDe_Pro,P_PoDe_MasDe_TTW,P_PoDe_MasDe_CPS,P_PoDe_MasDe_CA,P_PoDe_MasDe_Sal,P_PoDe_MasDe_MOD,P_PoDe_MasDe_Lab,P_PoDe_MasDe_IDNS,P_PoDe_MasDe_Tot,P_GrDiGrCer_GrDiGrCerNFD_Mng,P_GrDiGrCer_GrDiGrCerNFD_Pro,P_GrDiGrCer_GrDiGrCerNFD_TTW,P_GrDiGrCer_GrDiGrCerNFD_CPS,P_GrDiGrCer_GrDiGrCerNFD_CA,P_GrDiGrCer_GrDiGrCerNFD_Sal,P_GrDiGrCer_GrDiGrCerNFD_MOD,P_GrDiGrCer_GrDiGrCerNFD_Lab,P_GrDiGrCer_GrDiGrCerNFD_IDNS,P_GrDiGrCer_GrDiGrCerNFD_Tot,P_GrDi_GrCer_GrDi_Mng,P_GrDi_GrCer_GrDi_Pro,P_GrDi_GrCer_GrDi_TTW,P_GrDi_GrCer_GrDi_CPS,P_GrDi_GrCer_GrDi_CA,P_GrDi_GrCer_GrDi_Sal,P_GrDi_GrCer_GrDi_MOD,P_GrDi_GrCer_GrDi_Lab,P_GrDi_GrCer_GrDi_IDNS,P_GrDi_GrCer_GrDi_Tot,P_GrDi_GrCer_GradCer_Mng,P_GrDi_GrCer_GradCer_Pro,P_GrDi_GrCer_GradCer_TTW,P_GrDi_GrCer_GradCer_CPS,P_GrDi_GrCer_GradCer_CA,P_GrDi_GrCer_GradCer_Sal,P_GrDi_GrCer_GradCer_MOD,P_GrDi_GrCer_GradCer_Lab,P_GrDi_GrCer_GradCer_IDNS,P_GrDi_GrCer_GradCer_Tot,P_BaDe_BaDe_Mng,P_BaDe_BaDe_Pro,P_BaDe_BaDe_TTW,P_BaDe_BaDe_CPS,P_BaDe_BaDe_CA,P_BaDe_BaDe_Sal,P_BaDe_BaDe_MOD,P_BaDe_BaDe_Lab,P_BaDe_BaDe_IDNS,P_BaDe_BaDe_Tot,P_AdvDi_Di_AdvDi_Di_NFD_Mng,P_AdvDi_Di_AdvDi_Di_NFD_Pro,P_AdvDi_Di_AdvDi_Di_NFD_TTW,P_AdvDi_Di_AdvDi_Di_NFD_CPS,P_AdvDi_Di_AdvDi_Di_NFD_CA,P_AdvDi_Di_AdvDi_Di_NFD_Sal,P_AdvDi_Di_AdvDi_Di_NFD_MOD,P_AdvDi_Di_AdvDi_Di_NFD_Lab,P_AdvDi_Di_AdvDi_Di_NFD_IDNS,P_AdvDi_Di_AdvDi_Di_NFD_Tot
POA3442,18,71,5,10,10,3,0,0,0,120,9,19,0,0,5,0,0,0,0,31,99,310,16,51,69,23,0,9,7,578,0,0,0,0,0,0,0,0,0,0,31,20,3,24,16,15,0,0,4,109,19,21,12,35,38,7,5,3,4,147,19,17,25,62,37,16,0,7,5,191,0,0,4,0,11,3,0,0,0,22,5,3,0,3,6,5,0,3,0,23,0,5,4,0,0,0,0,0,0,14,4,8,0,8,7,5,0,3,0,35,253,661,72,213,208,74,6,34,24,1549,5,10,0,0,0,0,0,0,0,11,21,76,0,5,6,0,0,0,0,105,104,224,3,12,17,9,0,0,4,377,3,17,0,0,0,0,0,0,0,17,36,104,4,17,24,3,0,4,0,185,16,31,0,3,0,0,0,0,0,51,246,516,50,80,104,33,3,26,10,1064,0,0,0,0,0,0,0,0,0,4
POA3444,20,74,0,12,10,7,0,0,0,126,0,19,0,0,6,0,0,0,0,24,114,275,12,49,61,17,0,22,11,551,0,0,0,0,0,0,0,0,0,4,35,18,9,30,22,7,0,4,6,129,28,20,12,41,42,23,0,11,0,179,23,31,43,90,58,27,0,30,0,309,0,4,3,13,9,8,0,5,0,41,8,3,4,8,6,8,0,3,0,40,0,3,0,0,5,0,0,0,0,14,8,8,4,15,8,0,0,10,0,47,287,593,94,260,233,97,8,97,20,1695,3,4,0,0,0,0,0,0,0,9,14,51,0,0,0,4,0,0,0,68,82,170,3,12,11,3,0,3,8,296,3,8,0,0,3,0,0,0,0,21,33,96,4,16,13,7,0,8,0,179,12,26,0,3,4,0,0,3,0,49,239,494,35,84,81,23,10,42,14,1022,0,0,0,0,0,0,0,0,0,4
POA3446,4,11,0,0,0,0,0,0,0,17,0,3,0,0,0,0,0,0,0,3,12,43,5,11,5,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,5,3,0,0,3,0,0,0,0,17,3,3,0,16,4,3,0,4,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,89,4,29,25,8,0,8,0,199,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,23,3,28,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,4,15,0,0,0,0,0,0,0,23,4,6,0,0,0,0,0,0,0,9,28,61,8,9,10,4,6,3,0,123,0,0,0,0,0,0,0,0,0,0
POA3447,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,15,0,3,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,9,0,3,0,0,4,0,0,0,0,11,0,0,0,4,4,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,34,8,19,19,5,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,3,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,15,23,0,3,0,4,0,4,0,50,0,0,0,0,0,0,0,0,0,0
POA3448,4,13,0,0,0,0,0,0,0,19,0,4,0,0,0,0,0,0,0,4,10,16,0,3,7,0,3,3,0,49,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,13,4,0,0,12,3,0,0,0,0,22,7,0,4,7,13,0,0,5,0,30,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,31,54,9,25,30,6,6,8,0,175,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,7,16,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,6,15,0,0,0,0,0,0,0,21,0,5,0,0,0,0,0,0,0,5,15,44,3,3,11,3,3,0,0,82,0,0,0,0,0,0,0,0,0,0
POA3450,20,73,0,8,4,3,0,0,0,112,5,12,0,0,0,0,0,0,0,20,48,231,25,45,44,15,0,9,6,417,0,0,0,0,0,0,0,0,0,0,4,19,6,19,12,5,0,6,0,68,15,18,3,30,25,7,5,5,0,113,11,15,12,32,27,15,3,18,0,135,0,0,0,4,5,3,0,4,0,19,0,7,0,3,4,0,0,0,0,18,0,0,0,0,3,0,0,0,0,5,0,3,3,4,4,3,0,5,4,24,137,550,52,155,139,58,11,49,17,1167,0,11,0,0,0,0,0,0,0,11,7,77,3,0,5,0,0,3,0,95,44,186,3,18,14,6,0,7,10,287,0,10,0,0,0,0,0,0,0,13,31,105,9,14,4,3,0,3,0,170,5,19,0,0,3,0,0,0,0,33,100,378,53,75,63,25,0,20,12,716,0,0,0,0,0,0,0,0,0,0
POA3451,11,47,0,17,15,0,0,0,0,91,5,23,0,0,0,0,0,0,0,33,44,158,17,32,36,8,0,5,3,316,0,0,0,0,0,0,0,0,0,0,10,20,4,16,7,4,0,3,0,55,14,19,11,44,15,5,0,4,0,111,13,8,31,67,39,8,0,20,0,199,0,0,0,0,4,3,0,0,0,9,0,0,0,4,5,4,0,0,0,17,0,4,0,0,0,0,0,0,0,9,0,5,0,4,4,0,0,0,5,19,135,401,67,200,135,41,4,41,17,1040,0,4,0,0,0,0,0,0,0,4,5,48,0,0,6,0,0,3,0,65,32,125,12,20,10,5,0,4,0,207,0,0,0,0,0,0,0,0,0,7,20,72,3,17,15,0,0,0,0,121,9,23,3,0,0,0,0,0,0,34,84,286,39,46,47,21,6,17,13,546,0,0,0,0,0,0,0,0,0,0
POA3453,3,13,0,3,0,0,0,0,0,23,0,5,0,3,0,0,0,0,0,9,16,63,0,8,15,3,0,0,3,110,0,0,0,0,0,0,0,0,0,0,8,8,0,4,3,0,0,0,0,28,4,5,0,14,5,0,0,0,0,29,7,0,6,12,16,8,0,6,0,51,0,0,0,4,0,5,0,4,0,10,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,4,0,12,40,122,17,46,49,23,0,11,8,317,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,11,12,30,0,0,5,0,0,0,4,46,0,3,0,0,0,0,0,0,0,5,3,16,0,5,0,0,0,0,0,32,0,8,0,3,0,0,0,0,0,15,29,101,15,11,13,3,0,0,0,181,0,0,0,0,0,0,0,0,0,0
POA3458,8,17,0,0,5,0,0,0,0,33,0,6,0,0,0,0,0,0,0,4,16,72,3,20,9,3,0,4,0,136,0,0,0,0,0,0,0,0,0,0,7,9,4,4,9,4,0,3,0,30,4,6,0,11,10,0,0,0,0,38,3,6,10,21,7,0,0,6,0,61,0,0,0,0,5,0,0,0,0,5,0,4,0,3,4,4,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,9,47,152,25,74,49,13,0,18,5,385,0,5,0,0,0,0,0,0,0,5,3,13,0,0,0,0,0,0,0,24,24,46,3,4,9,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,9,28,5,0,9,0,0,0,0,49,0,0,0,0,0,0,0,0,0,3,47,129,14,23,18,3,4,9,5,255,0,0,0,0,0,0,0,0,0,0
POA3460,3,19,0,3,5,0,0,0,0,36,0,5,0,0,0,0,0,0,0,9,28,70,15,15,21,6,0,10,5,167,0,0,0,0,0,0,0,0,0,0,11,5,0,6,9,3,0,0,0,39,3,8,10,13,6,0,0,3,0,40,3,5,11,28,13,3,6,6,0,75,0,0,0,0,3,3,0,0,0,4,4,0,0,0,0,0,0,0,0,9,4,0,0,4,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,4,72,145,38,78,60,22,5,29,10,451,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,17,29,47,5,9,5,0,0,0,3,96,0,0,0,0,0,0,0,0,0,3,4,28,0,3,5,0,0,0,0,48,0,5,0,0,0,0,0,0,0,8,58,113,29,25,30,8,0,11,3,283,0,0,0,0,0,0,0,0,0,3
POA3461,12,26,3,4,3,0,0,3,0,52,0,10,0,0,0,0,0,0,0,10,55,106,11,25,26,4,0,5,3,242,0,0,0,0,0,0,0,0,0,0,20,8,4,9,10,0,0,0,4,58,18,10,5,32,17,0,0,8,0,93,15,11,20,31,25,4,0,13,3,123,0,0,0,0,0,8,0,4,0,11,0,0,0,11,5,0,0,3,0,18,0,0,0,0,5,0,0,0,0,3,3,5,0,3,5,5,0,5,3,26,161,243,46,140,93,26,3,45,16,768,0,7,0,0,0,0,0,0,0,10,9,24,0,0,6,0,0,0,0,38,34,86,7,9,9,0,0,4,4,154,5,6,0,0,0,0,0,0,0,12,23,45,4,9,4,0,0,3,0,86,0,10,0,0,0,0,0,0,0,10,110,183,39,42,39,13,0,14,4,446,0,0,0,0,0,0,0,0,0,0
POA3462,0,5,0,0,4,0,0,0,0,14,0,3,0,0,0,0,0,0,0,3,9,32,0,10,5,0,0,6,0,59,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,10,0,10,0,7,3,0,0,0,0,26,0,0,6,9,12,0,0,3,0,33,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,22,68,15,29,21,7,0,11,5,179,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,9,8,13,0,3,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,4,0,15,0,5,4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,3,13,45,12,9,4,0,0,5,6,100,0,0,0,0,0,0,0,0,0,0
POA3463,5,12,0,5,4,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,18,63,5,11,13,6,0,0,4,115,0,0,0,0,0,0,0,0,0,0,4,7,0,3,0,3,0,0,0,19,8,8,7,7,9,6,0,4,0,48,9,3,10,25,20,4,0,14,0,82,0,0,6,3,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,6,3,3,0,4,0,0,0,0,0,11,60,126,18,61,54,22,0,22,7,373,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,13,20,42,0,0,6,0,0,0,0,68,0,3,0,0,0,0,0,0,0,6,5,17,5,5,3,0,0,0,0,39,0,0,0,0,0,0,0,0,0,5,41,84,8,15,19,6,0,8,4,189,0,0,0,0,0,0,0,0,0,4
POA3464,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,8,21,0,0,6,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,0,19,0,3,6,8,12,0,0,0,0,29,0,0,9,21,10,5,0,5,0,43,0,0,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,6,18,37,11,51,33,3,0,7,3,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,12,26,0,5,6,5,0,0,0,51,0,0,0,0,0,0,0,0,0,0
POA3465,10,22,0,12,3,0,0,0,0,49,0,9,0,4,0,0,0,0,0,12,30,160,0,32,29,8,0,10,6,264,0,0,0,0,0,0,0,0,0,0,9,23,0,15,14,0,0,0,0,60,7,19,11,69,18,11,0,9,0,137,31,13,59,144,60,33,9,44,0,398,7,0,0,16,8,10,0,12,0,46,3,0,0,4,4,7,0,7,0,24,0,0,0,0,0,0,0,0,0,4,5,3,0,16,8,4,0,12,7,49,112,276,77,316,140,75,8,91,13,1098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,39,0,3,0,0,0,5,0,63,0,0,0,0,0,0,0,0,0,3,7,27,0,13,3,4,0,0,0,64,0,12,0,6,0,0,0,0,0,19,51,223,10,40,34,14,0,20,6,393,0,0,0,0,0,0,0,0,0,0
POA3467,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,8,18,0,6,4,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,5,3,11,0,0,0,0,0,23,6,0,7,13,8,4,0,8,0,42,0,0,0,0,4,0,0,0,0,6,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,35,6,41,18,5,0,9,6,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,4,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,10,19,0,7,7,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0
POA3468,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,12,5,0,0,4,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
POA3469,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,5,5,5,0,0,4,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,0,0,6,0,13,0,0,0,0,0,0,0,0,0,0
POA3472,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,20,0,9,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,18,0,3,0,13,6,0,0,0,0,21,3,0,6,8,5,7,0,12,0,41,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,6,28,5,35,17,14,4,13,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,17,0,7,0,0,5,3,0,39,0,0,0,0,0,0,0,0,0,0
POA3475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,5,7,0,0,0,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
POA3477,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,11,3,0,4,0,0,5,0,28,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,12,3,0,0,3,3,0,0,0,0,16,3,0,4,6,6,5,0,5,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,8,22,22,3,18,19,6,0,12,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,10,18,3,4,4,0,0,4,0,47,0,0,0,0,0,0,0,0,0,0
POA3478,0,7,0,8,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,0,7,38,3,0,7,3,0,3,0,71,0,0,0,0,0,0,0,0,0,0,6,9,5,6,0,0,0,0,0,27,5,3,0,17,11,0,0,3,0,44,9,3,9,44,14,6,0,9,0,100,0,0,0,0,0,0,0,0,0,5,0,0,0,5,8,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,3,0,17,34,78,16,89,48,20,0,26,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,13,0,10,0,0,0,0,0,20,0,4,0,0,0,0,0,0,0,7,15,55,7,4,10,3,4,3,0,105,0,0,0,0,0,0,0,0,0,0
POA3480,0,9,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,8,38,0,4,6,0,0,6,0,61,0,0,0,0,0,0,0,0,0,0,11,4,0,3,5,0,0,0,0,16,6,12,0,5,5,0,0,3,0,32,3,6,9,21,14,4,3,9,0,59,5,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,8,0,0,5,0,0,0,0,0,12,39,73,8,45,30,12,3,18,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,19,48,9,3,6,4,0,6,0,95,0,0,0,0,0,0,0,0,0,0
POA3482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3483,0,4,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,7,35,0,6,4,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,11,0,4,0,5,0,4,0,0,0,15,4,0,4,8,5,6,0,0,0,26,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,21,58,7,21,17,6,0,6,0,135,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,27,42,4,4,4,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0
