POA_CODE_2021,M_Afghanistan_0_4,M_Afghanistan_5_14,M_Afghanistan_15_24,M_Afghanistan_25_44,M_Afghanistan_45_54,M_Afghanistan_55_64,M_Afghanistan_65_74,M_Afghanistan_75_84,M_Afghanistan_85ov,M_Afghanistan_Tot,M_Australia_0_4,M_Australia_5_14,M_Australia_15_24,M_Australia_25_44,M_Australia_45_54,M_Australia_55_64,M_Australia_65_74,M_Australia_75_84,M_Australia_85ov,M_Australia_Tot,M_Bangladesh_0_4,M_Bangladesh_5_14,M_Bangladesh_15_24,M_Bangladesh_25_44,M_Bangladesh_45_54,M_Bangladesh_55_64,M_Bangladesh_65_74,M_Bangladesh_75_84,M_Bangladesh_85ov,M_Bangladesh_Tot,M_Bosnia_Herzegov_0_4,M_Bosnia_Herzegov_5_14,M_Bosnia_Herzegov_15_24,M_Bosnia_Herzegov_25_44,M_Bosnia_Herzegov_45_54,M_Bosnia_Herzegov_55_64,M_Bosnia_Herzegov_65_74,M_Bosnia_Herzegov_75_84,M_Bosnia_Herzegov_85ov,M_Bosnia_Herzegov_Tot,M_Brazil_0_4,M_Brazil_5_14,M_Brazil_15_24,M_Brazil_25_44,M_Brazil_45_54,M_Brazil_55_64,M_Brazil_65_74,M_Brazil_75_84,M_Brazil_85ov,M_Brazil_Tot,M_Cambodia_0_4,M_Cambodia_5_14,M_Cambodia_15_24,M_Cambodia_25_44,M_Cambodia_45_54,M_Cambodia_55_64,M_Cambodia_65_74,M_Cambodia_75_84,M_Cambodia_85ov,M_Cambodia_Tot,M_Canada_0_4,M_Canada_5_14,M_Canada_15_24,M_Canada_25_44,M_Canada_45_54,M_Canada_55_64,M_Canada_65_74,M_Canada_75_84,M_Canada_85ov,M_Canada_Tot,M_Chile_0_4,M_Chile_5_14,M_Chile_15_24,M_Chile_25_44,M_Chile_45_54,M_Chile_55_64,M_Chile_65_74,M_Chile_75_84,M_Chile_85ov,M_Chile_Tot,M_China_0_4,M_China_5_14,M_China_15_24,M_China_25_44,M_China_45_54,M_China_55_64,M_China_65_74,M_China_75_84,M_China_85ov,M_China_Tot,M_Croatia_0_4,M_Croatia_5_14,M_Croatia_15_24,M_Croatia_25_44,M_Croatia_45_54,M_Croatia_55_64,M_Croatia_65_74,M_Croatia_75_84,M_Croatia_85ov,M_Croatia_Tot,M_Egypt_0_4,M_Egypt_5_14,M_Egypt_15_24,M_Egypt_25_44,M_Egypt_45_54,M_Egypt_55_64,M_Egypt_65_74,M_Egypt_75_84,M_Egypt_85ov,M_Egypt_Tot,M_England_0_4,M_England_5_14,M_England_15_24,M_England_25_44,M_England_45_54,M_England_55_64,M_England_65_74,M_England_75_84,M_England_85ov,M_England_Tot,M_Fiji_0_4,M_Fiji_5_14,M_Fiji_15_24,M_Fiji_25_44,M_Fiji_45_54,M_Fiji_55_64,M_Fiji_65_74,M_Fiji_75_84,M_Fiji_85ov,M_Fiji_Tot,M_France_0_4,M_France_5_14,M_France_15_24,M_France_25_44,M_France_45_54,M_France_55_64,M_France_65_74,M_France_75_84,M_France_85ov,M_France_Tot,M_Germany_0_4,M_Germany_5_14,M_Germany_15_24,M_Germany_25_44,M_Germany_45_54,M_Germany_55_64,M_Germany_65_74,M_Germany_75_84,M_Germany_85ov,M_Germany_Tot,M_Greece_0_4,M_Greece_5_14,M_Greece_15_24,M_Greece_25_44,M_Greece_45_54,M_Greece_55_64,M_Greece_65_74,M_Greece_75_84,M_Greece_85ov,M_Greece_Tot,M_Hong_Kong_SAR_Ch_0_4,M_Hong_Kong_SAR_Ch_5_14,M_Hong_Kong_SAR_Ch_15_24,M_Hong_Kong_SAR_Ch_25_44,M_Hong_Kong_SAR_Ch_45_54,M_Hong_Kong_SAR_Ch_55_64,M_Hong_Kong_SAR_Ch_65_74,M_Hong_Kong_SAR_Ch_75_84,M_Hong_Kong_SAR_Ch_85ov,M_Hong_Kong_SAR_Ch_Tot,M_India_0_4,M_India_5_14,M_India_15_24,M_India_25_44,M_India_45_54,M_India_55_64,M_India_65_74,M_India_75_84,M_India_85ov,M_India_Tot,M_Indonesia_0_4,M_Indonesia_5_14,M_Indonesia_15_24,M_Indonesia_25_44,M_Indonesia_45_54,M_Indonesia_55_64,M_Indonesia_65_74,M_Indonesia_75_84,M_Indonesia_85ov,M_Indonesia_Tot,M_Iran_0_4,M_Iran_5_14,M_Iran_15_24,M_Iran_25_44,M_Iran_45_54,M_Iran_55_64,M_Iran_65_74,M_Iran_75_84,M_Iran_85ov,M_Iran_Tot
POA3189,0,0,0,0,0,0,0,0,0,0,215,335,238,501,280,198,107,63,27,1964,0,0,0,5,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,12,13,44,11,14,6,3,0,105,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,3,5,0,9,0,4,0,32,19,18,14,15,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,10,0,0,0,4,0,7,17,18,6,52,0,0,0,10,0,0,0,3,0,14,0,4,15,86,13,7,9,7,0,140,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,6
POA3190,0,0,0,0,0,0,0,0,0,0,356,615,458,1014,569,362,264,112,62,3806,0,0,0,3,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,10,0,0,0,13,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,6,9,4,4,0,0,0,28,0,0,0,4,0,0,0,0,0,5,0,7,10,52,13,16,13,15,0,122,0,0,0,3,3,0,7,8,0,21,0,0,0,0,0,0,0,0,0,5,4,24,17,93,80,50,37,22,4,328,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,3,0,0,20,0,0,0,9,9,3,3,5,0,34,0,0,0,4,6,9,17,26,11,70,0,0,0,11,0,0,0,0,0,18,0,7,17,74,11,17,17,3,0,143,0,0,4,4,0,0,0,0,0,3,0,0,0,3,4,0,3,0,0,8
POA3191,0,0,0,0,0,0,0,0,0,0,211,538,518,632,554,491,390,213,89,3637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,3,8,6,3,3,0,0,27,0,0,0,5,0,0,0,0,0,5,0,7,14,15,11,14,0,0,0,69,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,7,0,41,38,74,70,64,52,34,11,386,0,0,0,0,6,3,0,0,0,8,0,0,7,4,5,4,0,0,0,15,0,3,0,8,4,5,8,3,0,42,0,0,4,0,0,9,3,7,0,26,0,3,0,5,0,0,0,3,0,13,0,0,0,15,5,8,10,4,0,41,0,0,0,4,0,0,0,0,0,3,0,0,0,5,0,5,0,0,0,12
POA3192,0,0,0,0,0,0,0,0,0,0,687,1304,996,1979,1075,790,510,318,176,7834,0,0,0,3,4,0,0,0,0,6,0,0,0,4,7,3,3,0,0,15,0,0,0,14,0,0,0,0,0,25,0,0,0,0,0,3,6,0,0,4,0,0,0,4,5,0,0,0,0,16,0,0,0,5,4,0,0,3,0,18,3,19,29,142,42,54,29,5,4,321,0,0,0,5,3,5,0,8,5,27,0,0,0,5,0,0,6,9,0,14,0,34,36,142,92,65,65,38,18,490,0,0,0,10,5,3,0,4,0,17,0,0,5,12,10,9,0,0,0,33,0,0,4,14,4,9,6,11,5,63,0,0,5,10,16,28,47,79,39,225,0,6,0,8,3,10,3,4,0,37,4,17,24,194,42,26,15,4,0,332,0,0,0,15,0,0,0,0,0,24,0,0,0,18,5,4,0,0,0,27
POA3193,0,0,0,4,0,0,0,0,0,10,352,1147,1111,999,1053,1007,842,437,160,7115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,8,0,0,0,5,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,6,0,4,9,9,3,0,0,31,0,0,0,0,0,3,3,0,0,11,0,7,16,40,15,21,9,5,4,107,0,0,0,0,3,0,3,4,0,22,0,0,0,0,0,3,10,4,3,25,4,59,79,86,155,146,106,87,27,740,0,0,0,0,3,0,0,0,0,5,0,0,0,4,4,0,0,0,0,12,0,0,6,10,17,14,8,25,7,89,0,0,0,3,9,14,12,12,9,52,0,4,0,5,0,0,0,0,0,10,0,0,0,10,9,17,14,3,0,51,0,0,0,0,0,0,0,0,0,4,0,0,0,9,5,0,0,0,0,16
POA3194,0,0,0,0,0,0,0,0,0,0,282,619,540,1116,631,501,369,199,91,4344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,5,6,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,5,0,4,6,5,0,0,0,20,0,3,0,0,0,0,3,0,0,13,0,4,35,41,26,28,13,10,0,155,0,0,0,4,0,4,6,0,0,17,0,0,0,4,0,0,9,0,0,16,0,33,17,66,60,45,35,41,7,308,0,0,0,3,5,4,3,0,0,9,0,0,0,7,5,0,0,0,0,13,0,0,3,12,11,0,4,9,4,33,0,0,0,4,6,17,19,33,14,99,0,0,3,10,3,0,0,4,0,14,0,3,12,81,14,15,4,8,0,138,0,0,0,4,0,0,0,0,0,8,0,0,0,3,4,0,4,0,0,8
POA3195,0,0,0,4,0,0,0,0,0,10,932,2355,2015,2845,1901,1479,946,433,177,13081,0,0,0,0,3,0,4,0,0,12,0,0,0,12,3,13,0,0,0,32,0,0,0,6,0,6,0,0,0,13,0,0,5,9,26,19,9,3,0,69,0,0,0,10,10,0,0,0,0,33,0,0,0,3,9,0,7,0,0,15,0,19,28,117,40,45,25,16,5,296,0,0,0,4,3,12,9,7,0,31,0,0,0,7,0,9,11,6,0,31,3,60,76,201,239,146,115,75,20,922,0,0,0,3,8,12,0,0,0,19,0,6,0,9,3,5,4,0,0,29,0,0,3,13,21,20,14,12,0,103,0,0,0,3,10,34,40,47,16,150,0,0,3,14,6,4,6,0,0,30,0,19,12,114,55,56,27,12,5,303,0,0,0,3,0,0,3,0,0,15,0,0,0,6,5,4,6,0,0,18
POA3196,0,0,0,3,0,0,0,0,0,3,809,1477,1032,2612,1260,1000,694,358,132,9364,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,0,0,0,21,0,0,0,11,4,0,0,0,0,13,0,0,0,0,9,4,0,3,0,16,0,9,3,21,9,11,4,0,0,47,0,0,0,5,4,5,0,3,0,14,0,8,6,41,8,18,12,5,0,93,0,0,0,4,3,7,0,9,6,27,0,0,0,0,0,3,5,9,0,19,5,22,31,176,113,100,81,73,29,622,0,0,0,9,0,3,5,0,0,16,0,0,0,20,0,0,0,0,0,25,0,0,0,10,7,8,11,10,5,51,0,0,0,9,3,9,11,21,5,57,0,0,4,9,7,0,4,0,0,24,0,10,5,67,16,25,16,17,9,167,0,0,0,0,4,0,3,0,0,9,0,0,0,9,0,0,0,0,0,15
POA3197,0,0,0,0,0,0,0,0,0,0,343,575,555,1037,624,532,378,164,40,4252,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,6,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,0,0,4,0,0,4,0,0,11,0,0,0,3,3,0,0,0,0,11,3,6,8,28,17,14,9,8,0,97,0,0,0,0,0,11,7,4,0,19,0,0,0,0,3,8,6,4,0,22,0,12,9,36,61,61,60,33,10,280,0,0,0,6,0,8,4,0,0,7,0,0,0,0,0,3,4,0,0,11,0,0,0,4,0,4,16,10,0,35,0,0,0,3,9,12,13,6,0,47,0,0,0,4,0,3,3,0,0,9,0,0,10,27,10,16,11,6,0,73,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4
POA3198,0,0,0,3,0,0,0,0,0,3,551,887,711,1872,868,643,461,266,60,6322,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,15,0,0,0,7,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,8,3,4,0,0,0,23,0,0,0,0,4,0,4,0,0,8,0,0,3,12,7,9,5,4,0,44,0,0,0,0,0,4,5,3,0,18,0,0,4,5,0,7,6,4,0,13,0,11,19,80,68,82,72,70,22,430,0,0,0,3,0,0,0,0,0,4,0,0,0,8,0,0,0,3,0,9,0,0,0,6,8,13,22,13,8,70,0,0,3,0,3,6,7,9,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3,7,0,4,0,51,0,0,0,4,0,0,3,0,0,7,0,0,0,6,0,0,0,0,0,9
POA3199,0,0,0,8,0,7,3,0,0,19,1450,2988,2604,5465,2476,2066,1617,811,299,19785,0,0,4,7,0,0,0,0,0,10,0,0,0,11,9,23,9,3,0,55,0,0,0,6,3,0,0,0,0,7,0,3,0,4,0,3,0,0,0,16,0,0,5,24,11,4,10,4,0,61,0,0,0,0,13,0,4,4,0,28,3,19,47,78,42,34,30,12,0,265,0,0,0,7,7,9,9,10,0,44,0,0,6,0,0,0,7,8,0,28,5,50,88,223,233,378,314,237,108,1640,0,0,3,12,3,9,0,4,0,28,4,4,0,9,3,9,3,0,0,39,0,0,8,16,19,20,39,35,19,163,0,0,5,11,6,21,17,36,22,115,0,0,23,9,5,3,5,0,0,56,0,14,42,110,57,31,15,14,3,285,0,0,3,16,0,5,3,0,0,32,0,0,8,15,7,4,3,0,0,38
POA3200,0,0,0,4,0,0,0,0,0,4,173,280,242,615,233,234,128,78,35,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,4,0,0,0,0,21,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,3,10,11,24,25,21,9,102,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,3,4,18,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3201,0,0,0,15,5,10,0,3,0,30,742,1239,1052,2341,957,761,413,155,57,7724,0,0,0,7,0,0,0,0,0,8,0,0,0,4,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,9,4,0,5,0,0,25,0,0,0,6,3,3,0,0,0,14,0,0,4,4,8,8,3,0,0,32,0,0,4,23,5,7,8,0,0,59,0,0,0,7,5,3,3,6,0,23,0,0,0,0,0,0,0,3,0,6,0,5,10,71,60,99,79,41,22,385,0,0,0,14,17,11,5,0,0,57,0,0,0,3,3,0,3,0,0,11,0,0,0,8,6,12,10,9,0,42,0,0,0,5,3,9,6,10,3,38,0,0,0,8,0,0,6,0,0,12,0,14,20,179,40,41,22,4,0,313,0,0,0,5,0,0,0,0,0,10,0,0,0,11,4,0,0,0,0,15
POA3202,0,0,0,0,0,0,0,0,0,3,62,197,127,159,115,79,64,23,5,830,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,12,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,14,11,7,3,0,0,44,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,3,0,13,17,10,5,7,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,4,0,9,0,0,0,0,3,0,5,0,0,13,0,0,0,5,4,0,0,0,0,9,0,3,3,13,6,6,0,4,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA3204,0,0,0,0,0,0,0,0,0,0,746,1854,1718,2173,1383,1093,594,208,89,9852,0,0,0,9,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,6,0,19,0,0,0,0,0,24,0,0,0,0,5,0,0,0,0,13,0,0,0,5,8,3,3,0,0,28,0,4,0,10,10,5,0,0,0,24,7,85,115,363,139,123,61,18,4,912,0,0,0,6,6,0,3,8,0,25,0,0,0,4,0,6,6,3,0,24,5,34,31,123,124,109,70,38,6,550,0,0,0,7,0,7,0,0,0,15,0,6,6,20,16,10,0,0,0,52,0,0,3,14,15,9,17,12,5,72,0,0,6,7,14,29,38,64,19,174,5,17,17,17,11,5,12,7,5,88,4,58,81,446,79,38,20,19,4,744,0,6,5,24,9,4,3,0,0,53,0,0,0,19,4,6,0,0,0,32
POA3205,0,0,0,0,0,0,0,0,0,0,241,388,339,1129,484,422,242,120,46,3422,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,10,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,13,0,0,0,0,5,0,0,0,0,7,0,3,14,63,7,17,15,7,0,113,0,0,0,0,0,6,5,0,0,6,0,0,0,3,0,3,6,0,0,9,4,14,15,112,68,56,32,13,6,318,0,0,0,0,7,0,0,0,0,9,0,0,0,20,10,0,0,0,0,28,0,0,0,15,7,0,3,0,0,22,0,0,3,8,6,12,8,21,11,61,0,4,5,15,0,3,0,0,0,32,0,3,6,72,6,3,5,5,0,102,0,0,8,26,0,0,0,0,0,39,0,0,0,21,0,0,0,0,0,32
POA3206,0,0,0,0,0,0,0,0,0,3,238,491,365,695,546,492,359,194,52,3436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,0,14,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,10,4,19,14,68,61,53,28,22,3,266,0,0,0,4,0,0,0,0,0,8,0,0,3,15,3,4,3,0,0,33,0,0,0,13,8,0,8,3,0,33,0,0,0,0,4,23,27,66,23,144,0,0,0,3,0,0,0,0,0,6,0,6,11,46,15,6,6,3,0,92,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
POA3207,0,0,0,5,0,0,0,0,0,5,383,686,529,1554,872,678,443,241,44,5430,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,15,0,0,3,26,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,3,3,3,0,9,11,0,0,0,0,34,0,0,0,9,10,0,0,0,0,15,0,7,15,38,9,16,8,0,0,99,0,0,0,8,8,4,3,0,0,22,0,0,0,5,0,8,3,0,0,26,0,18,18,177,105,71,54,28,5,466,0,0,0,5,3,0,0,0,0,5,0,0,9,33,3,3,0,0,0,49,0,3,3,22,10,3,3,6,0,53,0,0,0,10,8,23,26,48,26,132,0,0,9,16,0,4,0,0,0,28,0,0,9,41,12,9,3,4,0,75,0,0,3,9,7,0,0,0,0,18,0,0,0,19,0,0,4,0,0,31
POA3211,0,0,0,0,0,0,0,0,0,0,24,94,82,105,72,61,44,15,3,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,4,5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3212,0,0,6,11,0,3,0,0,0,12,598,1170,1007,2565,1039,752,537,202,61,7932,0,0,0,3,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,11,0,0,9,0,0,25,0,0,0,9,0,13,8,8,3,35,0,0,0,0,0,0,3,0,0,8,0,8,13,51,52,91,58,56,14,340,0,0,0,0,3,0,0,0,0,6,0,0,0,3,6,0,0,0,0,8,0,0,0,4,4,0,17,15,3,46,0,0,0,0,3,3,0,3,0,8,0,0,0,0,0,0,4,0,0,4,0,9,17,148,18,3,3,0,0,200,0,0,0,3,0,0,0,0,0,6,0,0,0,5,0,4,0,0,0,16
POA3213,0,4,0,3,0,0,0,0,0,11,111,323,307,412,278,230,101,45,14,1811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,9,0,0,0,0,6,4,11,11,0,32,0,0,0,0,0,0,0,0,0,0,0,6,0,9,13,20,11,8,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,8,0,18,0,0,0,0,0,0,0,6,3,11,0,0,0,0,0,0,0,0,0,0,0,4,7,30,3,0,0,0,0,50,0,0,0,0,0,0,0,0,0,3,0,7,3,5,0,0,0,0,0,12
POA3214,0,21,52,123,36,12,0,0,0,247,620,1131,1231,1947,973,918,639,257,69,7795,0,0,0,12,0,0,0,0,0,15,0,0,4,21,7,22,13,3,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,18,7,9,4,4,7,0,0,52,0,0,3,14,11,28,18,22,8,107,0,0,0,0,0,0,0,0,0,4,0,4,9,17,31,75,74,50,11,277,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,6,0,0,4,0,3,0,22,13,9,52,0,0,0,0,0,5,3,0,3,16,0,7,5,0,0,0,0,0,0,14,3,8,55,281,0,0,4,4,0,360,0,0,0,3,0,0,0,0,0,3,0,9,20,10,3,0,0,0,0,44
POA3215,0,8,8,21,3,0,0,0,0,37,567,984,1017,2135,1027,825,626,293,115,7579,0,0,0,0,0,0,0,0,0,8,0,0,0,19,8,17,9,16,3,73,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,4,3,0,5,6,4,0,0,0,17,0,0,0,0,3,0,0,0,0,0,0,3,0,17,9,12,15,12,0,66,0,0,0,14,19,48,71,88,50,297,0,3,0,6,0,0,0,0,0,12,0,5,8,31,26,44,42,24,13,188,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,6,8,4,28,22,8,75,0,0,4,0,0,3,5,12,6,45,0,5,0,0,0,0,0,0,0,4,3,11,41,202,6,5,4,0,0,272,0,0,0,4,0,0,6,0,0,15,0,3,7,9,0,0,0,0,0,23
POA3216,0,4,3,4,3,0,3,0,0,15,1629,3311,3473,5604,2674,2358,1971,1177,496,22686,0,0,10,27,9,5,0,0,0,44,0,0,0,5,4,7,0,0,0,19,0,0,0,10,0,0,0,0,0,21,0,0,4,0,0,0,0,0,0,3,0,3,7,10,7,8,0,0,0,38,0,0,0,6,0,0,0,0,0,7,0,16,57,158,36,28,22,3,4,326,0,0,0,5,3,25,7,4,5,52,5,5,4,15,5,5,0,3,0,39,0,44,59,143,136,160,150,143,67,901,0,0,0,4,3,3,0,0,0,13,0,0,0,13,0,3,0,0,0,19,4,0,5,9,17,11,37,32,13,122,0,0,0,6,4,0,7,13,5,27,0,0,8,9,6,4,10,0,0,29,6,37,229,643,54,20,14,11,3,1011,0,4,9,14,5,0,3,0,0,32,3,8,6,52,20,17,3,0,0,105
POA3217,0,3,0,7,3,0,0,0,0,10,1034,1309,949,2825,618,441,338,142,42,7711,0,0,0,6,0,0,0,0,0,8,0,0,0,6,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,3,33,7,4,0,0,0,58,0,0,0,7,0,5,0,0,0,14,0,5,0,6,0,0,0,0,0,13,5,19,33,84,42,39,30,22,7,283,0,0,0,11,0,0,0,0,0,14,0,0,0,4,5,0,0,0,0,9,0,4,0,8,0,0,0,4,3,21,0,0,0,0,0,0,0,3,0,5,0,0,0,8,0,0,6,0,0,11,3,22,54,371,22,4,4,0,0,486,0,0,4,3,0,0,0,0,0,8,0,3,0,13,4,3,0,0,0,23
POA3218,0,0,0,9,0,0,0,0,0,10,505,803,641,1803,754,656,427,176,48,5815,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,4,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,16,22,8,4,0,0,0,53,0,0,0,4,0,0,3,4,0,12,0,0,0,0,0,0,0,0,0,6,0,10,17,58,38,46,29,18,4,214,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,13,0,0,6,3,4,0,5,3,4,26,0,0,0,0,0,0,8,4,0,10,0,0,5,3,0,0,0,0,0,8,0,3,16,125,0,0,0,0,0,149,0,0,0,6,0,0,0,0,0,9,0,6,0,13,3,0,0,0,0,17
POA3219,0,0,0,0,0,0,0,0,0,8,462,928,1088,2029,947,991,771,355,117,7690,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,14,0,0,0,0,0,26,0,0,0,4,0,3,5,4,0,19,0,0,0,3,0,0,0,0,0,5,0,0,6,37,39,58,59,44,20,259,0,4,5,7,0,0,0,0,0,11,0,0,0,7,0,0,0,0,0,13,0,0,0,0,4,3,15,14,4,40,0,0,0,0,0,6,6,3,3,20,0,0,0,0,0,0,0,0,0,3,0,8,42,139,0,0,5,0,0,194,0,0,0,0,4,0,3,0,0,7,0,0,4,3,0,0,0,0,0,8
POA3220,0,0,0,0,0,0,0,0,0,0,391,917,923,1527,881,849,636,306,86,6520,0,0,0,4,0,0,0,0,0,12,0,0,0,4,0,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,9,14,48,9,7,6,0,0,96,0,0,0,0,0,5,7,11,0,19,0,0,0,8,0,0,0,0,0,9,4,17,17,44,44,57,50,24,10,262,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,3,5,0,0,13,0,0,0,0,0,6,12,6,4,29,0,0,0,0,0,4,8,3,3,19,0,6,0,5,3,8,0,0,0,21,0,0,20,155,7,0,4,0,0,191,0,0,0,9,0,0,0,0,0,10,0,0,0,14,0,0,0,3,0,17
