POA_CODE_2021,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
POA3177,33,4,3,3,37,30,0,66,219,32,0,5,253,5,0,5,262,30,0,284,232,89,8,6,339,7,0,7,348,31,0,382,23,0,3,0,30,0,0,0,30,0,0,34,3,0,0,6,5,0,0,0,5,0,0,6,476,122,14,14,636,15,0,15,648,65,0,717,25,0,0,0,25,6,0,6,29,14,0,39,21,18,0,5,46,0,7,10,55,0,0,55,45,18,0,5,69,11,7,19,87,14,0,98,520,144,19,20,699,24,7,33,731,79,0,810,564,218,20,32,836,62,10,70,902,327,12,1245,3,0,0,6,11,0,0,0,11,0,15,27,1090,365,42,50,1542,86,17,98,1642,406,29,2081
POA3178,363,11,0,8,377,43,0,417,2000,201,40,4,2243,22,6,28,2269,78,4,2352,2285,282,48,12,2629,22,0,24,2652,76,0,2734,255,29,36,3,317,0,0,0,320,18,0,338,14,3,0,24,47,0,0,0,47,5,0,58,4555,519,122,45,5243,49,10,58,5301,173,9,5474,46,5,0,0,51,7,0,7,58,0,0,55,72,12,0,0,90,3,5,10,92,8,0,97,118,14,0,0,137,9,5,10,146,6,0,153,4672,537,122,45,5378,59,11,72,5446,184,9,5628,946,130,21,9,1103,10,0,10,1120,131,0,1246,14,0,0,10,23,0,0,0,23,4,10,35,5632,663,146,68,6504,70,11,85,6582,313,15,6914
POA3179,69,0,0,0,72,10,0,77,353,34,3,0,389,9,0,9,397,23,0,420,381,64,0,5,448,6,3,5,455,12,0,466,37,6,3,0,50,0,0,0,50,0,0,48,0,0,0,11,11,0,0,0,11,0,3,17,772,105,5,17,901,9,3,12,913,38,3,948,13,4,0,0,15,0,0,0,15,0,0,18,9,4,0,0,18,0,0,0,17,0,3,25,22,5,0,0,32,0,0,0,38,0,3,42,799,108,5,17,932,15,3,16,949,36,8,989,159,47,8,0,218,5,0,5,215,35,0,252,0,0,0,0,0,0,0,0,0,0,0,4,956,156,16,18,1150,16,3,16,1170,67,3,1245
POA3180,66,4,0,6,69,4,0,78,398,35,6,0,447,7,4,11,450,17,4,472,433,65,5,0,503,6,0,5,509,19,0,530,57,6,10,0,72,0,0,0,71,9,0,78,3,0,0,5,5,0,0,0,5,0,0,9,890,107,24,3,1025,11,4,13,1041,42,4,1090,10,0,0,0,14,0,0,0,16,0,0,16,11,0,0,0,11,5,0,5,16,0,0,16,29,0,0,0,29,0,0,0,32,0,0,32,913,111,24,3,1055,15,4,21,1073,42,4,1122,226,40,3,3,275,0,0,0,281,46,0,322,0,0,0,0,3,0,0,0,3,0,3,9,1145,152,30,8,1329,16,4,23,1356,90,6,1452
POA3181,39,3,0,3,41,7,0,47,472,62,12,0,543,17,0,17,555,19,0,576,428,46,3,0,480,0,0,0,480,22,0,501,123,7,13,0,144,0,0,0,140,7,0,153,0,0,0,7,9,0,0,0,6,0,0,6,1023,120,23,8,1172,17,0,17,1191,49,0,1244,7,0,0,0,7,0,0,0,7,0,0,7,17,0,0,0,20,0,0,0,18,0,0,22,25,0,0,0,26,0,0,0,25,0,0,30,1045,120,23,8,1202,16,0,19,1218,52,0,1269,193,30,4,4,227,5,0,5,240,27,0,263,0,0,0,0,0,0,0,0,0,0,0,0,1243,153,26,13,1430,22,0,25,1457,81,0,1535
POA3182,24,4,0,0,29,10,0,41,483,53,12,0,546,11,3,13,559,47,0,608,405,67,7,9,489,13,0,13,502,18,0,521,73,13,4,0,96,0,0,4,98,4,0,104,4,0,0,3,10,0,0,0,10,0,0,10,967,132,26,7,1133,28,6,31,1171,74,0,1241,14,0,0,0,14,0,0,0,15,5,0,19,12,4,0,0,11,0,0,0,13,0,0,20,23,4,0,0,27,0,0,0,29,10,0,35,990,134,26,7,1162,29,6,31,1192,78,0,1276,192,31,12,3,234,10,3,9,251,35,0,285,3,0,0,0,6,0,0,0,6,0,0,8,1185,164,35,15,1402,39,5,42,1445,115,0,1562
POA3183,63,0,0,0,68,8,0,71,571,88,0,0,664,6,0,11,678,31,0,707,923,253,8,14,1196,19,5,22,1218,52,0,1268,123,32,13,3,170,0,0,0,167,10,0,181,23,0,0,15,43,0,0,0,43,0,9,56,1636,379,24,30,2068,31,4,31,2110,89,9,2205,14,0,0,0,14,3,0,0,15,0,0,15,7,0,0,0,12,0,0,0,14,0,0,14,25,0,0,0,21,3,0,10,29,0,0,29,1654,384,24,30,2098,32,8,42,2136,89,9,2236,311,111,16,13,445,12,0,12,458,78,0,537,10,7,0,11,23,0,0,0,23,0,14,38,1982,494,36,50,2566,43,5,53,2620,165,26,2812
POA3184,53,0,0,0,53,5,0,62,574,70,9,4,655,8,7,14,670,15,0,686,596,111,3,0,708,3,0,9,718,31,3,749,90,15,8,10,124,4,0,4,127,0,0,132,0,0,0,3,9,0,0,0,9,0,0,8,1256,203,17,16,1493,17,6,26,1521,49,3,1577,9,0,0,0,17,0,0,0,17,0,0,17,17,4,0,0,23,0,0,0,24,0,0,24,31,6,0,0,35,0,0,0,36,0,0,42,1285,207,17,16,1528,19,6,27,1556,50,3,1615,219,27,3,3,259,3,0,3,262,27,0,290,0,0,0,0,0,0,0,0,0,0,0,3,1507,239,25,27,1792,24,6,33,1817,75,11,1904
POA3185,97,0,0,0,97,7,0,110,754,95,7,0,859,22,8,29,888,31,0,921,773,170,10,7,957,17,0,17,969,26,6,1001,105,30,22,0,153,0,0,0,149,0,0,149,3,0,0,10,17,0,0,0,17,0,0,17,1639,297,37,15,1983,36,8,46,2028,54,10,2089,4,0,0,0,4,0,0,0,4,0,0,4,36,0,0,0,36,4,0,4,33,6,0,40,43,0,0,0,41,4,0,4,47,6,0,47,1673,297,38,15,2026,40,8,46,2071,53,10,2132,306,54,0,17,379,7,0,9,384,40,0,430,7,0,0,9,15,0,0,0,21,0,6,22,1986,346,46,41,2416,50,11,59,2477,98,18,2584
POA3186,225,5,4,4,227,40,0,270,1265,128,16,3,1411,21,0,25,1429,109,0,1532,1313,177,24,12,1528,30,5,27,1556,49,0,1605,124,11,12,3,153,0,0,0,153,8,0,158,21,0,0,15,42,0,0,0,42,3,0,44,2724,322,45,33,3127,50,4,52,3178,167,0,3350,20,0,0,0,20,0,0,0,20,0,0,20,47,3,0,0,47,0,0,0,47,0,0,47,69,3,0,0,71,0,0,0,71,0,0,73,2797,321,45,33,3195,50,4,52,3248,170,0,3418,740,115,8,11,876,3,3,6,887,124,0,1006,7,3,0,5,14,0,0,0,14,0,8,26,3538,440,51,54,4092,53,9,60,4149,286,12,4449
POA3187,173,5,0,8,186,14,0,196,1225,119,13,9,1370,30,5,32,1397,72,3,1470,1177,147,19,3,1346,23,0,23,1376,21,4,1400,119,16,15,0,153,0,0,0,153,0,0,158,15,0,0,6,21,0,0,0,21,0,0,21,2533,283,49,16,2892,54,5,56,2950,95,8,3050,16,0,0,0,17,10,0,11,24,0,0,24,48,3,0,0,53,0,5,7,59,8,0,66,66,7,0,0,73,8,0,14,90,9,0,95,2604,291,49,16,2960,65,12,71,3036,99,8,3141,500,74,7,3,581,19,0,22,603,65,0,673,7,3,0,3,15,0,0,0,15,0,6,19,3108,362,55,27,3554,86,8,95,3650,170,18,3830
POA3188,199,0,0,0,200,19,0,219,1208,132,14,3,1353,24,4,28,1386,47,0,1432,1320,141,12,0,1477,15,5,21,1496,18,0,1520,165,11,10,0,189,0,0,0,189,3,0,193,21,3,0,11,35,0,0,0,35,0,0,35,2717,290,38,19,3064,44,7,49,3110,72,0,3181,30,0,0,0,30,0,0,0,29,0,0,29,40,5,0,0,39,4,0,4,42,4,0,46,67,5,0,0,68,5,0,5,70,4,0,76,2782,290,38,19,3131,46,7,49,3183,75,0,3255,542,36,14,6,601,15,5,15,613,47,7,669,6,0,0,4,11,0,0,0,11,0,4,15,3335,330,46,30,3741,60,6,66,3810,123,16,3947
POA3189,36,0,0,0,36,4,0,38,344,16,8,5,370,4,0,4,371,14,0,389,459,61,13,0,534,3,0,4,541,15,0,554,65,11,0,0,81,5,0,5,79,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,872,90,21,7,987,5,0,11,993,35,0,1032,5,0,0,0,5,0,0,0,5,0,0,5,13,5,3,0,19,0,0,0,19,0,0,19,18,5,3,0,21,0,0,0,21,0,0,21,882,94,21,7,1006,5,0,11,1017,35,0,1053,126,17,3,7,152,4,0,4,151,23,0,177,0,0,0,0,0,0,0,0,0,0,0,0,1014,110,25,7,1161,7,0,15,1167,57,4,1229
POA3190,69,3,0,3,71,9,0,81,594,79,23,0,696,13,4,21,716,36,3,754,812,88,19,0,921,9,0,10,933,16,0,943,142,17,15,0,175,0,0,0,175,0,0,177,7,0,0,9,11,0,0,0,11,4,0,14,1557,184,52,9,1805,20,7,29,1834,54,3,1889,3,6,0,0,9,0,0,0,13,4,0,13,29,0,0,0,28,0,0,0,28,0,0,28,31,6,0,0,42,0,0,0,37,4,0,40,1591,189,52,9,1839,20,10,31,1870,53,3,1927,283,20,4,8,319,10,0,10,322,40,0,365,4,0,0,0,3,0,0,0,3,0,9,15,1876,211,62,16,2165,30,10,41,2203,95,9,2310
POA3191,105,0,0,0,111,12,0,120,679,57,5,0,746,10,0,10,757,24,0,781,705,80,19,5,806,11,0,11,816,23,0,841,63,13,6,0,76,0,0,0,79,4,0,83,8,0,0,4,13,0,0,0,13,0,0,14,1459,151,32,8,1643,18,0,17,1660,52,0,1720,15,0,0,0,15,3,0,3,19,0,0,19,27,5,0,0,27,0,0,0,27,4,0,30,40,5,0,0,41,0,0,0,39,4,0,45,1491,149,32,8,1679,20,0,22,1706,61,0,1766,283,20,5,0,318,7,0,14,322,42,0,368,0,0,0,0,5,0,0,0,5,0,3,4,1779,171,32,13,2000,27,4,30,2031,104,4,2139
POA3192,124,0,0,0,123,20,0,150,1304,139,20,3,1462,37,3,36,1503,57,3,1562,1632,214,18,12,1879,6,10,15,1890,52,0,1947,226,17,26,3,271,0,0,0,277,12,0,285,16,0,3,14,38,0,0,0,38,0,4,43,3171,368,69,34,3650,47,5,51,3704,120,11,3837,29,0,0,0,30,3,0,3,32,3,0,37,46,6,0,0,51,0,0,0,58,5,0,58,73,6,0,0,85,3,0,7,92,7,0,99,3250,373,69,39,3732,49,9,58,3794,132,11,3933,496,51,13,14,572,11,0,13,587,57,0,646,3,0,0,11,12,0,0,0,12,0,14,26,3750,422,79,65,4316,63,13,71,4388,192,18,4605
POA3193,215,0,3,8,218,16,0,232,1358,147,20,4,1528,21,9,25,1553,76,4,1631,1525,183,23,11,1743,16,3,25,1761,44,0,1812,135,15,31,0,180,0,0,0,180,8,5,188,19,3,0,20,46,0,0,0,46,6,7,54,3036,357,68,43,3496,37,12,44,3541,131,15,3688,14,8,0,0,20,0,0,0,20,0,0,20,58,0,0,0,58,3,0,3,59,0,0,62,71,8,0,0,78,3,0,3,79,5,0,78,3106,356,68,43,3574,40,12,50,3623,132,15,3768,548,59,10,10,623,5,3,3,627,63,0,688,0,0,0,4,4,0,0,0,4,0,6,14,3657,411,78,46,4204,36,12,55,4251,196,19,4467
POA3194,84,0,0,0,84,9,0,94,680,73,9,0,766,13,4,15,776,27,0,809,813,94,16,3,928,8,0,8,933,29,0,957,103,3,3,5,116,0,0,0,117,0,0,119,4,0,0,8,10,0,0,0,10,0,4,18,1599,173,26,16,1818,16,4,22,1838,58,4,1902,6,0,0,0,6,4,0,4,7,0,0,7,20,5,0,0,23,0,0,0,23,3,0,28,31,5,0,0,31,4,0,4,33,3,0,40,1633,177,26,16,1850,24,4,23,1875,57,4,1939,234,37,7,6,280,11,5,13,291,21,0,315,0,0,0,10,9,0,0,0,9,0,0,9,1866,214,35,29,2140,31,6,37,2175,81,4,2264
POA3195,298,3,0,0,299,34,0,340,2506,236,44,5,2791,32,3,38,2833,110,3,2942,3020,277,51,12,3355,26,0,28,3384,86,4,3473,329,43,38,4,411,7,0,8,418,8,0,423,25,4,3,15,40,0,0,0,40,0,4,42,5878,561,135,29,6603,63,7,72,6679,203,14,6885,41,4,0,0,43,0,0,0,43,0,0,43,89,10,0,3,99,5,0,5,99,4,0,106,125,16,0,3,147,5,0,5,150,4,0,153,6006,576,135,30,6745,72,7,78,6825,204,14,7041,903,94,24,12,1031,13,3,12,1043,67,3,1113,9,3,0,5,17,0,0,0,17,0,11,26,6918,671,159,50,7788,77,8,90,7884,275,17,8173
POA3196,112,0,0,0,112,9,0,125,1156,158,27,0,1344,12,0,19,1357,37,0,1398,1856,211,39,11,2117,16,4,21,2136,50,0,2193,256,28,38,0,322,0,0,0,320,8,0,329,24,0,0,17,38,0,0,0,38,0,3,49,3295,396,105,33,3822,36,6,43,3859,91,12,3963,29,0,0,0,34,0,0,0,34,0,0,34,40,7,0,0,44,0,5,5,49,0,0,50,65,15,0,0,79,0,5,4,78,0,0,82,3359,406,105,33,3898,35,10,45,3939,91,12,4048,533,50,18,12,617,5,3,5,623,57,0,682,3,0,0,0,6,0,0,0,6,0,12,17,3900,459,122,44,4520,39,9,49,4574,147,22,4745
POA3197,67,0,0,0,67,9,0,72,467,44,16,0,522,4,5,8,532,21,0,551,826,97,14,9,940,5,0,7,946,16,0,962,96,12,0,0,111,0,0,0,113,11,0,117,7,0,3,16,30,0,0,0,30,0,0,30,1392,150,32,20,1594,16,3,14,1612,51,0,1664,7,0,0,0,7,0,0,0,7,4,0,10,11,0,4,0,14,0,0,0,14,0,0,14,16,0,4,0,21,0,0,0,21,4,0,22,1412,153,32,20,1617,16,3,14,1635,54,3,1684,261,18,11,0,290,0,0,0,294,38,0,325,0,0,0,3,3,0,0,0,3,0,3,10,1677,169,46,30,1912,16,3,18,1931,86,6,2027
POA3198,42,0,0,0,45,3,0,47,486,73,8,4,583,0,6,4,589,56,0,643,974,112,18,6,1116,6,0,4,1126,22,0,1143,200,25,5,4,240,0,4,4,238,8,0,247,11,4,0,5,18,0,0,0,18,0,0,20,1666,221,37,26,1954,8,8,16,1970,81,3,2053,16,6,0,0,15,4,0,4,24,4,0,26,17,0,0,0,23,0,0,0,24,0,0,21,36,0,0,0,41,9,0,9,48,3,0,50,1702,226,40,26,1990,15,8,20,2015,84,3,2107,330,46,3,11,389,7,5,8,396,50,0,443,0,0,0,0,0,0,0,0,0,4,8,12,2035,273,41,38,2387,19,12,31,2416,136,10,2564
POA3199,196,0,0,0,200,16,0,219,1880,256,39,3,2184,35,3,42,2228,127,0,2360,3127,486,71,15,3701,21,7,29,3729,118,10,3857,446,73,53,5,574,3,0,3,580,21,0,600,46,0,5,34,91,0,0,0,91,5,5,97,5504,818,159,63,6544,65,11,80,6620,269,18,6912,36,7,0,0,42,6,5,6,49,7,0,58,59,10,0,6,76,3,0,0,78,5,0,89,97,21,0,6,122,6,4,15,134,15,0,142,5603,837,165,65,6660,73,20,92,6755,284,18,7056,1055,121,29,18,1232,49,8,54,1280,193,4,1478,8,0,7,0,13,0,0,0,13,0,34,47,6665,956,199,91,7907,119,25,137,8050,484,53,8580
POA3200,0,0,0,0,0,0,0,5,53,9,0,0,64,0,0,0,66,20,0,89,129,40,0,0,179,3,3,4,182,19,0,205,20,8,0,0,33,0,0,0,33,0,0,33,0,0,0,0,0,0,0,0,0,3,0,7,214,57,5,0,272,3,3,9,284,46,0,331,3,0,0,0,3,0,0,0,3,0,0,3,8,0,0,0,13,0,0,0,13,5,0,15,13,0,0,0,17,0,0,0,17,5,0,20,221,58,5,0,291,3,3,9,301,44,0,346,123,12,5,4,153,14,7,21,170,37,3,209,0,0,0,0,3,0,0,0,3,0,0,3,349,75,11,10,441,13,15,29,471,81,7,561
POA3201,79,0,0,0,75,9,0,88,792,93,8,0,894,19,4,21,917,57,4,977,1143,173,22,17,1350,14,0,18,1365,53,0,1419,205,16,26,0,254,3,0,3,253,15,0,266,13,5,0,17,35,0,0,0,35,5,0,38,2151,288,58,35,2532,38,4,43,2579,126,3,2709,15,0,0,0,18,0,0,0,18,0,0,17,40,4,0,0,41,0,0,7,42,0,0,50,50,0,0,0,62,0,0,7,64,0,0,67,2206,292,60,32,2592,41,6,47,2640,126,3,2773,595,81,25,23,717,9,10,18,738,95,0,835,11,0,0,0,14,0,0,0,10,0,3,17,2804,371,82,57,3316,48,17,70,3387,225,15,3624
POA3202,15,0,0,0,15,0,0,22,198,25,6,5,235,4,0,4,244,11,0,248,204,17,8,0,230,3,0,3,233,4,0,242,22,0,3,0,30,0,0,0,30,0,0,36,8,0,0,0,8,0,0,0,8,0,0,8,435,49,21,4,501,11,0,11,515,11,0,524,8,0,0,0,8,0,0,0,8,0,0,14,3,0,0,0,3,0,0,0,3,4,0,6,18,0,0,0,18,0,0,0,18,0,0,21,454,49,21,4,523,11,0,11,532,18,0,548,99,10,0,0,109,0,0,0,109,18,0,124,3,0,0,0,3,0,0,0,3,0,0,3,555,59,21,4,629,11,0,11,645,30,0,674
POA3204,303,6,0,12,310,40,0,347,2250,236,22,8,2518,65,0,67,2585,129,4,2713,2330,339,36,12,2725,28,9,33,2756,96,4,2861,238,18,23,0,280,7,0,7,291,4,0,294,21,0,0,18,42,0,0,0,42,0,6,47,4841,591,89,40,5558,99,10,109,5668,227,7,5908,30,10,0,0,47,6,0,6,55,0,0,55,78,5,0,0,81,3,5,9,93,5,3,101,111,16,0,0,132,11,5,11,149,5,3,153,4952,611,95,35,5695,107,15,123,5820,234,11,6067,760,70,22,9,850,23,4,21,878,146,0,1026,5,3,0,5,9,0,0,0,9,0,3,13,5711,680,108,51,6559,126,21,151,6706,382,20,7108
POA3205,27,0,0,0,27,9,0,41,340,36,0,0,380,22,0,22,403,27,0,430,349,37,8,0,403,7,0,7,405,10,3,415,60,8,3,0,70,0,0,0,70,0,4,70,0,0,0,8,11,0,0,0,11,0,0,8,750,79,17,6,855,29,0,29,883,41,6,932,8,7,0,0,17,3,0,3,17,0,0,15,9,0,0,0,9,0,0,0,9,0,0,9,15,7,0,0,20,3,0,3,22,0,0,23,770,85,17,6,880,30,0,30,908,46,6,960,149,32,6,4,193,0,0,0,193,33,0,231,7,0,0,3,7,0,0,0,7,0,4,14,923,117,19,17,1081,29,0,29,1110,80,12,1197
POA3206,51,0,0,0,59,5,0,59,558,64,7,0,634,4,4,11,646,41,0,687,584,74,14,4,670,0,0,3,673,14,0,688,66,10,7,0,83,0,0,0,83,3,0,86,14,0,0,0,19,0,0,0,19,0,0,19,1227,144,23,6,1399,6,7,15,1411,60,0,1474,15,0,0,0,14,0,0,0,18,0,0,18,9,8,0,0,12,0,0,0,12,0,0,12,21,6,0,0,28,0,0,0,29,0,0,29,1249,147,23,6,1427,9,7,14,1442,60,0,1502,286,40,5,0,333,5,0,5,337,14,0,356,0,0,0,6,8,0,0,0,8,0,6,16,1536,190,30,14,1763,12,7,20,1785,74,13,1872
POA3207,63,0,0,0,60,4,0,72,763,73,19,0,856,9,0,9,869,51,0,922,581,100,6,0,689,8,0,8,702,25,0,722,141,17,18,0,165,3,0,3,171,6,0,181,8,0,0,3,11,0,0,0,11,0,0,11,1493,189,38,4,1728,26,0,26,1756,87,0,1838,13,0,0,0,13,3,0,3,17,0,0,17,19,3,0,0,27,0,5,8,29,5,0,38,33,3,0,0,39,7,5,11,52,8,0,53,1526,193,38,4,1768,31,5,36,1806,94,0,1894,332,24,7,6,365,15,0,15,383,54,0,438,0,0,0,0,4,0,0,0,4,0,3,4,1856,226,44,15,2137,49,5,45,2186,141,3,2339
POA3211,13,0,0,0,13,0,0,14,84,5,3,0,89,0,0,0,92,0,0,92,63,9,0,3,74,4,0,4,79,0,0,79,13,0,4,0,11,0,0,0,11,0,0,11,0,0,0,6,6,0,0,0,6,0,0,3,160,9,3,3,178,6,0,6,184,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,9,3,3,182,6,0,6,190,0,0,190,38,15,0,4,53,3,0,3,55,8,0,66,0,0,0,0,0,0,0,0,0,0,0,0,201,21,3,8,236,8,0,8,243,12,0,258
POA3212,79,3,0,5,85,5,0,88,854,76,21,7,956,19,3,15,972,51,0,1024,1366,117,51,11,1549,7,0,7,1551,35,0,1590,163,13,12,0,189,8,0,8,197,0,0,195,7,0,0,12,15,0,0,0,15,0,0,17,2387,201,87,25,2708,23,3,29,2733,87,4,2821,17,3,3,0,26,3,0,3,37,4,0,39,33,0,0,0,34,0,0,4,39,0,0,39,56,9,3,0,65,4,0,7,75,4,0,81,2444,215,95,25,2772,34,6,34,2807,90,4,2904,523,45,17,15,598,9,3,15,616,54,0,670,8,4,0,3,13,0,0,0,13,0,11,23,2973,263,112,38,3383,41,8,51,3439,145,12,3595
POA3213,31,0,0,0,31,4,0,35,239,22,8,0,278,4,0,4,282,20,0,300,354,62,15,9,435,4,4,5,443,9,0,452,34,8,0,0,37,0,0,0,37,0,0,43,9,4,0,4,13,0,0,0,13,0,4,12,630,95,26,11,761,10,4,9,774,37,4,806,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,14,0,0,0,14,0,0,14,6,0,0,4,14,0,0,0,14,0,0,14,634,102,26,13,771,10,4,9,783,37,4,826,153,23,3,3,182,0,0,0,186,18,0,207,0,0,0,0,0,0,0,0,0,0,0,0,787,123,29,18,957,10,4,12,972,54,4,1032
POA3214,27,0,0,0,27,17,0,42,277,46,4,0,328,16,4,18,351,46,0,395,497,124,12,7,640,14,3,17,659,69,0,731,78,16,13,0,112,0,0,0,112,8,0,123,14,0,0,16,31,0,0,0,31,0,7,36,861,192,31,23,1112,27,0,34,1143,128,7,1280,17,4,0,0,21,8,0,8,26,3,0,32,44,9,0,0,51,3,0,8,57,6,0,62,62,12,0,0,68,11,0,10,86,13,0,95,924,203,31,24,1181,37,7,50,1230,135,7,1373,545,211,15,31,801,36,11,46,844,388,4,1243,3,4,0,0,8,0,0,0,8,0,18,21,1469,415,50,53,1989,76,13,89,2077,528,26,2632
POA3215,74,0,0,0,74,12,0,90,643,120,14,3,783,8,0,15,795,66,0,855,1116,145,29,6,1296,21,7,26,1323,50,0,1369,166,29,29,0,224,0,0,4,226,8,0,237,15,0,0,19,31,0,0,0,31,5,4,42,1940,293,73,32,2337,28,4,41,2381,123,3,2502,20,3,3,0,24,0,0,0,26,4,0,28,28,5,0,0,34,0,4,3,42,0,0,42,46,9,3,0,62,5,4,8,66,4,0,72,1983,304,72,35,2400,36,14,49,2440,123,3,2572,413,99,9,7,534,10,9,17,551,99,0,646,5,0,0,3,8,0,0,0,8,0,5,11,2402,407,80,45,2930,42,24,67,2998,221,9,3229
