POA_CODE_2021,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot,P_Greece_0_4,P_Greece_5_14,P_Greece_15_24,P_Greece_25_44,P_Greece_45_54,P_Greece_55_64,P_Greece_65_74,P_Greece_75_84,P_Greece_85ov,P_Greece_Tot,P_Hong_Kong_SAR_Ch_0_4,P_Hong_Kong_SAR_Ch_5_14,P_Hong_Kong_SAR_Ch_15_24,P_Hong_Kong_SAR_Ch_25_44,P_Hong_Kong_SAR_Ch_45_54,P_Hong_Kong_SAR_Ch_55_64,P_Hong_Kong_SAR_Ch_65_74,P_Hong_Kong_SAR_Ch_75_84,P_Hong_Kong_SAR_Ch_85ov,P_Hong_Kong_SAR_Ch_Tot,P_India_0_4,P_India_5_14,P_India_15_24,P_India_25_44,P_India_45_54,P_India_55_64,P_India_65_74,P_India_75_84,P_India_85ov,P_India_Tot,P_Indonesia_0_4,P_Indonesia_5_14,P_Indonesia_15_24,P_Indonesia_25_44,P_Indonesia_45_54,P_Indonesia_55_64,P_Indonesia_65_74,P_Indonesia_75_84,P_Indonesia_85ov,P_Indonesia_Tot,P_Iran_0_4,P_Iran_5_14,P_Iran_15_24,P_Iran_25_44,P_Iran_45_54,P_Iran_55_64,P_Iran_65_74,P_Iran_75_84,P_Iran_85ov,P_Iran_Tot,P_Iraq_0_4,P_Iraq_5_14,P_Iraq_15_24,P_Iraq_25_44,P_Iraq_45_54,P_Iraq_55_64,P_Iraq_65_74,P_Iraq_75_84,P_Iraq_85ov,P_Iraq_Tot,P_Ireland_0_4,P_Ireland_5_14,P_Ireland_15_24,P_Ireland_25_44,P_Ireland_45_54,P_Ireland_55_64,P_Ireland_65_74,P_Ireland_75_84,P_Ireland_85ov,P_Ireland_Tot,P_Italy_0_4,P_Italy_5_14,P_Italy_15_24,P_Italy_25_44,P_Italy_45_54,P_Italy_55_64,P_Italy_65_74,P_Italy_75_84,P_Italy_85ov,P_Italy_Tot,P_Japan_0_4,P_Japan_5_14,P_Japan_15_24,P_Japan_25_44,P_Japan_45_54,P_Japan_55_64,P_Japan_65_74,P_Japan_75_84,P_Japan_85ov,P_Japan_Tot,P_Korea_South_0_4,P_Korea_South_5_14,P_Korea_South_15_24,P_Korea_South_25_44,P_Korea_South_45_54,P_Korea_South_55_64,P_Korea_South_65_74,P_Korea_South_75_84,P_Korea_South_85ov,P_Korea_South_Tot,P_Lebanon_0_4,P_Lebanon_5_14,P_Lebanon_15_24,P_Lebanon_25_44,P_Lebanon_45_54,P_Lebanon_55_64,P_Lebanon_65_74,P_Lebanon_75_84,P_Lebanon_85ov,P_Lebanon_Tot,P_Malaysia_0_4,P_Malaysia_5_14,P_Malaysia_15_24,P_Malaysia_25_44,P_Malaysia_45_54,P_Malaysia_55_64,P_Malaysia_65_74,P_Malaysia_75_84,P_Malaysia_85ov,P_Malaysia_Tot,P_Malta_0_4,P_Malta_5_14,P_Malta_15_24,P_Malta_25_44,P_Malta_45_54,P_Malta_55_64,P_Malta_65_74,P_Malta_75_84,P_Malta_85ov,P_Malta_Tot,P_Mauritius_0_4,P_Mauritius_5_14,P_Mauritius_15_24,P_Mauritius_25_44,P_Mauritius_45_54,P_Mauritius_55_64,P_Mauritius_65_74,P_Mauritius_75_84,P_Mauritius_85ov,P_Mauritius_Tot,P_Myanmar_0_4,P_Myanmar_5_14,P_Myanmar_15_24,P_Myanmar_25_44,P_Myanmar_45_54,P_Myanmar_55_64,P_Myanmar_65_74,P_Myanmar_75_84,P_Myanmar_85ov,P_Myanmar_Tot,P_Nepal_0_4,P_Nepal_5_14,P_Nepal_15_24,P_Nepal_25_44,P_Nepal_45_54,P_Nepal_55_64,P_Nepal_65_74,P_Nepal_75_84,P_Nepal_85ov,P_Nepal_Tot,P_Netherlands_0_4,P_Netherlands_5_14,P_Netherlands_15_24,P_Netherlands_25_44,P_Netherlands_45_54,P_Netherlands_55_64,P_Netherlands_65_74,P_Netherlands_75_84,P_Netherlands_85ov,P_Netherlands_Tot,P_New_Zealand_0_4,P_New_Zealand_5_14,P_New_Zealand_15_24,P_New_Zealand_25_44,P_New_Zealand_45_54,P_New_Zealand_55_64,P_New_Zealand_65_74,P_New_Zealand_75_84,P_New_Zealand_85ov,P_New_Zealand_Tot,P_North_Macedonia_0_4,P_North_Macedonia_5_14,P_North_Macedonia_15_24,P_North_Macedonia_25_44,P_North_Macedonia_45_54,P_North_Macedonia_55_64,P_North_Macedonia_65_74,P_North_Macedonia_75_84,P_North_Macedonia_85ov,P_North_Macedonia_Tot
POA3192,0,8,4,27,26,13,25,23,15,135,0,4,4,21,26,60,122,170,69,478,0,6,9,24,10,10,8,4,0,71,6,37,49,378,73,52,37,10,4,656,0,0,0,37,6,6,3,0,5,56,0,0,0,32,6,5,4,0,0,49,0,0,0,10,0,0,0,0,0,10,0,0,5,71,14,10,6,0,3,117,0,0,0,15,20,15,50,72,37,207,7,12,13,33,26,9,4,0,0,98,0,6,3,29,4,3,0,0,0,48,0,0,0,8,11,9,4,3,0,47,0,10,7,75,16,14,17,3,0,147,0,0,0,0,0,4,3,7,0,21,0,0,0,30,3,6,6,8,3,49,0,0,0,3,5,0,0,0,0,11,0,0,17,20,6,0,0,0,0,47,0,0,0,8,7,0,8,8,3,45,0,19,25,148,75,79,36,15,7,393,0,0,0,0,0,4,0,0,0,3
POA3193,0,0,9,14,36,26,28,37,7,166,0,3,0,6,13,26,28,21,4,100,0,6,6,13,7,9,0,0,0,40,0,4,0,18,16,32,18,9,0,98,0,3,0,6,0,0,0,5,0,20,0,0,0,19,10,3,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,6,29,27,16,7,7,5,103,0,0,0,9,8,24,37,25,6,112,0,0,0,8,4,0,10,0,4,25,0,0,0,3,4,0,0,0,0,6,0,0,0,4,0,4,0,0,0,10,0,0,3,12,4,15,10,7,0,55,0,0,0,0,0,0,8,4,0,20,0,0,0,0,10,5,6,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,5,6,13,12,26,15,4,80,0,12,31,59,81,75,53,18,3,330,0,0,0,3,0,0,3,0,0,9
POA3194,0,3,5,21,14,6,7,16,9,66,0,0,5,3,13,37,42,90,38,227,0,0,0,15,3,4,0,3,0,30,0,16,13,146,29,19,13,13,0,253,0,0,3,15,0,6,4,0,0,26,0,0,4,13,3,4,7,0,0,30,0,0,0,0,0,0,0,0,0,4,0,3,3,30,15,11,7,6,4,84,0,3,0,9,5,14,18,36,16,102,0,4,0,16,10,3,0,0,0,32,0,0,4,8,6,0,0,0,0,25,0,0,0,3,0,4,5,0,0,12,0,0,0,23,14,4,4,4,0,53,0,0,0,0,0,4,0,0,0,12,0,0,0,4,3,0,5,0,0,14,0,0,0,0,0,0,0,0,0,6,0,0,0,18,0,0,0,0,0,24,0,3,0,8,3,0,8,12,3,50,0,6,15,72,55,52,27,6,3,243,0,0,0,0,0,0,0,0,0,0
POA3195,0,9,14,45,40,42,37,30,8,215,0,6,0,9,21,63,87,86,34,320,0,5,7,33,8,14,13,0,0,86,0,27,28,244,118,109,61,28,11,620,0,0,3,12,13,4,9,0,0,47,0,0,6,16,7,6,5,0,0,40,0,0,0,0,3,0,5,0,0,12,0,23,15,88,34,35,17,12,3,220,0,0,3,29,28,40,77,83,44,298,0,4,14,19,17,8,0,0,4,52,0,0,3,17,4,3,0,0,0,31,0,0,0,10,7,8,10,4,0,37,0,0,4,36,19,29,19,9,0,121,0,0,0,0,0,3,9,10,3,28,0,0,0,22,24,26,26,11,6,122,0,0,0,4,0,0,5,5,0,12,0,0,5,10,0,3,0,0,0,18,0,0,0,12,9,10,26,20,8,93,4,10,45,193,150,87,49,14,0,547,0,0,0,3,0,3,5,0,0,20
POA3196,0,0,6,29,16,10,26,26,15,129,0,0,0,6,12,19,33,36,7,115,0,0,6,25,7,3,11,4,0,51,5,14,9,129,39,58,45,27,16,342,0,0,5,8,9,0,3,0,0,28,0,4,0,18,0,0,0,4,0,26,0,0,0,0,6,3,3,0,0,8,0,6,4,73,30,10,9,21,11,163,0,0,4,12,16,22,40,38,19,149,0,0,0,21,8,0,3,0,0,35,0,0,3,14,4,0,0,0,0,26,0,0,0,7,7,9,9,0,0,35,0,3,0,25,11,18,13,3,0,72,0,0,0,0,0,0,12,6,4,24,0,0,0,39,20,17,27,12,6,117,0,0,0,0,0,0,0,0,0,9,0,0,6,11,0,0,0,0,0,14,0,0,0,17,5,3,20,13,16,80,0,25,33,197,84,86,55,27,3,517,0,0,0,7,3,4,3,0,0,18
POA3197,0,0,0,13,3,9,28,20,0,73,0,0,0,3,12,24,29,10,5,89,0,0,0,7,6,6,7,0,0,23,0,3,9,46,24,26,28,9,4,137,0,0,0,11,0,3,3,3,0,21,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,18,9,6,3,59,0,0,0,0,9,24,23,20,6,82,0,0,0,3,6,0,0,0,0,12,0,0,0,3,0,4,0,0,0,7,0,0,0,10,3,6,8,0,0,21,0,0,3,18,5,10,10,4,5,55,0,0,0,0,4,6,9,14,0,30,0,0,9,12,3,14,9,3,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,3,0,6,0,6,19,9,4,52,0,13,14,66,32,44,31,9,0,207,0,0,0,0,0,0,0,0,0,7
POA3198,0,0,3,15,16,22,32,27,14,134,0,5,4,4,12,8,13,11,0,66,0,0,0,3,6,3,5,0,0,12,0,4,0,53,9,17,3,5,0,100,0,5,5,14,14,5,3,0,0,29,0,0,0,11,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,46,17,10,20,9,7,102,0,4,0,11,12,14,18,17,0,80,0,0,0,6,3,0,0,0,0,12,0,0,0,10,0,5,0,0,0,18,0,0,0,0,0,3,3,0,0,5,0,0,0,11,10,8,6,0,4,42,0,0,0,0,0,0,3,3,0,6,0,0,0,9,5,11,10,3,0,41,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,4,9,5,16,18,7,51,0,8,25,140,87,71,41,18,0,402,0,0,0,0,0,0,0,3,0,9
POA3199,0,5,15,49,36,55,87,75,31,354,0,0,6,12,25,37,40,80,36,234,0,3,70,27,14,10,13,5,0,140,0,35,73,233,102,53,31,22,7,563,0,0,7,36,11,8,7,0,0,80,0,0,6,27,9,9,3,3,0,60,0,0,0,4,7,4,0,0,0,12,0,14,8,61,37,27,41,22,3,212,0,0,0,24,19,45,66,73,28,249,0,3,4,16,22,6,3,0,0,53,0,0,6,42,15,0,0,0,0,60,0,0,0,10,14,17,11,4,0,68,0,5,18,53,28,28,28,10,0,166,0,0,0,0,0,8,15,12,6,40,0,4,5,31,16,13,25,7,3,108,0,0,0,9,0,0,0,0,0,11,0,4,4,37,6,0,0,0,0,55,0,0,8,7,18,22,72,64,37,226,0,41,100,381,232,198,152,42,15,1152,0,0,0,5,9,4,0,4,0,17
POA3200,0,0,0,4,0,4,3,4,9,31,0,0,0,0,5,4,9,5,0,15,0,0,0,3,0,0,0,0,0,5,0,0,8,25,4,3,0,0,3,39,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,3,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,6,3,0,0,11,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,10,0,10,19,54,21,22,22,0,0,156,0,0,0,0,0,0,0,0,0,7
POA3201,0,0,0,15,10,19,22,16,7,77,0,5,0,6,7,18,11,14,6,68,0,6,0,11,5,0,8,0,0,33,6,30,36,347,78,70,37,16,4,617,0,0,3,9,5,10,0,0,0,36,0,0,0,20,3,3,0,0,0,26,0,0,3,8,4,0,0,0,0,21,0,0,3,28,3,12,3,4,6,65,0,0,0,11,10,12,27,24,9,95,0,0,0,8,5,0,0,0,0,11,0,0,0,11,0,0,0,0,0,12,0,5,0,12,6,6,10,0,0,45,0,0,0,17,13,7,0,0,0,50,0,0,0,0,0,3,6,0,4,20,0,0,4,32,10,21,17,6,4,96,0,0,0,3,0,6,0,0,0,4,0,5,0,17,0,4,0,0,0,24,0,0,0,4,4,14,16,25,65,128,0,38,60,236,92,94,45,16,0,587,0,0,0,3,4,4,6,3,5,20
POA3202,0,0,0,0,5,0,5,9,0,11,0,0,0,5,3,5,8,9,0,26,0,0,0,13,10,0,0,0,0,19,0,5,0,21,18,10,3,5,4,69,0,0,0,4,8,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,20,0,0,0,4,3,3,5,10,4,30,0,0,0,5,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,6,0,0,0,12,11,11,8,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,9,0,0,3,0,0,0,9,0,5,13,10,10,7,3,0,0,43,0,0,0,0,0,0,0,0,0,0
POA3204,0,4,9,29,30,9,33,23,7,146,0,6,11,13,24,48,97,156,40,394,5,26,24,45,21,22,18,10,3,172,8,110,118,827,142,64,42,35,6,1356,0,5,16,76,24,7,5,6,0,127,0,0,0,34,11,11,3,3,0,66,0,0,0,0,0,0,0,0,0,9,0,10,9,104,22,20,13,12,5,196,0,5,3,39,22,29,54,52,36,249,7,41,7,59,63,17,8,0,0,197,0,25,26,77,40,11,8,0,0,188,0,0,0,6,10,7,8,9,5,40,6,16,27,141,54,43,27,10,8,336,0,0,0,0,0,5,8,5,0,17,0,0,0,19,9,6,3,4,3,50,0,0,0,4,6,3,0,0,3,13,0,0,58,66,3,0,0,0,0,133,0,0,5,10,13,9,5,4,3,48,7,22,47,150,116,93,42,10,0,487,0,0,0,7,7,3,7,0,0,23
POA3205,0,0,0,31,14,0,9,4,0,60,0,0,4,4,4,18,17,47,29,130,0,4,8,33,6,8,8,0,0,68,0,11,14,138,16,3,9,4,0,196,0,0,16,51,7,6,5,0,0,88,0,0,5,38,3,4,0,0,0,54,0,0,0,8,0,0,0,0,0,11,0,3,4,58,10,3,3,0,0,83,0,3,4,42,11,12,10,9,8,96,0,4,3,23,9,6,0,0,0,46,0,7,0,52,9,6,0,0,0,74,0,0,0,0,0,0,3,0,0,7,0,0,13,100,16,11,15,6,3,154,0,0,0,0,0,0,4,0,0,5,0,0,0,11,0,4,4,0,0,14,0,0,0,0,0,0,0,0,0,7,0,0,3,9,0,0,0,0,0,8,0,0,0,11,4,6,5,9,0,33,0,0,17,162,57,43,26,8,0,311,0,0,0,3,9,0,0,0,0,14
POA3206,0,0,3,22,10,9,11,5,0,64,0,0,0,7,8,39,62,156,50,322,0,0,0,3,6,0,0,0,0,12,0,16,9,91,17,17,12,4,0,167,0,0,0,3,4,0,0,0,0,16,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,9,0,0,50,11,10,0,6,0,86,0,0,3,5,12,14,27,20,5,86,0,9,0,10,0,0,3,0,0,21,0,0,3,7,6,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,8,6,0,0,39,0,0,0,0,0,0,8,3,0,12,0,0,0,4,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,8,0,3,3,10,10,9,12,6,0,54,0,11,14,54,57,36,22,6,0,201,0,0,0,3,0,0,0,0,0,8
POA3207,0,0,5,42,16,15,13,8,0,107,0,0,6,17,14,46,71,110,44,305,0,7,7,22,8,4,5,0,0,50,0,4,10,81,26,13,9,5,0,145,0,0,10,34,11,6,8,0,0,59,0,0,0,36,3,8,3,3,0,57,0,0,0,0,3,4,0,0,0,6,0,5,0,109,23,14,7,4,6,163,0,0,0,57,11,17,35,25,16,163,0,0,3,9,4,0,0,0,0,24,0,5,0,29,4,4,0,0,0,38,0,0,0,0,3,3,9,0,0,21,0,3,17,74,26,26,13,3,0,162,0,0,0,0,7,3,8,12,0,32,0,0,0,10,3,4,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,9,0,0,0,17,6,3,6,4,3,42,0,14,22,167,121,60,36,15,5,443,0,0,0,5,12,6,5,0,0,26
POA3211,0,0,0,0,0,0,4,4,0,6,0,0,0,0,0,0,3,5,0,5,0,0,0,0,0,0,0,0,0,3,0,0,3,11,0,3,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,8,0,0,0,22,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,9,8,6,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,5,4,4,0,0,0,14,0,0,0,0,0,5,4,0,0,4
POA3212,0,0,0,8,0,10,45,17,9,93,0,0,0,3,3,5,5,5,0,15,0,0,0,9,0,0,4,0,0,9,0,23,26,266,25,17,7,3,0,363,0,0,0,9,0,6,3,0,0,16,0,0,6,11,0,4,0,0,0,21,0,0,0,7,4,5,0,0,0,19,0,4,0,21,4,9,12,5,4,61,0,0,4,4,10,12,14,17,5,62,0,0,0,3,6,0,0,0,0,10,0,0,0,3,0,0,4,0,0,6,0,0,0,10,3,6,0,0,0,21,0,0,3,17,8,4,4,0,0,39,0,0,0,0,0,10,22,12,0,45,0,0,0,5,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,6,0,0,0,0,6,10,48,22,4,95,0,18,23,98,36,30,16,9,0,229,0,0,0,5,6,11,14,0,0,35
POA3213,0,0,0,0,3,6,9,7,0,32,0,0,0,0,0,0,0,4,3,10,0,0,0,0,0,0,0,0,0,0,0,8,9,51,9,6,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,4,5,5,0,0,0,0,0,15,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,0,0,0,3,7,12,15,15,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,4,0,0,4,0,0,3,0,0,0,0,0,0,4,0,0,6,6,0,0,0,0,0,15,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,8,8,4,0,21,0,0,5,5,10,7,4,0,0,33,0,0,0,0,12,11,6,5,0,34
POA3214,0,0,0,7,5,6,40,26,18,105,0,0,0,0,5,4,5,6,8,34,0,13,5,0,0,0,0,0,0,24,3,19,93,444,4,4,9,4,0,585,0,0,6,3,7,0,0,3,0,25,0,13,31,19,3,3,0,0,0,77,0,5,13,12,7,5,3,0,0,51,0,0,0,3,3,5,3,9,4,29,0,0,0,0,3,13,19,15,13,69,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,5,0,0,0,8,0,9,4,13,9,7,6,0,0,44,0,0,0,0,0,5,8,7,0,26,0,0,0,10,0,3,0,0,0,13,0,9,59,239,80,46,28,10,3,486,0,0,3,8,0,0,0,0,0,15,0,0,0,0,0,12,70,52,23,158,0,5,16,75,44,36,18,7,5,212,0,0,0,11,14,31,61,25,11,156
POA3215,0,0,0,16,13,7,65,43,32,175,0,0,4,0,0,12,17,30,8,78,0,5,0,6,0,0,0,0,0,12,4,30,54,350,18,4,4,0,0,465,0,0,0,17,3,3,6,0,0,34,0,8,11,19,4,5,0,0,0,49,0,16,12,27,5,5,4,0,0,71,0,0,0,24,9,10,10,3,3,54,0,0,4,16,9,43,97,106,87,352,0,0,4,3,6,5,0,0,0,14,0,0,0,11,0,0,0,0,0,10,0,0,0,3,0,4,3,4,0,15,0,4,3,28,7,4,4,6,0,43,0,0,0,0,0,0,13,4,4,19,0,0,3,7,4,0,0,0,0,15,0,0,0,7,3,0,0,0,0,14,0,0,9,19,0,0,0,0,0,28,0,3,0,0,4,7,37,49,25,120,0,6,12,73,38,25,18,13,3,185,0,0,0,23,32,57,118,53,28,310
POA3216,4,0,3,33,31,20,90,67,30,279,0,0,0,6,5,0,18,22,13,59,0,3,18,18,12,12,13,0,0,74,11,61,325,1010,96,38,26,18,7,1594,0,5,14,37,22,0,10,3,0,90,6,17,16,109,27,22,6,3,0,208,0,10,9,27,20,11,0,0,0,74,0,17,18,55,22,20,18,11,9,163,0,0,0,28,19,40,73,73,46,280,0,10,5,26,18,5,0,0,0,60,0,10,8,47,7,5,0,0,0,69,0,0,0,5,7,11,7,6,0,38,0,14,27,93,28,26,24,7,3,230,0,0,0,0,3,4,13,7,0,37,0,0,8,6,5,0,0,0,0,28,0,0,0,6,0,0,4,0,0,8,0,0,14,79,0,0,0,0,0,96,0,4,9,6,11,17,97,70,41,257,8,28,71,213,130,90,72,26,11,642,0,0,0,9,11,15,8,4,4,54
POA3217,0,8,0,12,0,0,6,6,8,52,0,0,0,0,0,4,0,3,0,14,0,5,0,16,0,3,4,0,0,31,6,41,77,653,32,19,14,3,0,842,0,3,4,14,0,0,0,0,0,19,0,0,5,25,7,10,0,0,0,48,0,3,4,10,9,0,0,0,0,26,0,8,8,27,6,7,7,0,0,55,0,0,3,11,3,8,11,5,6,50,0,0,0,8,0,0,0,0,0,10,0,0,0,6,4,4,0,0,0,22,0,0,5,3,0,0,0,0,0,10,0,13,4,17,9,13,3,0,0,64,0,0,0,6,0,0,12,0,0,17,0,0,3,10,3,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,3,4,56,0,0,0,0,0,62,0,4,0,8,0,8,16,5,0,39,6,33,29,127,27,38,20,4,0,281,0,0,0,3,0,4,0,5,0,10
POA3218,0,0,5,6,4,0,14,9,4,49,0,0,0,6,3,6,9,8,8,34,0,0,5,10,3,0,0,0,0,19,0,11,26,203,5,4,3,0,0,254,0,0,0,16,3,0,0,0,0,23,0,3,3,27,3,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,0,0,0,30,0,0,4,11,0,15,44,53,30,145,0,0,0,11,5,0,0,0,0,17,0,0,0,15,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,4,7,20,3,7,3,0,0,46,0,0,0,0,0,0,3,0,0,5,0,0,0,3,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,0,8,29,0,0,0,0,0,39,0,0,0,5,0,5,19,5,0,48,4,10,14,67,30,30,11,9,0,171,0,0,0,0,0,9,10,7,7,47
POA3219,0,0,0,7,4,7,31,24,10,96,0,0,0,0,4,10,14,17,4,41,0,0,0,0,0,3,0,0,0,3,5,15,52,232,3,4,7,0,0,327,0,0,5,9,9,0,4,0,0,24,0,0,8,3,0,0,0,0,0,13,0,0,3,11,3,0,0,0,0,15,0,0,0,21,7,6,7,5,0,49,0,0,0,5,0,9,39,44,17,121,0,0,0,3,6,0,0,0,0,13,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,6,18,3,14,0,0,0,47,0,0,0,0,0,0,3,4,0,7,0,0,8,0,0,0,0,0,0,14,0,0,0,9,0,0,0,0,0,10,0,0,5,34,0,0,0,0,0,33,0,0,0,0,0,8,43,39,22,124,0,0,14,58,44,39,23,11,3,187,0,0,0,0,3,4,0,0,0,6
POA3220,0,4,0,9,6,17,25,13,6,74,0,0,0,4,4,3,11,18,8,47,0,13,6,19,3,6,0,0,0,49,0,11,43,247,6,0,11,0,0,321,0,0,5,15,7,0,0,0,0,27,0,0,0,25,3,0,0,3,0,29,0,0,0,3,0,0,0,0,0,10,0,7,0,18,7,6,5,4,0,54,0,3,4,7,8,18,37,38,34,147,0,0,0,11,0,0,0,0,0,13,0,0,3,21,0,0,0,0,0,28,0,0,5,0,0,3,0,0,0,8,0,0,23,48,10,7,3,4,0,100,0,0,0,0,0,0,9,3,0,19,0,0,0,7,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,5,0,0,7,44,0,0,0,0,0,48,0,3,0,8,4,4,24,23,9,71,4,4,11,52,40,27,17,3,3,159,0,0,0,4,0,11,0,5,0,20
POA3221,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
POA3222,0,0,0,5,5,19,42,22,18,112,0,0,0,0,9,3,15,9,0,33,0,3,0,6,0,0,5,0,0,12,4,4,6,39,11,4,3,3,5,77,0,0,0,3,0,5,3,0,0,14,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,6,6,12,8,14,8,4,55,0,0,0,5,4,16,43,8,8,86,0,0,0,3,6,0,0,0,0,13,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,9,6,4,3,0,0,23,0,0,0,0,3,17,22,17,0,56,0,3,0,0,3,8,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,3,9,34,40,6,102,0,15,8,57,46,36,40,14,3,221,0,0,0,0,0,0,3,0,0,3
POA3223,0,0,0,3,6,3,23,17,5,51,0,0,0,5,0,14,27,41,15,109,0,0,0,0,0,4,0,0,0,5,0,0,0,11,0,0,7,0,0,23,0,0,0,0,0,0,0,0,0,4,0,0,0,3,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,22,0,0,0,7,0,13,55,26,9,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,4,0,0,0,0,0,7,0,0,0,0,3,21,42,35,11,108,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,19,10,0,41,0,4,6,32,20,35,36,11,0,144,0,0,0,0,0,7,8,0,0,12
